Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,-252,,1826,5178,8482,15456,,,,,,,,,,,,5,,,,,
,238,,507,1331,2236,4627,,,,,,,,,,,,-4,,,,,
,-279,-22,-4,-88,-40,-130,,,,,,,,,,,,4,,,,,
,-70,-8,-507,-1172,-2093,-3673,,,,,,,,,,,,,,,,,
,-58,11,-1821,-5051,-8379,-15232,,,,,,,,,,,,7,,,,,
,128,-3,-407,-1458,-2267,-4328,,,,,,,,,,,,-5,,,,,
,2965,3,49,-126,27,157,,,,,,,,,,,,-2,,,,,
,1665,2,453,1168,2067,3381,,,,,,,,,,,,4,,,,,
,-3900,,1723,5280,8373,15063,,,,,,,,,,,,2,,,,,
,-903,-2,434,1587,2246,4386,,,,,,,,,,,,-4,,,,,
,217,-16,31,-35,36,164,,,,,,,,,,,,-6,,,,,
,-15,13,-402,-1342,-2005,-3185,,,,,,,,,,,,,,,,,
,-85,-8,-1808,-5324,-8444,-15352,,,,,,,,,,,,-1,,,,,
,203,13,-499,-1337,-2341,-4782,,,,,,,,,,,,4,,,,,
,-160,-13,-25,142,10,-52,,,,,,,,,,,,8,,,,,
,5323,11,488,1193,2130,3667,,,,,,,,,,,,-18,,,,,
,-3765,-13,1853,5129,8444,15479,,,,,,,,,,,,-1,,,,,
,-1479,,448,1355,2211,4368,,,,,,,,,,,,4,,,,,
,-82,14,-46,53,-68,-312,,,,,,,,,,,,3,,,,,
,27,-8,-514,-1083,-2028,-3467,,,,,,,,,,,,7,,,,,
,623,9,-1770,-5248,-8324,-15012,,,,,,,,,,,,-3,,,,,
,816,14,-375,-1528,-2300,-4342,,,,,,,,,,,,-6,,,,,
,-1427,-14,12,-80,-12,-33,,,,,,,,,,,,1,,,,,
,-36,-2,390,1288,2030,3167,,,,,,,,,,,,1,,,,,
,99,5,1763,5410,8442,15261,,,,,,,,,,,,12,,,,,
,-135,-8,475,1376,2235,4597,,,,,,,,,,,,-5,,,,,
,84,5,56,-114,30,167,,,,,,,,,,,,-4,,,,,
,1757,-18,-443,-1308,-2047,-3414,,,,,,,,,,,,-8,,,,,
,-1825,25,-1857,-5190,-8493,-15570,,,,,,,,,,,,-1,,,,,
,121,-7,-479,-1260,-2270,-4596,,,,,,,,,,,,-1,,,,,
,-143,-13,17,-21,59,226,,,,,,,,,,,,11,,,,,
,61,,524,1156,2137,3731,,,,,,,,,,,,6,,,,,
,1188,,1801,5124,8384,15160,,,,,,,,,,,,-3,,,,,
,-1178,13,394,1460,2140,4126,,,,,,,,,,,,1,,,,,
,347,-13,-36,182,38,-3,,,,,,,,,,,,-3,,,,,
,-377,8,-424,-1250,-1981,-3255,,,,,,,,,,,,-2,,,,,
,-174,-6,-1736,-5362,-8417,-15138,,,,,,,,,,,,5,,,,,
,4770,-20,-426,-1470,-2256,-4393,,,,,,,,,,,,-3,,,,,
,-3776,52,-68,35,-81,-341,,,,,,,,,,,,-1,,,,,
,-852,-53,398,1379,2083,3414,,,,,,,,,,,,4,,,,,
,1286,19,1826,5230,8474,15471,,,,,,,,,,,,-9,,,,,
,-1320,,505,1303,2213,4545,,,,,,,,,,,,11,,,,,
,14,-22,12,-81,5,41,,,,,,,,,,,,5,,,,,
,111,,-520,-1205,-2075,-3666,,,,,,,,,,,,-18,,,,,
,103,37,-1826,-5071,-8431,-15384,,,,,,,,,,,,11,,,,,
,177,-18,-410,-1426,-2253,-4351,,,,,,,,,,,,,,,,,
,-340,-2,40,-112,19,197,,,,,,,,,,,,1,,,,,
,-4,5,472,1148,2073,3468,,,,,,,,,,,,4,,,,,
,-26,-22,1734,5286,8417,15036,,,,,,,,,,,,-19,,,,,
,215,22,410,1576,2181,4342,,,,,,,,,,,,6,,,,,
,-206,-19,28,-2,50,157,,,,,,,,,,,,-6,,,,,
,-3,22,-399,-1339,-1994,-3234,,,,,,,,,,,,-4,,,,,
,21,-22,-1772,-5336,-8427,-15206,,,,,,,,,,,,19,,,,,
,39,1,-481,-1355,-2304,-4769,,,,,,,,,,,,-4,,,,,
,-8,18,-64,132,-47,-156,,,,,,,,,,,,-5,,,,,
,-13,-19,462,1252,2128,3616,,,,,,,,,,,,,,,,,
,2563,5,1855,5152,8477,15501,,,,,,,,,,,,6,,,,,
,-2174,-8,459,1300,2151,4405,,,,,,,,,,,,-5,,,,,
,-299,7,-42,38,6,-212,,,,,,,,,,,,-6,,,,,
,-73,15,-505,-1087,-2059,-3487,,,,,,,,,,,,2,,,,,
,1242,-22,-1753,-5224,-8372,-15114,,,,,,,,,,,,9,,,,,
,-1277,,-391,-1493,-2235,-4309,,,,,,,,,,,,-2,,,,,
,2251,7,19,-118,-18,20,,,,,,,,,,,,-5,,,,,
,3034,-7,420,1248,2039,3182,,,,,,,,,,,,-4,,,,,
,-3859,50,1737,5405,8394,15165,,,,,,,,,,,,4,,,,,
,-1587,-50,443,1454,2269,4568,,,,,,,,,,,,5,,,,,
,287,4,59,-112,28,170,,,,,,,,,,,,-3,,,,,
,-138,-1,-435,-1357,-2062,-3361,,,,,,,,,,,,,,,,,
,-101,,-1840,-5198,-8435,-15491,,,,,,,,,,,,5,,,,,
,248,-7,-478,-1286,-2329,-4674,,,,,,,,,,,,-10,,,,,
,3119,7,18,84,86,233,,,,,,,,,,,,13,,,,,
,-3021,-7,499,1106,2091,3614,,,,,,,,,,,,-2,,,,,
,984,-5,1809,5121,8406,15324,,,,,,,,,,,,-12,,,,,
,-1277,,405,1439,2205,4153,,,,,,,,,,,,,,,,,
,192,,-43,144,-49,-151,,,,,,,,,,,,5,,,,,
,5137,-1,-439,-1203,-1968,-3241,,,,,,,,,,,,-9,,,,,
,-3893,13,-1737,-5312,-8395,-15085,,,,,,,,,,,,1,,,,,
,-1412,-12,-422,-1505,-2258,-4346,,,,,,,,,,,,,,,,,
,28,,-35,-17,-65,-312,,,,,,,,,,,,7,,,,,
,42,12,403,1381,2020,3296,,,,,,,,,,,,-4,,,,,
,68,-3,1793,5318,8520,15482,,,,,,,,,,,,5,,,,,
,-31,3,514,1305,2212,4541,,,,,,,,,,,,-5,,,,,
,8203,,29,-127,-23,38,,,,,,,,,,,,,,,,,
,-3870,,-493,-1223,-2029,-3586,,,,,,,,,,,,-6,,,,,
,-3917,5,-1852,-5089,-8470,-15429,,,,,,,,,,,,8,,,,,
,-550,-8,-442,-1342,-2222,-4352,,,,,,,,,,,,9,,,,,
,18,,46,-98,63,217,,,,,,,,,,,,-2,,,,,
,1273,-9,487,1098,2030,3502,,,,,,,,,,,,,,,,,
,-1211,13,1769,5235,8385,15021,,,,,,,,,,,,-7,,,,,
,-64,,386,1552,2192,4259,,,,,,,,,,,,2,,,,,
,-12,-1,-2,92,93,151,,,,,,,,,,,,-8,,,,,
,-8,1,-389,-1343,-2005,-3226,,,,,,,,,,,,8,,,,,
,21191,,-1769,-5355,-8466,-15184,,,,,,,,,,,,8,,,,,
,-3894,-13,-476,-1421,-2327,-4738,,,,,,,,,,,,-9,,,,,
,-3889,13,-60,154,-38,-154,,,,,,,,,,,,-3,,,,,
,-3913,-13,465,1328,2170,3596,,,,,,,,,,,,7,,,,,
,-3939,10,1840,5123,8439,15448,,,,,,,,,,,,10,,,,,
,-3927,-25,467,1274,2166,4477,,,,,,,,,,,,-3,,,,,
,-1623,11,-38,4,3,-179,,,,,,,,,,,,5,,,,,
,-51,-14,-508,-1085,-2062,-3548,,,,,,,,,,,,-13,,,,,
,4583,-1,-1795,-5155,-8371,-15188,,,,,,,,,,,,15,,,,,
,5838,49,-374,-1496,-2243,-4323,,,,,,,,,,,,-5,,,,,
,-3840,-26,38,-118,-19,143,,,,,,,,,,,,-22,,,,,
,-1290,42,432,1213,2068,3210,,,,,,,,,,,,7,,,,,
,-2471,-24,1713,5378,8405,15093,,,,,,,,,,,,7,,,,,
,-1811,-27,437,1502,2250,4536,,,,,,,,,,,,-7,,,,,
,-787,-15,64,-88,9,184,,,,,,,,,,,,10,,,,,
,432,20,-414,-1376,-2064,-3340,,,,,,,,,,,,6,,,,,
,-483,-43,-1820,-5234,-8388,-15364,,,,,,,,,,,,4,,,,,
,-104,-1,-513,-1298,-2342,-4742,,,,,,,,,,,,-12,,,,,
,106,-1,2,118,54,78,,,,,,,,,,,,3,,,,,
,145,45,510,1133,2108,3659,,,,,,,,,,,,5,,,,,
,42,-45,1836,5121,8449,15434,,,,,,,,,,,,-8,,,,,
,-128,45,415,1395,2165,4193,,,,,,,,,,,,11,,,,,
,2133,-16,-50,123,-62,-161,,,,,,,,,,,,-8,,,,,
,-1920,50,-472,-1141,-1987,-3315,,,,,,,,,,,,-11,,,,,
,-212,-77,-1738,-5336,-8382,-15095,,,,,,,,,,,,8,,,,,
,1696,26,-389,-1514,-2274,-4374,,,,,,,,,,,,,,,,,
,-1872,-2,-36,1,-16,-159,,,,,,,,,,,,1,,,,,
,242,9,402,1331,2026,3210,,,,,,,,,,,,-3,,,,,
,-163,-9,1791,5363,8504,15394,,,,,,,,,,,,8,,,,,
,-57,2,485,1328,2231,4603,,,,,,,,,,,,-3,,,,,
,289,-36,48,-135,-21,85,,,,,,,,,,,,-3,,,,,
,1889,34,-484,-1275,-2024,-3566,,,,,,,,,,,,13,,,,,
,-894,18,-1866,-5108,-8487,-15460,,,,,,,,,,,,-7,,,,,
,-342,-18,-463,-1298,-2262,-4461,,,,,,,,,,,,-7,,,,,
,3843,-35,61,-83,59,220,,,,,,,,,,,,-6,,,,,
,-3754,1,491,1122,2100,3604,,,,,,,,,,,,-4,,,,,
,3695,34,1772,5197,8416,15141,,,,,,,,,,,,4,,,,,
,-3879,10,403,1522,2128,4144,,,,,,,,,,,,7,,,,,
,232,-7,-17,161,54,121,,,,,,,,,,,,-4,,,,,
,1113,1,-403,-1354,-1999,-3247,,,,,,,,,,,,-1,,,,,
,-740,-41,-1742,-5376,-8433,-15147,,,,,,,,,,,,-3,,,,,
,717,3,-481,-1422,-2288,-4623,,,,,,,,,,,,5,,,,,
,2122,37,-53,113,-64,-261,,,,,,,,,,,,11,,,,,
,-3878,5,442,1359,2134,3547,,,,,,,,,,,,-2,,,,,
,-409,-9,1829,5149,8466,15452,,,,,,,,,,,,1,,,,,
,167,7,505,1318,2220,4580,,,,,,,,,,,,-15,,,,,
,-88,-7,-7,-53,-51,-192,,,,,,,,,,,,2,,,,,
,2184,,-517,-1146,-2062,-3600,,,,,,,,,,,,2,,,,,
,-612,-33,-1833,-5097,-8387,-15254,,,,,,,,,,,,7,,,,,
,-1654,6,-387,-1479,-2218,-4289,,,,,,,,,,,,5,,,,,
,-74,30,46,-127,-22,111,,,,,,,,,,,,-6,,,,,
,205,-26,431,1195,2081,3372,,,,,,,,,,,,-4,,,,,
,-104,23,1740,5344,8382,15064,,,,,,,,,,,,7,,,,,
,49,,413,1526,2172,4338,,,,,,,,,,,,5,,,,,
,-37,-24,32,-43,94,275,,,,,,,,,,,,1,,,,,
,-73,-11,-398,-1369,-2055,-3262,,,,,,,,,,,,-15,,,,,
,1420,39,-1799,-5290,-8424,-15363,,,,,,,,,,,,4,,,,,
,740,-44,-477,-1308,-2328,-4782,,,,,,,,,,,,-7,,,,,
,-2044,59,-22,148,57,65,,,,,,,,,,,,12,,,,,
,-10,-50,457,1163,2106,3609,,,,,,,,,,,,-7,,,,,
,11352,-3,1874,5131,8462,15478,,,,,,,,,,,,4,,,,,
,-3888,7,428,1333,2170,4270,,,,,,,,,,,,-1,,,,,
,-3156,-8,-59,111,-62,-226,,,,,,,,,,,,-3,,,,,
,-3922,-1,-499,-1098,-2000,-3397,,,,,,,,,,,,-6,,,,,
,-335,36,-1742,-5290,-8380,-15064,,,,,,,,,,,,-1,,,,,
,84,-31,-375,-1512,-2260,-4313,,,,,,,,,,,,6,,,,,
,-34,-21,-11,-96,-51,-182,,,,,,,,,,,,11,,,,,
,656,27,395,1326,2056,3262,,,,,,,,,,,,-3,,,,,
,-662,-27,1755,5416,8482,15339,,,,,,,,,,,,-9,,,,,
,1,18,484,1332,2209,4551,,,,,,,,,,,,7,,,,,
,-179,-20,52,-110,-5,111,,,,,,,,,,,,-7,,,,,
,28,,-454,-1301,-2030,-3464,,,,,,,,,,,,-3,,,,,
,2049,1,-1845,-5151,-8466,-15512,,,,,,,,,,,,2,,,,,
,2264,74,-485,-1246,-2240,-4480,,,,,,,,,,,,11,,,,,
,-3852,-60,43,-82,32,150,,,,,,,,,,,,-4,,,,,
,1569,3,518,1139,2080,3657,,,,,,,,,,,,3,,,,,
,-429,9,1788,5169,8439,15202,,,,,,,,,,,,-2,,,,,
,-1541,32,377,1489,2155,4144,,,,,,,,,,,,3,,,,,
,-76,-58,-31,151,17,10,,,,,,,,,,,,2,,,,,
,-36,20,-417,-1294,-1998,-3225,,,,,,,,,,,,-5,,,,,
,12510,,-1736,-5348,-8442,-15119,,,,,,,,,,,,-8,,,,,
,-3915,-4,-448,-1459,-2248,-4510,,,,,,,,,,,,-5,,,,,
,-3901,4,-51,52,-64,-342,,,,,,,,,,,,,,,,,
,-3906,-20,423,1396,2096,3471,,,,,,,,,,,,3,,,,,
,-850,-13,1812,5194,8510,15522,,,,,,,,,,,,-8,,,,,
,3709,13,518,1291,2165,4472,,,,,,,,,,,,13,,,,,
,-3616,,-8,-67,-4,13,,,,,,,,,,,,5,,,,,
,1671,-13,-524,-1183,-2096,-3699,,,,,,,,,,,,-5,,,,,
,12485,12,-1825,-5063,-8392,-15275,,,,,,,,,,,,10,,,,,
,-3915,,-400,-1441,-2251,-4320,,,,,,,,,,,,-13,,,,,
,-3868,-12,60,-100,73,231,,,,,,,,,,,,12,,,,,
,-3909,3,458,1135,2033,3361,,,,,,,,,,,,-6,,,,,
,-2693,,1740,5295,8364,15004,,,,,,,,,,,,-4,,,,,
,1000,12,396,1590,2218,4395,,,,,,,,,,,,9,,,,,
,-947,-4,24,-23,48,178,,,,,,,,,,,,,,,,,
,5,2,-396,-1368,-1991,-3223,,,,,,,,,,,,-16,,,,,
,56,-1,-1792,-5318,-8447,-15337,,,,,,,,,,,,-4,,,,,
,10180,1,-496,-1350,-2328,-4743,,,,,,,,,,,,18,,,,,
,-3761,-10,-30,185,23,-2,,,,,,,,,,,,-8,,,,,
,-3953,,478,1204,2110,3591,,,,,,,,,,,,-3,,,,,
,-2465,-2,1840,5111,8471,15466,,,,,,,,,,,,10,,,,,
,-109,2,457,1326,2177,4371,,,,,,,,,,,,-7,,,,,
,-14,-11,-38,63,-15,-246,,,,,,,,,,,,-5,,,,,
,2589,10,-486,-1076,-2056,-3493,,,,,,,,,,,,2,,,,,
,10666,10,-1781,-5253,-8379,-15041,,,,,,,,,,,,5,,,,,
,-3833,-10,-386,-1526,-2273,-4344,,,,,,,,,,,,3,,,,,
,-3939,-2,18,-97,-15,-49,,,,,,,,,,,,2,,,,,
,-3903,-10,391,1298,2055,3233,,,,,,,,,,,,-10,,,,,
,-1472,26,1743,5396,8427,15220,,,,,,,,,,,,,,,,,
,82,-1,481,1408,2273,4595,,,,,,,,,,,,-3,,,,,
,35,-29,48,-125,15,154,,,,,,,,,,,,2,,,,,
,210,28,-431,-1348,-2085,-3450,,,,,,,,,,,,9,,,,,
,-361,-12,-1846,-5160,-8422,-15488,,,,,,,,,,,,-3,,,,,
,190,1,-491,-1227,-2278,-4553,,,,,,,,,,,,-3,,,,,
,224,-2,36,-5,13,134,,,,,,,,,,,,10,,,,,
,-372,,504,1084,2080,3583,,,,,,,,,,,,-2,,,,,
,150,-20,1801,5150,8445,15355,,,,,,,,,,,,-12,,,,,
,-113,1,402,1455,2160,4157,,,,,,,,,,,,-11,,,,,
,36,21,-57,162,-32,-111,,,,,,,,,,,,2,,,,,
,1266,-1,-436,-1227,-1952,-3176,,,,,,,,,,,,12,,,,,
,10804,,-1718,-5344,-8395,-15118,,,,,,,,,,,,-3,,,,,
,-3891,1,-431,-1497,-2288,-4489,,,,,,,,,,,,-5,,,,,
,-3916,-1,-45,37,-24,-263,,,,,,,,,,,,-3,,,,,
,-3893,-1,414,1373,2052,3358,,,,,,,,,,,,12,,,,,
,-325,-22,1793,5243,8461,15431,,,,,,,,,,,,-9,,,,,
,21,3,519,1353,2245,4645,,,,,,,,,,,,4,,,,,
,2673,21,27,-129,-15,,,,,,,,,,,,,-5,,,,,
,7344,-4,-513,-1218,-2083,-3698,,,,,,,,,,,,15,,,,,
,-3779,-16,-1851,-5090,-8444,-15356,,,,,,,,,,,,,,,,,
,-3799,19,-423,-1354,-2203,-4292,,,,,,,,,,,,2,,,,,
,-2506,1,72,-110,14,114,,,,,,,,,,,,4,,,,,
,-90,-20,467,1123,2067,3542,,,,,,,,,,,,-8,,,,,
,701,3,1755,5255,8441,15030,,,,,,,,,,,,-1,,,,,
,-116,,389,1573,2150,4285,,,,,,,,,,,,14,,,,,
,-473,-4,26,35,59,181,,,,,,,,,,,,2,,,,,
,-35,-11,-413,-1366,-2010,-3261,,,,,,,,,,,,-5,,,,,
,-52,,-1774,-5334,-8413,-15145,,,,,,,,,,,,,,,,,
,-57,12,-480,-1392,-2349,-4875,,,,,,,,,,,,-10,,,,,
,107,-13,-48,160,-27,-100,,,,,,,,,,,,-12,,,,,
,4484,11,462,1303,2166,3668,,,,,,,,,,,,7,,,,,
,-3891,-12,1859,5140,8460,15471,,,,,,,,,,,,5,,,,,
,-700,1,450,1299,2157,4441,,,,,,,,,,,,-2,,,,,
,-29,-1,-47,28,-8,-192,,,,,,,,,,,,-4,,,,,
,70,14,-505,-1118,-2052,-3540,,,,,,,,,,,,4,,,,,
,150,-11,-1772,-5197,-8388,-15166,,,,,,,,,,,,10,,,,,
,1237,-2,-387,-1494,-2246,-4329,,,,,,,,,,,,-5,,,,,
,-1447,1,18,-122,-38,52,,,,,,,,,,,,-4,,,,,
,171,11,418,1229,2078,3255,,,,,,,,,,,,-2,,,,,
,50,,1737,5406,8415,15166,,,,,,,,,,,,4,,,,,
,-162,-10,462,1469,2234,4499,,,,,,,,,,,,-1,,,,,
,2755,-1,35,-117,33,208,,,,,,,,,,,,6,,,,,
,-2189,21,-410,-1360,-2051,-3338,,,,,,,,,,,,-9,,,,,
,-488,-15,-1834,-5198,-8438,-15542,,,,,,,,,,,,-2,,,,,
,1603,5,-489,-1269,-2299,-4598,,,,,,,,,,,,8,,,,,
,396,7,5,66,38,128,,,,,,,,,,,,-5,,,,,
,-2077,-3,504,1133,2119,3625,,,,,,,,,,,,-1,,,,,
,2,-5,1806,5095,8396,15350,,,,,,,,,,,,5,,,,,
,49,4,417,1436,2204,4238,,,,,,,,,,,,,,,,,
,714,-2,-50,138,-48,-178,,,,,,,,,,,,-3,,,,,
,13260,,-459,-1178,-2004,-3319,,,,,,,,,,,,-4,,,,,
,-3910,1,-1736,-5317,-8365,-15042,,,,,,,,,,,,3,,,,,
,-3892,-13,-397,-1529,-2285,-4399,,,,,,,,,,,,4,,,,,
,-3816,3,-16,5,-9,-238,,,,,,,,,,,,-5,,,,,
,6396,8,394,1344,2014,3252,,,,,,,,,,,,8,,,,,
,-3841,1,1782,5340,8498,15410,,,,,,,,,,,,,,,,,
,-3910,-30,499,1318,2244,4604,,,,,,,,,,,,2,,,,,
,-287,28,25,-122,-14,113,,,,,,,,,,,,-5,,,,,
,-688,-32,-481,-1233,-2045,-3606,,,,,,,,,,,,5,,,,,
,188,22,-1852,-5087,-8466,-15438,,,,,,,,,,,,-5,,,,,
,-228,-1,-445,-1330,-2242,-4408,,,,,,,,,,,,-7,,,,,
,4315,-19,54,-118,22,141,,,,,,,,,,,,8,,,,,
,-3915,37,494,1131,2084,3650,,,,,,,,,,,,4,,,,,
,8554,-17,1781,5208,8404,15017,,,,,,,,,,,,5,,,,,
,-3878,,378,1558,2176,4272,,,,,,,,,,,,-9,,,,,
,-3252,-22,-13,89,35,63,,,,,,,,,,,,,,,,,
,-1727,22,-412,-1346,-1996,-3245,,,,,,,,,,,,6,,,,,
,985,-14,-1764,-5341,-8418,-15101,,,,,,,,,,,,-14,,,,,
,2811,15,-471,-1423,-2298,-4698,,,,,,,,,,,,-12,,,,,
,-3898,-16,-34,113,-61,-220,,,,,,,,,,,,13,,,,,
,1718,-5,440,1330,2109,3519,,,,,,,,,,,,7,,,,,
,-1497,41,1842,5170,8526,15558,,,,,,,,,,,,-11,,,,,
,-237,-39,493,1309,2184,4535,,,,,,,,,,,,5,,,,,
,-79,19,-44,-29,-51,-223,,,,,,,,,,,,5,,,,,
,-66,-1,-505,-1119,-2069,-3659,,,,,,,,,,,,3,,,,,
,621,-16,-1795,-5137,-8360,-15147,,,,,,,,,,,,-8,,,,,
,-490,-2,-384,-1495,-2234,-4254,,,,,,,,,,,,-7,,,,,
,15019,17,30,-119,-15,78,,,,,,,,,,,,10,,,,,
,-3888,-19,425,1196,2038,3258,,,,,,,,,,,,-1,,,,,
,-3865,14,1734,5371,8397,15112,,,,,,,,,,,,2,,,,,
,-3949,-24,437,1546,2263,4473,,,,,,,,,,,,,,,,,
,-3463,10,51,-95,24,199,,,,,,,,,,,,-3,,,,,
,1947,-9,-411,-1367,-2032,-3237,,,,,,,,,,,,-7,,,,,
,-1495,34,-1798,-5264,-8415,-15430,,,,,,,,,,,,-1,,,,,
,-200,-35,-497,-1293,-2370,-4770,,,,,,,,,,,,8,,,,,
,-33,11,-29,121,29,62,,,,,,,,,,,,8,,,,,
,-133,-2,496,1158,2126,3700,,,,,,,,,,,,1,,,,,
,361,1,1843,5101,8435,15382,,,,,,,,,,,,-14,,,,,
,-333,2,430,1383,2185,4234,,,,,,,,,,,,,,,,,
,9962,-2,-65,136,-25,-153,,,,,,,,,,,,2,,,,,
,-3910,1,-470,-1148,-2042,-3394,,,,,,,,,,,,12,,,,,
,-3868,-11,-1748,-5291,-8344,-15038,,,,,,,,,,,,2,,,,,
,-2334,10,-385,-1527,-2279,-4372,,,,,,,,,,,,1,,,,,
,58,,-14,-38,-13,-159,,,,,,,,,,,,1,,,,,
,676,-11,384,1338,2052,3266,,,,,,,,,,,,-13,,,,,
,1189,11,1778,5346,8442,15268,,,,,,,,,,,,4,,,,,
,-1546,-2,494,1351,2243,4615,,,,,,,,,,,,-2,,,,,
,-238,-9,36,-118,3,156,,,,,,,,,,,,-12,,,,,
,-4,1,-466,-1293,-2043,-3530,,,,,,,,,,,,5,,,,,
,2954,10,-1855,-5146,-8493,-15548,,,,,,,,,,,,-2,,,,,
,-633,9,-464,-1253,-2236,-4414,,,,,,,,,,,,6,,,,,
,-1908,,39,-87,47,185,,,,,,,,,,,,-1,,,,,
,8338,-6,508,1121,2083,3618,,,,,,,,,,,,7,,,,,
,-3897,-4,1792,5193,8430,15165,,,,,,,,,,,,4,,,,,
,-3919,1,379,1509,2146,4144,,,,,,,,,,,,-13,,,,,
,-972,-10,-32,155,14,30,,,,,,,,,,,,6,,,,,
,49,,-414,-1316,-2006,-3259,,,,,,,,,,,,3,,,,,
,1645,12,-1740,-5354,-8389,-15058,,,,,,,,,,,,-16,,,,,
,-713,-7,-448,-1460,-2278,-4585,,,,,,,,,,,,16,,,,,
,-501,6,-53,78,-74,-320,,,,,,,,,,,,-3,,,,,
,1236,,428,1380,2110,3466,,,,,,,,,,,,,,,,,
,22784,7,1826,5181,8476,15532,,,,,,,,,,,,,,,,,
,-3914,-14,494,1316,2203,4597,,,,,,,,,,,,-4,,,,,
,-3908,-5,-8,-67,-14,-114,,,,,,,,,,,,-1,,,,,
,-3887,-13,-517,-1150,-2069,-3671,,,,,,,,,,,,5,,,,,
,-3916,33,-1814,-5093,-8390,-15248,,,,,,,,,,,,-3,,,,,
,-3855,-16,-391,-1451,-2221,-4296,,,,,,,,,,,,2,,,,,
,-3896,-2,39,-130,-49,86,,,,,,,,,,,,-1,,,,,
,-1027,-2,446,1160,2048,3368,,,,,,,,,,,,-1,,,,,
,-114,-19,1733,5322,8446,15112,,,,,,,,,,,,1,,,,,
,151,-1,419,1582,2229,4383,,,,,,,,,,,,1,,,,,
,-59,3,53,-70,4,178,,,,,,,,,,,,-8,,,,,
,1681,-4,-408,-1362,-2018,-3241,,,,,,,,,,,,-9,,,,,
,-1609,9,-1817,-5302,-8436,-15354,,,,,,,,,,,,13,,,,,
,-11,-6,-483,-1310,-2300,-4718,,,,,,,,,,,,2,,,,,
,1169,17,-29,154,3,-37,,,,,,,,,,,,1,,,,,
,1130,3,489,1190,2141,3672,,,,,,,,,,,,4,,,,,
,-1744,-15,1864,5083,8404,15363,,,,,,,,,,,,-7,,,,,
,-605,14,445,1369,2227,4408,,,,,,,,,,,,5,,,,,
,1300,1,-82,68,-88,-312,,,,,,,,,,,,-3,,,,,
,-1045,-20,-503,-1083,-2021,-3423,,,,,,,,,,,,-8,,,,,
,5591,18,-1744,-5263,-8360,-15007,,,,,,,,,,,,14,,,,,
,-3871,-19,-371,-1518,-2257,-4344,,,,,,,,,,,,-3,,,,,
,-1857,-9,-13,-91,-34,-114,,,,,,,,,,,,5,,,,,
,9685,8,399,1308,2068,3254,,,,,,,,,,,,-5,,,,,
,-3903,1,1772,5408,8463,15243,,,,,,,,,,,,5,,,,,
,-3928,,486,1373,2224,4601,,,,,,,,,,,,-5,,,,,
,-2084,-11,36,-137,15,164,,,,,,,,,,,,2,,,,,
,1208,,-455,-1311,-2033,-3430,,,,,,,,,,,,-7,,,,,
,-473,-1,-1856,-5181,-8488,-15560,,,,,,,,,,,,6,,,,,
,-543,,-470,-1228,-2271,-4563,,,,,,,,,,,,-1,,,,,
,20,11,37,-28,42,180,,,,,,,,,,,,-2,,,,,
,-58,-12,495,1128,2115,3668,,,,,,,,,,,,6,,,,,
,5733,38,1815,5153,8420,15269,,,,,,,,,,,,1,,,,,
,-1635,-24,396,1475,2135,4121,,,,,,,,,,,,-7,,,,,
,-3942,13,-42,154,7,-44,,,,,,,,,,,,-3,,,,,
,-168,-14,-439,-1275,-1984,-3249,,,,,,,,,,,,9,,,,,
,1650,,-1740,-5319,-8376,-15033,,,,,,,,,,,,-1,,,,,
,-1486,27,-422,-1519,-2346,-4605,,,,,,,,,,,,-1,,,,,
,-225,-28,-55,58,2,-198,,,,,,,,,,,,1,,,,,
,50,-1,397,1372,2084,3389,,,,,,,,,,,,,,,,,
,1833,-9,1831,5238,8491,15472,,,,,,,,,,,,2,,,,,
,-0,13,498,1303,2173,4532,,,,,,,,,,,,-2,,,,,
,1285,-2,28,-69,26,51,,,,,,,,,,,,-8,,,,,
,-1779,13,-510,-1190,-2077,-3646,,,,,,,,,,,,10,,,,,
,-1500,-25,-1853,-5098,-8431,-15377,,,,,,,,,,,,6,,,,,
,2816,2,-418,-1423,-2239,-4352,,,,,,,,,,,,-6,,,,,
,-2460,-1,64,-90,47,240,,,,,,,,,,,,3,,,,,
,-275,12,479,1159,2081,3480,,,,,,,,,,,,-6,,,,,
,1718,-12,1716,5246,8355,14903,,,,,,,,,,,,7,,,,,
,-1093,24,422,1593,2207,4389,,,,,,,,,,,,-4,,,,,
,729,-13,33,5,37,156,,,,,,,,,,,,-5,,,,,
,7454,1,-410,-1374,-2009,-3250,,,,,,,,,,,,,,,,,
,-3923,-12,-1792,-5332,-8430,-15243,,,,,,,,,,,,-8,,,,,
,-3895,1,-481,-1340,-2305,-4738,,,,,,,,,,,,6,,,,,
,5511,-1,-49,147,-38,-121,,,,,,,,,,,,,,,,,
,-2368,11,470,1258,2186,3721,,,,,,,,,,,,3,,,,,
,-3929,-26,1849,5098,8434,15388,,,,,,,,,,,,-3,,,,,
,582,14,477,1314,2158,4410,,,,,,,,,,,,-1,,,,,
