Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,538,23,-222,,-115,-2,-344,,-38,-1,,,,-63,-100,,,-14,,,,,
,1288,-20,657,,634,865,729,,601,717,,,805,816,801,,,-2,,,,,
,-1763,6,3973,,3068,3697,4764,,2648,2966,,,3647,3479,3781,,,5,,,,,
,-93,-22,1944,,1097,1258,2250,,762,777,,,1355,1172,1347,,,5,,,,,
,317,12,216,,111,58,296,,40,68,,,99,16,-27,,,5,,,,,
,-43,-12,-806,,-717,-793,-865,,-679,-734,,,-872,-780,-802,,,-2,,,,,
,1509,13,-3842,,-3053,-3571,-4810,,-2621,-3012,,,-3684,-3465,-3850,,,-10,,,,,
,-932,-1,-1962,,-1217,-1440,-2354,,-841,-810,,,-1318,-1134,-1298,,,-1,,,,,
,293,1,-435,,-206,-307,-490,,-66,-53,,,-37,-28,20,,,-10,,,,,
,-1051,-13,687,,727,744,691,,704,759,,,897,874,891,,,9,,,,,
,189,,3977,,3040,3745,4764,,2583,2982,,,3692,3542,3849,,,2,,,,,
,-97,-14,2203,,1176,1624,2540,,708,834,,,1199,1180,1438,,,-4,,,,,
,206,-7,388,,141,134,405,,48,29,,,203,59,122,,,8,,,,,
,1227,20,-715,,-666,-894,-820,,-658,-781,,,-844,-815,-853,,,4,,,,,
,-1130,1,-4078,,-3075,-3858,-5041,,-2494,-3085,,,-3473,-3452,-3862,,,-10,,,,,
,-309,-18,-2037,,-1209,-1468,-2471,,-702,-866,,,-1131,-1129,-1379,,,-1,,,,,
,8116,-3,-396,,-242,-97,-365,,-154,-66,,,-146,-107,-197,,,3,,,,,
,-3806,21,735,,675,853,861,,592,813,,,710,780,734,,,,,,,,
,-3424,-1,3904,,2998,3551,4680,,2561,3022,,,3612,3462,3905,,,,,,,,
,-699,-31,1889,,1151,1316,2234,,763,813,,,1365,1094,1167,,,-2,,,,,
,3915,18,513,,217,280,593,,-18,91,,,-108,-1,139,,,-2,,,,,
,-3795,-17,-456,,-609,-575,-582,,-709,-742,,,-937,-791,-666,,,5,,,,,
,327,10,-3894,,-2986,-3672,-4864,,-2520,-3054,,,-3498,-3444,-3716,,,-1,,,,,
,483,-10,-2019,,-1076,-1505,-2390,,-613,-711,,,-1207,-1191,-1407,,,1,,,,,
,-1469,14,-567,,-246,-341,-619,,-57,-9,,,-125,-107,-130,,,-11,,,,,
,872,,593,,565,765,790,,563,753,,,750,806,767,,,10,,,,,
,-297,-1,4068,,3034,3833,4883,,2593,3034,,,3602,3475,3741,,,1,,,,,
,3218,-12,2047,,1045,1415,2402,,606,774,,,1255,1157,1360,,,-1,,,,,
,-1951,,272,,79,37,372,,-27,3,,,19,35,176,,,10,,,,,
,1077,13,-782,,-652,-845,-882,,-620,-739,,,-815,-803,-861,,,-4,,,,,
,-2282,-13,-3760,,-2859,-3554,-4751,,-2464,-2980,,,-3394,-3380,-3693,,,-8,,,,,
,2664,13,-1607,,-981,-1184,-2198,,-596,-795,,,-1070,-1145,-1420,,,4,,,,,
,-1681,-13,-250,,-165,-153,-414,,-37,-61,,,-56,-29,-142,,,,,,,,
,2627,11,479,,558,609,640,,692,760,,,821,794,793,,,-9,,,,,
,-3765,-2,3842,,2965,3617,4762,,2590,3010,,,3665,3432,3725,,,10,,,,,
,1939,-26,2093,,1078,1448,2355,,692,797,,,1306,1184,1341,,,2,,,,,
,-2067,9,504,,164,295,499,,-72,66,,,-97,52,101,,,-5,,,,,
,12265,8,-536,,-611,-713,-765,,-615,-743,,,-788,-785,-843,,,-5,,,,,
,-3426,,-3998,,-3006,-3823,-4967,,-2480,-3047,,,-3509,-3473,-3790,,,-2,,,,,
,-3822,-20,-2074,,-1207,-1622,-2625,,-668,-837,,,-1231,-1215,-1311,,,9,,,,,
,-3795,20,-214,,-88,-75,-427,,-41,-33,,,-130,-95,-98,,,-1,,,,,
,6059,,799,,713,943,869,,595,774,,,740,758,756,,,6,,,,,
,-3695,,4052,,3043,3717,4805,,2552,3015,,,3620,3451,3745,,,-1,,,,,
,1554,-20,1987,,1061,1311,2450,,618,809,,,1177,1140,1382,,,1,,,,,
,-3444,1,255,,51,79,398,,-39,65,,,72,138,290,,,-7,,,,,
,-2217,17,-679,,-742,-701,-678,,-701,-765,,,-692,-756,-901,,,5,,,,,
,981,-13,-3701,,-2908,-3498,-4649,,-2499,-2980,,,-3463,-3449,-3833,,,-2,,,,,
,-163,-28,-1990,,-1049,-1438,-2396,,-565,-780,,,-1147,-1171,-1406,,,-5,,,,,
,-536,28,-422,,-80,-270,-509,,48,-20,,,-131,-109,-90,,,7,,,,,
,-144,-39,656,,673,721,634,,574,771,,,651,726,675,,,1,,,,,
,-36,,3926,,2934,3674,4762,,2504,3016,,,3539,3432,3703,,,-1,,,,,
,773,72,1971,,919,1409,2396,,547,747,,,1250,1225,1398,,,8,,,,,
,1323,-34,643,,154,242,550,,5,13,,,135,126,208,,,-3,,,,,
,-1705,4,-559,,-542,-769,-729,,-525,-764,,,-656,-711,-585,,,-9,,,,,
,-30,-2,-3914,,-2851,-3605,-4748,,-2452,-2954,,,-3521,-3493,-3765,,,7,,,,,
,266,-40,-1915,,-1075,-1387,-2408,,-684,-775,,,-1249,-1182,-1442,,,-5,,,,,
,-420,-15,-564,,-346,-240,-490,,-136,-54,,,-88,-126,-313,,,-4,,,,,
,-218,15,420,,445,561,595,,606,697,,,820,759,630,,,1,,,,,
,489,2,3831,,2842,3464,4649,,2512,2980,,,3556,3482,3850,,,-5,,,,,
,-115,-1,1468,,837,1139,2104,,656,796,,,1244,1185,1353,,,6,,,,,
,600,-1,512,,300,275,340,,207,71,,,322,135,137,,,15,,,,,
,-519,-20,28,,-266,-252,-378,,-514,-715,,,-643,-699,-686,,,-17,,,,,
,-49,-2,-3240,,-2696,-3255,-4276,,-2522,-2946,,,-3621,-3493,-3729,,,-6,,,,,
,1439,23,-1472,,-860,-1342,-2306,,-593,-759,,,-1321,-1197,-1281,,,2,,,,,
,-1543,-21,-440,,-123,-393,-641,,-4,-58,,,-114,-78,-7,,,1,,,,,
,234,20,721,,562,705,618,,624,731,,,831,720,622,,,15,,,,,
,92,,3880,,2842,3651,4670,,2373,2970,,,3511,3450,3773,,,-7,,,,,
,8074,,2235,,1082,1404,2417,,541,730,,,1164,1165,1423,,,-1,,,,,
,-3504,-11,235,,102,14,330,,-7,15,,,83,83,142,,,2,,,,,
,-3580,-9,-658,,-638,-853,-910,,-577,-768,,,-710,-780,-828,,,-7,,,,,
,-1389,-12,-3617,,-2837,-3547,-4797,,-2399,-2959,,,-3430,-3454,-3980,,,2,,,,,
,148,,-1795,,-1039,-1235,-2356,,-626,-788,,,-1110,-1153,-1463,,,-4,,,,,
,-146,12,-246,,-88,-48,-316,,-8,-25,,,-97,-78,-83,,,6,,,,,
,178,-1,599,,658,744,941,,616,788,,,683,759,854,,,-3,,,,,
,3143,-9,3785,,2944,3554,4728,,2537,3045,,,3495,3443,3865,,,-4,,,,,
,-3353,10,1857,,1003,1371,2354,,689,768,,,1249,1185,1430,,,3,,,,,
,-202,-11,148,,-64,186,510,,-166,2,,,15,100,182,,,6,,,,,
,1346,12,-683,,-731,-799,-743,,-782,-788,,,-865,-746,-745,,,4,,,,,
,-487,-13,-3911,,-2975,-3751,-4781,,-2532,-3007,,,-3510,-3462,-3816,,,-10,,,,,
,-485,17,-2034,,-1087,-1482,-2375,,-679,-721,,,-1310,-1241,-1369,,,1,,,,,
,638,-3,-373,,-126,-71,-387,,-58,-2,,,-237,-141,-177,,,3,,,,,
,-71,-27,986,,851,1070,850,,699,763,,,800,779,612,,,-2,,,,,
,10171,15,4043,,3078,3785,4815,,2596,3022,,,3578,3428,3651,,,-4,,,,,
,-3600,,1988,,1123,1343,2401,,759,822,,,1150,1091,1359,,,6,,,,,
,-3443,,238,,167,-26,147,,158,48,,,195,80,99,,,8,,,,,
,-2712,,-674,,-776,-822,-900,,-686,-792,,,-635,-687,-786,,,-10,,,,,
,3630,-21,-3678,,-2965,-3461,-4592,,-2591,-2979,,,-3611,-3424,-3805,,,-2,,,,,
,-3466,-1,-1810,,-980,-1319,-2253,,-657,-739,,,-1259,-1197,-1441,,,-1,,,,,
,-946,6,-442,,-188,-264,-484,,-58,-48,,,-52,-95,-163,,,2,,,,,
,1026,18,646,,730,777,734,,689,763,,,838,787,779,,,1,,,,,
,961,5,4063,,3075,3733,4790,,2534,3005,,,3566,3496,3822,,,-1,,,,,
,-1639,-20,2084,,1025,1491,2480,,462,764,,,923,1160,1530,,,9,,,,,
,957,18,246,,27,92,400,,-26,-14,,,120,111,156,,,2,,,,,
,-1200,-19,-621,,-638,-811,-766,,-530,-697,,,-644,-799,-893,,,-5,,,,,
,-201,-17,-3915,,-2943,-3722,-4897,,-2456,-2983,,,-3422,-3448,-3835,,,,,,,,
,226,-1,-1888,,-1068,-1416,-2508,,-605,-818,,,-1144,-1186,-1507,,,-3,,,,,
,347,-1,-364,,-259,-128,-432,,-108,-87,,,-153,-40,40,,,2,,,,,
,-151,-1,574,,589,676,778,,585,698,,,827,831,767,,,1,,,,,
,-222,4,3872,,2985,3494,4758,,2626,3022,,,3671,3496,3890,,,-1,,,,,
,691,10,1968,,1048,1253,2314,,655,765,,,1214,1259,1660,,,8,,,,,
,2061,-12,545,,179,220,468,,23,-9,,,221,125,211,,,-11,,,,,
,-1841,2,-497,,-624,-577,-541,,-681,-788,,,-777,-809,-797,,,,,,,,
,-714,10,-3861,,-2980,-3640,-4730,,-2585,-3038,,,-3583,-3418,-3757,,,10,,,,,
,1798,,-1996,,-1039,-1521,-2373,,-654,-738,,,-1326,-1198,-1399,,,-11,,,,,
,-1877,9,-514,,-326,-334,-508,,-91,-12,,,-173,-148,-183,,,-7,,,,,
,-274,-21,713,,713,826,754,,716,805,,,851,722,630,,,6,,,,,
,6,3,4256,,3083,3896,4980,,2521,3035,,,3477,3421,3736,,,2,,,,,
,1459,9,1991,,978,1371,2393,,563,774,,,1173,1228,1426,,,7,,,,,
,389,-10,438,,175,116,450,,125,43,,,213,140,131,,,,,,,,
,-1366,37,-495,,-525,-716,-675,,-517,-721,,,-705,-769,-725,,,-3,,,,,
,-250,-29,-3805,,-2857,-3504,-4586,,-2550,-2969,,,-3650,-3508,-3779,,,3,,,,,
,686,-30,-1882,,-1085,-1300,-2312,,-701,-764,,,-1295,-1257,-1462,,,,,,,,
,894,11,-347,,-159,-135,-449,,-19,-25,,,-88,-136,-263,,,-9,,,,,
,-1377,10,641,,797,769,753,,734,816,,,789,687,502,,,2,,,,,
,-395,-17,3798,,2945,3471,4632,,2551,3012,,,3606,3496,3964,,,2,,,,,
,276,16,2085,,1095,1449,2476,,640,792,,,1146,1152,1351,,,2,,,,,
,12,1,526,,204,376,554,,11,15,,,65,127,39,,,1,,,,,
,-69,1,-594,,-716,-774,-832,,-667,-808,,,-650,-697,-768,,,8,,,,,
,-200,-3,-4062,,-3111,-3851,-4904,,-2579,-3030,,,-3525,-3487,-3756,,,-11,,,,,
,624,-17,-2120,,-1165,-1587,-2468,,-712,-792,,,-1322,-1175,-1301,,,4,,,,,
,-403,-12,-797,,-403,-359,-612,,-182,-58,,,-194,-42,-23,,,1,,,,,
,272,,687,,632,783,721,,651,738,,,822,841,805,,,-14,,,,,
,1350,11,4735,,3339,3865,4994,,2645,2971,,,3560,3485,3833,,,,,,,,
,-1301,1,2389,,1394,1489,2491,,823,733,,,1328,1201,1497,,,-5,,,,,
,-216,-12,359,,212,146,386,,151,34,,,322,139,228,,,13,,,,,
,212,11,-1097,,-852,-871,-928,,-638,-779,,,-665,-742,-798,,,1,,,,,
,1441,-10,-4116,,-3047,-3635,-4844,,-2568,-3025,,,-3459,-3416,-3793,,,-2,,,,,
,-1730,16,-1865,,-1028,-1311,-2286,,-628,-817,,,-1136,-1156,-1275,,,5,,,,,
,771,-24,-205,,-45,-150,-383,,47,-48,,,-112,-89,30,,,-1,,,,,
,-318,23,885,,720,761,822,,581,778,,,659,781,780,,,-3,,,,,
,-225,-6,4172,,3100,3749,4809,,2559,3051,,,3580,3500,3775,,,8,,,,,
,328,-10,2000,,1093,1577,2465,,696,831,,,1344,1185,1386,,,-3,,,,,
,-124,,487,,243,311,539,,74,85,,,210,83,35,,,3,,,,,
,-288,,-542,,-603,-755,-652,,-645,-695,,,-937,-841,-840,,,1,,,,,
,95,11,-4025,,-3028,-3772,-4842,,-2493,-2959,,,-3695,-3542,-3875,,,-6,,,,,
,774,-11,-2100,,-1138,-1446,-2426,,-601,-761,,,-1162,-1223,-1583,,,8,,,,,
,-1237,-20,-226,,-87,36,-272,,-63,46,,,-206,-154,-267,,,-10,,,,,
,2178,20,1109,,928,1111,1101,,769,862,,,760,722,779,,,-3,,,,,
,-1245,26,4193,,3240,3787,4927,,2700,3084,,,3640,3496,3849,,,6,,,,,
,359,-45,1783,,1030,1199,2205,,678,804,,,1241,1191,1522,,,-5,,,,,
,-1120,18,436,,160,115,345,,81,17,,,263,109,-20,,,10,,,,,
,1006,1,-493,,-615,-588,-642,,-751,-782,,,-867,-779,-898,,,1,,,,,
,-909,1,-4069,,-3221,-3703,-4771,,-2776,-3073,,,-3665,-3449,-3723,,,-12,,,,,
,255,-15,-2078,,-1162,-1602,-2461,,-684,-833,,,-1207,-1190,-1382,,,1,,,,,
,69,13,-412,,-179,-347,-576,,25,-54,,,-113,-116,-116,,,-3,,,,,
,345,-1,674,,688,772,738,,682,739,,,802,800,746,,,7,,,,,
,-375,-29,3873,,2843,3621,4719,,2463,2981,,,3635,3530,3845,,,-4,,,,,
,571,10,1951,,914,1342,2434,,571,765,,,1233,1224,1501,,,3,,,,,
,-786,-11,454,,84,2,362,,3,-55,,,141,146,229,,,-1,,,,,
,-49,15,-666,,-680,-938,-910,,-646,-853,,,-796,-755,-670,,,5,,,,,
,248,-14,-3917,,-2984,-3668,-4832,,-2591,-3054,,,-3600,-3448,-3659,,,-7,,,,,
,163,1,-1796,,-1014,-1219,-2234,,-739,-759,,,-1300,-1177,-1395,,,-1,,,,,
,448,,-125,,36,76,-115,,36,91,,,-165,-197,-216,,,-7,,,,,
,-474,,653,,723,760,798,,713,767,,,939,782,751,,,10,,,,,
,98,,3762,,2950,3501,4663,,2623,3015,,,3639,3495,3775,,,7,,,,,
,489,10,1851,,937,1269,2249,,706,751,,,1335,1246,1398,,,-13,,,,,
,-759,-10,444,,47,167,331,,79,-54,,,292,167,141,,,4,,,,,
,37,11,-580,,-680,-757,-730,,-629,-795,,,-668,-772,-821,,,,,,,,
,1582,-11,-4080,,-2998,-3727,-4781,,-2559,-2985,,,-3585,-3506,-3809,,,,,,,,
,-1990,10,-1913,,-1004,-1401,-2304,,-656,-745,,,-1289,-1217,-1324,,,-1,,,,,
,740,-1,-178,,27,23,-244,,17,13,,,-77,-80,-215,,,6,,,,,
,123,-9,892,,813,1083,988,,590,827,,,664,767,739,,,9,,,,,
,-152,-1,4263,,3200,3954,5053,,2613,3109,,,3515,3426,3731,,,1,,,,,
,3786,,2158,,1178,1528,2551,,779,839,,,1258,1156,1385,,,-1,,,,,
,-3570,-22,410,,44,107,374,,30,43,,,90,88,164,,,-19,,,,,
,255,24,-552,,-603,-742,-837,,-589,-778,,,-762,-799,-906,,,-10,,,,,
,4065,-2,-3922,,-3051,-3621,-4825,,-2630,-3037,,,-3627,-3503,-3894,,,12,,,,,
,-3618,,-2001,,-1135,-1431,-2383,,-721,-791,,,-1269,-1204,-1395,,,-6,,,,,
,-2000,-3,-502,,-155,-226,-395,,-58,3,,,-197,-121,-159,,,,,,,,
,1323,3,517,,680,651,730,,698,727,,,849,797,873,,,10,,,,,
,-907,-30,4130,,3187,3774,4874,,2718,3040,,,3659,3474,3788,,,-2,,,,,
,263,11,2013,,1027,1508,2451,,565,752,,,1175,1201,1423,,,,,,,,
,668,-1,380,,65,186,458,,-90,-17,,,41,123,202,,,,,,,,
,-561,-13,-667,,-722,-869,-791,,-680,-819,,,-753,-717,-664,,,1,,,,,
,1013,14,-4006,,-3036,-3813,-4894,,-2522,-3033,,,-3456,-3453,-3821,,,-3,,,,,
,1375,-11,-1925,,-1022,-1380,-2323,,-615,-776,,,-1289,-1191,-1451,,,7,,,,,
,-88,11,-171,,-97,28,-294,,-24,-11,,,-94,-66,-68,,,-9,,,,,
,-2357,,627,,638,826,838,,666,764,,,872,800,834,,,-5,,,,,
,173,,4082,,3040,3669,4930,,2559,3023,,,3495,3457,3781,,,9,,,,,
,592,-1,1814,,937,1134,2276,,636,723,,,1275,1219,1541,,,-5,,,,,
,-764,-9,165,,67,-16,219,,28,-35,,,231,112,56,,,9,,,,,
,-282,8,-540,,-690,-691,-812,,-742,-816,,,-793,-769,-768,,,7,,,,,
,226,-10,-3839,,-3002,-3588,-4744,,-2603,-3032,,,-3627,-3440,-3700,,,-5,,,,,
,385,,-1786,,-918,-1401,-2321,,-563,-745,,,-1201,-1201,-1500,,,-3,,,,,
,478,1,-481,,-92,-335,-566,,25,5,,,-48,-83,-170,,,3,,,,,
,-362,-21,716,,607,747,756,,581,752,,,733,787,866,,,-7,,,,,
,491,,4187,,3112,3870,4963,,2537,3051,,,3442,3444,3747,,,11,,,,,
,-838,22,2059,,1109,1453,2441,,731,840,,,1238,1161,1341,,,-10,,,,,
,-58,-22,378,,184,140,475,,149,22,,,264,104,117,,,,,,,,
,796,20,-624,,-514,-761,-650,,-539,-692,,,-838,-841,-773,,,2,,,,,
,-972,-18,-3994,,-2981,-3687,-4837,,-2504,-2990,,,-3515,-3489,-3800,,,-6,,,,,
,637,-1,-1825,,-1079,-1262,-2275,,-733,-765,,,-1201,-1189,-1399,,,12,,,,,
,-130,21,-45,,27,29,-198,,-30,8,,,-97,-75,-123,,,-10,,,,,
,-319,-3,739,,795,809,855,,711,767,,,820,804,853,,,-3,,,,,
,348,-18,3835,,3045,3631,4735,,2624,3017,,,3495,3459,3851,,,,,,,,
,44,,1764,,912,1257,2208,,613,752,,,1247,1209,1467,,,3,,,,,
,716,-1,279,,-15,156,357,,-118,-36,,,60,81,160,,,5,,,,,
,-1259,-11,-535,,-655,-637,-577,,-715,-732,,,-899,-843,-935,,,-11,,,,,
,789,,-3987,,-2980,-3686,-4755,,-2576,-2976,,,-3633,-3522,-3843,,,-2,,,,,
,3008,2,-1913,,-1001,-1463,-2388,,-599,-750,,,-1197,-1175,-1394,,,6,,,,,
,-2896,11,-387,,-188,-209,-505,,-39,-50,,,20,-13,-66,,,10,,,,,
,-730,,500,,564,796,705,,586,715,,,876,813,779,,,-9,,,,,
,-72,-12,4189,,3182,3874,5014,,2638,3045,,,3546,3407,3721,,,13,,,,,
,-82,,2140,,1162,1442,2497,,731,825,,,1186,1175,1489,,,-2,,,,,
,-8,11,527,,231,165,491,,99,65,,,107,68,20,,,2,,,,,
,684,25,-710,,-680,-801,-828,,-653,-796,,,-707,-759,-785,,,-5,,,,,
,147,-24,-3843,,-2967,-3554,-4680,,-2518,-3007,,,-3490,-3468,-3909,,,-12,,,,,
,-1002,-1,-2158,,-1228,-1527,-2407,,-718,-827,,,-1169,-1164,-1380,,,2,,,,,
,693,1,-353,,-144,-274,-473,,-39,-83,,,-134,-137,-104,,,11,,,,,
,-683,-12,752,,739,660,651,,713,753,,,835,785,879,,,,,,,,
,388,9,3981,,3056,3672,4832,,2553,3039,,,3449,3473,3865,,,-8,,,,,
,-181,-31,2280,,1274,1652,2608,,817,820,,,1301,1183,1395,,,-7,,,,,
,84,23,595,,206,320,630,,138,41,,,298,156,106,,,9,,,,,
,-167,-1,-665,,-743,-890,-809,,-638,-781,,,-690,-701,-751,,,5,,,,,
,66,-22,-3920,,-2912,-3758,-4776,,-2515,-2976,,,-3551,-3479,-3796,,,1,,,,,
,865,3,-1859,,-1031,-1388,-2365,,-752,-801,,,-1389,-1188,-1305,,,,,,,,
,-107,20,-334,,-210,-137,-471,,-169,-89,,,-235,-121,-92,,,4,,,,,
,2744,-1,530,,633,750,721,,626,716,,,889,741,688,,,6,,,,,
,-3413,-18,3922,,2975,3587,4745,,2578,2988,,,3596,3486,3817,,,-4,,,,,
,33,-16,1838,,987,1216,2329,,553,781,,,1056,1143,1552,,,1,,,,,
,-508,13,82,,-68,19,337,,-95,5,,,95,101,163,,,-10,,,,,
,2684,-12,-665,,-729,-609,-557,,-775,-723,,,-919,-877,-930,,,-8,,,,,
,-304,3,-3779,,-2913,-3432,-4539,,-2616,-2998,,,-3687,-3484,-3769,,,,,,,,
,-1675,12,-1980,,-1080,-1495,-2428,,-584,-797,,,-1086,-1112,-1394,,,5,,,,,
,-690,-2,-615,,-201,-385,-579,,-6,-31,,,-36,-35,-82,,,2,,,,,
,133,-10,625,,662,775,762,,612,788,,,772,779,704,,,1,,,,,
,1466,13,4055,,3049,3817,4844,,2588,3026,,,3602,3476,3703,,,,,,,,
,-467,-2,2189,,1213,1551,2525,,803,817,,,1352,1162,1334,,,-8,,,,,
,2634,-13,520,,257,179,428,,117,39,,,99,57,101,,,-2,,,,,
,-3558,2,-772,,-634,-910,-886,,-632,-761,,,-930,-833,-809,,,3,,,,,
,5017,,-3963,,-2941,-3662,-4791,,-2467,-3046,,,-3482,-3430,-3758,,,,,,,,
,-3707,-1,-1698,,-1033,-1183,-2153,,-636,-769,,,-1084,-1144,-1425,,,3,,,,,
,-1319,-16,-298,,-290,-114,-301,,-176,-48,,,-87,-58,118,,,1,,,,,
,2374,25,786,,835,892,898,,667,830,,,616,790,907,,,-10,,,,,
,-955,-8,4004,,3126,3570,4709,,2662,2995,,,3552,3445,3743,,,15,,,,,
,-1083,-21,2107,,1081,1351,2376,,688,752,,,1326,1166,1350,,,3,,,,,
,-35,20,612,,201,354,628,,,23,,,89,124,97,,,-7,,,,,
,-223,-1,-498,,-564,-553,-542,,-659,-720,,,-834,-775,-818,,,-5,,,,,
,242,-19,-4043,,-3081,-3679,-4767,,-2651,-3021,,,-3567,-3489,-3710,,,5,,,,,
,313,21,-2081,,-1154,-1562,-2511,,-688,-790,,,-1197,-1208,-1236,,,7,,,,,
,-75,-21,-415,,-191,-238,-475,,-20,-69,,,-80,-95,-106,,,,,,,,
,696,1,626,,603,801,747,,662,682,,,909,837,783,,,-9,,,,,
,-1378,,4084,,2998,3700,4853,,2566,2970,,,3763,3576,3933,,,-2,,,,,
,632,,1968,,1013,1356,2542,,619,757,,,1234,1269,1564,,,6,,,,,
,292,-11,318,,134,39,508,,51,13,,,-101,29,160,,,2,,,,,
,-860,10,-854,,-830,-949,-918,,-775,-783,,,-858,-819,-874,,,8,,,,,
,197,-12,-4045,,-3074,-3641,-4827,,-2640,-2969,,,-3606,-3537,-3958,,,-3,,,,,
,636,2,-1732,,-952,-1288,-2240,,-727,-725,,,-1379,-1255,-1481,,,-5,,,,,
,367,,-211,,44,-54,-200,,-5,42,,,-220,-120,-121,,,-11,,,,,
,-391,11,666,,851,807,857,,798,798,,,830,745,707,,,-6,,,,,
,57,,4014,,3093,3699,4793,,2643,3019,,,3602,3425,3764,,,1,,,,,
,-833,,2071,,1015,1474,2427,,656,806,,,1273,1205,1371,,,18,,,,,
,362,,480,,96,223,483,,54,66,,,251,155,65,,,9,,,,,
,47,,-776,,-664,-900,-870,,-597,-773,,,-690,-740,-787,,,-6,,,,,
,-410,-11,-4129,,-3081,-3943,-5063,,-2525,-3074,,,-3558,-3473,-3739,,,-9,,,,,
,1155,,-1934,,-1039,-1426,-2447,,-635,-752,,,-1325,-1232,-1339,,,-8,,,,,
,-232,8,-292,,-86,48,-222,,-76,25,,,-171,-113,-159,,,7,,,,,
,-720,-7,768,,711,941,992,,562,757,,,738,787,851,,,,,,,,
,-711,8,3893,,3103,3670,4799,,2624,3021,,,3617,3460,3685,,,-4,,,,,
,219,-9,1651,,1038,1152,1998,,803,739,,,1388,1223,1413,,,4,,,,,
,2,,254,,114,165,435,,69,1,,,177,138,132,,,3,,,,,
,-213,-22,-199,,-644,-560,-475,,-672,-796,,,-732,-741,-752,,,-2,,,,,
,126,23,-3739,,-3115,-3704,-4782,,-2663,-3138,,,-3499,-3417,-3769,,,-1,,,,,
,-202,-21,-1973,,-1108,-1539,-2468,,-667,-846,,,-1216,-1130,-1262,,,6,,,,,
,242,21,-532,,-219,-426,-568,,-37,-66,,,-170,-83,46,,,-1,,,,,
,794,-20,412,,559,639,659,,595,719,,,795,761,729,,,-6,,,,,
,-1047,-1,3733,,2872,3752,4905,,2470,3019,,,3460,3420,3792,,,,,,,,
,62,-12,2218,,1159,1584,2653,,649,828,,,1163,1214,1525,,,5,,,,,
,618,23,471,,212,174,515,,47,84,,,113,111,198,,,-9,,,,,
,-763,-24,-888,,-712,-913,-817,,-659,-726,,,-771,-795,-777,,,-7,,,,,
,1583,3,-4081,,-3032,-3767,-4902,,-2535,-3060,,,-3454,-3443,-3826,,,10,,,,,
,-1428,,-1783,,-1050,-1252,-2262,,-652,-773,,,-1246,-1235,-1490,,,-10,,,,,
,370,,13,,54,147,-84,,20,103,,,-323,-175,-166,,,6,,,,,
,-634,,670,,753,810,839,,735,791,,,890,803,748,,,4,,,,,
,755,10,3974,,2916,3516,4720,,2563,2981,,,3595,3477,3835,,,3,,,,,
,-571,,1982,,1110,1378,2367,,729,809,,,1247,1193,1429,,,-2,,,,,
,557,-11,469,,158,262,440,,-3,38,,,104,117,151,,,-6,,,,,
,-212,12,-565,,-635,-676,-672,,-734,-750,,,-881,-804,-781,,,2,,,,,
,-511,,-4129,,-2967,-3693,-4745,,-2545,-2946,,,-3570,-3531,-3922,,,16,,,,,
,735,-12,-2108,,-1088,-1574,-2462,,-592,-776,,,-1121,-1188,-1383,,,-6,,,,,
,-324,11,-285,,-92,-145,-351,,9,-7,,,-204,-186,-231,,,-15,,,,,
,-319,-29,799,,762,985,943,,670,774,,,764,743,758,,,11,,,,,
,522,-1,4087,,3094,3819,4959,,2627,3066,,,3701,3494,3700,,,6,,,,,
,-494,5,2172,,1242,1511,2539,,818,861,,,1248,1158,1375,,,-3,,,,,
,366,14,491,,300,139,414,,123,36,,,92,70,179,,,2,,,,,
,-709,-19,-805,,-730,-899,-995,,-738,-824,,,-763,-771,-734,,,-5,,,,,
,2081,20,-3930,,-2965,-3558,-4791,,-2567,-2999,,,-3488,-3493,-3880,,,4,,,,,
,-1795,-19,-1804,,-1033,-1251,-2244,,-731,-770,,,-1377,-1182,-1259,,,-1,,,,,
,-378,19,-470,,-207,-277,-441,,-82,-42,,,-110,-85,-40,,,-11,,,,,
,979,-1,595,,631,584,695,,716,732,,,806,765,821,,,10,,,,,
,-535,-31,3732,,2896,3526,4692,,2533,2988,,,3580,3476,3831,,,4,,,,,
,610,12,1990,,995,1443,2476,,544,756,,,1145,1142,1393,,,-12,,,,,
,224,-2,609,,197,323,666,,-11,44,,,87,135,110,,,,,,,,
,-644,13,-777,,-727,-850,-837,,-695,-818,,,-791,-732,-792,,,7,,,,,
,-362,-22,-3963,,-2917,-3732,-4755,,-2519,-2970,,,-3642,-3574,-3869,,,-3,,,,,
,614,11,-1956,,-1013,-1418,-2343,,-696,-792,,,-1311,-1207,-1265,,,6,,,,,
,422,-11,-245,,-253,-86,-428,,-140,-50,,,-189,-55,-109,,,5,,,,,
,-420,,896,,628,898,873,,590,758,,,760,838,785,,,7,,,,,
,712,11,3955,,3030,3642,4814,,2592,3029,,,3656,3507,3852,,,-9,,,,,
,-444,-11,1813,,1072,1225,2353,,768,791,,,1312,1268,1588,,,2,,,,,
,-609,,369,,216,165,403,,83,35,,,140,77,29,,,,,,,,
