Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-1083,-10,-4223,,-2955,-3785,-4899,,-2405,-3018,,,-3715,-3540,-3806,,,-13,,,,,
,-16,,-2247,,-1396,-1644,-2426,,-888,-782,,,-1159,-1206,-1538,,,-2,,,,,
,730,10,37,,-15,46,-43,,-653,54,,,-426,-81,26,,,12,,,,,
,2191,-10,911,,1231,878,779,,1658,888,,,689,716,759,,,-10,,,,,
,-2170,12,3572,,3095,3688,4633,,3516,3029,,,3947,3588,3896,,,12,,,,,
,-800,-8,2415,,382,1517,2762,,-876,626,,,1426,1413,1695,,,-9,,,,,
,886,7,445,,-125,187,441,,-144,-48,,,96,208,162,,,-5,,,,,
,384,-32,-892,,-77,-682,-968,,547,-651,,,-789,-905,-1140,,,8,,,,,
,-809,40,-3385,,-2316,-3548,-4499,,-3596,-3005,,,-4071,-3695,-3967,,,-1,,,,,
,-276,-20,-2673,,-1412,-1793,-2743,,-259,-819,,,-1313,-1244,-1411,,,-7,,,,,
,1745,-21,-486,,-757,-262,-521,,-632,-67,,,-152,-51,-45,,,1,,,,,
,-1401,5,912,,127,760,743,,294,705,,,742,802,872,,,15,,,,,
,3234,-4,4180,,3965,4049,4934,,3519,3116,,,3980,3505,3506,,,-2,,,,,
,-3307,1,2563,,1650,1786,2896,,771,863,,,1063,1182,1683,,,-10,,,,,
,-628,20,286,,270,87,185,,548,34,,,524,50,106,,,-2,,,,,
,185,-1,-1274,,-1291,-935,-912,,-638,-787,,,-1155,-838,-824,,,10,,,,,
,1025,-32,-3935,,-3671,-3892,-4903,,-3986,-3112,,,-3801,-3454,-3690,,,5,,,,,
,-352,13,-1855,,-1415,-1538,-2195,,-1339,-774,,,-1229,-1168,-1265,,,-11,,,,,
,-698,,-145,,202,-49,-438,,848,116,,,-189,-194,-345,,,3,,,,,
,207,-14,481,,955,757,764,,900,775,,,1044,824,592,,,-5,,,,,
,-278,14,4128,,2910,3867,4742,,2236,2966,,,3425,3639,4012,,,-12,,,,,
,23,,1865,,849,1453,2335,,554,687,,,1331,1373,1504,,,5,,,,,
,-192,-11,195,,56,2,379,,117,-48,,,175,118,194,,,13,,,,,
,858,,-614,,-542,-934,-965,,-486,-799,,,-831,-838,-648,,,-5,,,,,
,-616,-1,-3748,,-2955,-3875,-5056,,-2581,-3079,,,-3673,-3623,-4009,,,-1,,,,,
,905,12,-1898,,-1022,-1458,-2677,,-565,-748,,,-1314,-1301,-1787,,,8,,,,,
,-435,-1,-1104,,-301,-218,-151,,-98,-54,,,-313,-97,-107,,,,,,,,
,-498,1,669,,714,796,887,,665,782,,,771,815,928,,,-3,,,,,
,208,1,4608,,3232,3873,4936,,2660,3071,,,3843,3608,3991,,,3,,,,,
,708,-29,2157,,1084,1457,2429,,683,774,,,1388,1280,1575,,,3,,,,,
,776,10,700,,263,359,543,,77,7,,,214,75,85,,,-2,,,,,
,-1646,-7,-418,,-519,-499,-646,,-640,-740,,,-676,-780,-883,,,5,,,,,
,1285,14,-3411,,-2756,-3498,-4598,,-2439,-2962,,,-3740,-3661,-4014,,,3,,,,,
,-834,,-1878,,-1045,-1598,-2299,,-638,-761,,,-1491,-1320,-1410,,,-16,,,,,
,407,-21,197,,-38,-285,-670,,-15,-16,,,-229,-116,-203,,,1,,,,,
,-170,2,986,,814,920,721,,605,759,,,820,871,768,,,6,,,,,
,-405,19,5354,,3597,4628,5805,,2683,3170,,,3700,3590,3855,,,2,,,,,
,-165,-20,3298,,1323,1788,2717,,829,815,,,1576,1277,1482,,,-2,,,,,
,3672,-12,865,,252,312,627,,-111,69,,,-105,-29,157,,,-3,,,,,
,-2166,12,-187,,-440,-457,-279,,-744,-653,,,-1261,-941,-690,,,-1,,,,,
,-2116,-9,-3179,,-2731,-3441,-4704,,-2540,-2956,,,-3825,-3629,-3977,,,-4,,,,,
,-216,-5,-1434,,-1069,-1321,-2159,,-684,-724,,,-1452,-1353,-1598,,,-4,,,,,
,399,3,-358,,-235,-151,-456,,110,-10,,,18,-114,-169,,,2,,,,,
,-201,,672,,745,757,996,,710,793,,,1129,849,784,,,6,,,,,
,777,11,4035,,3230,3862,4753,,2662,3072,,,3644,3577,3886,,,-4,,,,,
,-1130,,2625,,1522,1851,2536,,928,845,,,1082,1165,1405,,,5,,,,,
,471,,601,,-20,273,498,,-79,-41,,,302,126,2,,,4,,,,,
,-83,-11,-781,,-1017,-944,-584,,-1006,-878,,,-788,-734,-737,,,-9,,,,,
,87,-1,-3959,,-3182,-3933,-5236,,-2621,-3056,,,-3811,-3621,-3812,,,11,,,,,
,433,1,-1925,,-964,-1678,-2156,,-563,-773,,,-1310,-1283,-1461,,,5,,,,,
,-722,-1,-728,,-474,-451,-439,,138,-54,,,86,-78,-256,,,-4,,,,,
,-322,12,845,,955,1144,686,,340,800,,,196,803,813,,,-9,,,,,
,386,-10,4228,,3462,4171,5135,,2576,3049,,,3941,3637,3908,,,-1,,,,,
,472,-1,2000,,1006,1393,2321,,797,765,,,1278,1323,1671,,,-6,,,,,
,-37,-20,287,,-48,-59,109,,133,-28,,,106,133,277,,,8,,,,,
,-307,-2,-830,,-828,-794,-1131,,-879,-812,,,-802,-811,-938,,,17,,,,,
,543,4,-4719,,-3412,-3951,-5167,,-2840,-3133,,,-3839,-3604,-3940,,,-12,,,,,
,-455,,-2345,,-1421,-1675,-2062,,-601,-794,,,-1105,-1236,-1561,,,-1,,,,,
,-167,19,-688,,-236,-456,-452,,-98,-24,,,-76,-155,-200,,,-7,,,,,
,1656,-21,256,,663,620,524,,1014,835,,,807,663,631,,,8,,,,,
,-2157,3,4456,,3286,4142,4940,,2494,3106,,,3328,3597,4084,,,-18,,,,,
,5557,-15,2330,,1372,1930,2811,,407,833,,,1448,1353,1603,,,16,,,,,
,-3744,14,-262,,8,-25,-16,,320,-44,,,451,146,163,,,7,,,,,
,-1066,,-1009,,-685,-1134,-1395,,-328,-824,,,-764,-788,-878,,,-3,,,,,
,-69,-2,-3816,,-2917,-3830,-4804,,-2829,-3000,,,-3584,-3556,-3849,,,-11,,,,,
,-91,1,-2747,,-1470,-1526,-2059,,-980,-761,,,-1589,-1317,-1390,,,11,,,,,
,538,-12,-637,,-325,-199,-882,,43,-84,,,-95,-76,-213,,,10,,,,,
,-96,1,867,,850,888,968,,754,832,,,738,699,632,,,-22,,,,,
,519,-1,3587,,2934,3691,4745,,2438,3072,,,3682,3587,3914,,,-1,,,,,
,-891,11,1476,,954,1165,1951,,769,769,,,1659,1339,1434,,,,,,,,
,2616,-10,358,,472,355,311,,249,49,,,,39,-5,,,-5,,,,,
,-2726,-1,-1171,,-850,-760,-450,,-813,-821,,,-1145,-806,-695,,,2,,,,,
,-7,1,-3864,,-3216,-3947,-4660,,-2483,-3068,,,-3566,-3594,-3819,,,8,,,,,
,598,-1,-2159,,-1204,-1848,-2826,,-520,-836,,,-1181,-1183,-1519,,,-3,,,,,
,-338,12,-568,,179,-438,-903,,-195,-76,,,-328,-64,-118,,,-4,,,,,
,214,-11,268,,-31,527,664,,124,634,,,978,866,889,,,8,,,,,
,261,,3878,,2864,3981,4955,,2819,3015,,,4082,3643,3897,,,-6,,,,,
,-395,-1,2009,,1422,1670,2481,,769,857,,,1101,1228,1541,,,18,,,,,
,-310,-22,176,,103,224,355,,122,66,,,-28,50,44,,,-5,,,,,
,-139,3,-958,,-451,-996,-1041,,-597,-832,,,-537,-815,-844,,,-13,,,,,
,30,20,-3994,,-3507,-3954,-4672,,-2924,-3032,,,-4111,-3679,-3825,,,1,,,,,
,65,-18,-1526,,-900,-1275,-2205,,-621,-703,,,-1635,-1366,-1644,,,14,,,,,
,-112,-13,-686,,-147,-228,-481,,-224,-62,,,-100,-53,-40,,,5,,,,,
,862,11,166,,587,519,569,,703,719,,,900,832,908,,,-15,,,,,
,-37,-12,4027,,3174,3795,4774,,2872,3097,,,3928,3586,3667,,,,,,,,
,-722,18,1932,,994,1453,2132,,645,755,,,1293,1267,1557,,,4,,,,,
,-184,-20,225,,192,340,114,,122,13,,,104,98,119,,,6,,,,,
,-27,3,-844,,-785,-765,-312,,-647,-793,,,-613,-855,-943,,,-9,,,,,
,72,10,-4107,,-3726,-4171,-4924,,-3024,-3120,,,-3824,-3551,-3730,,,-4,,,,,
,29,1,-2650,,-785,-1750,-2571,,-719,-802,,,-1400,-1233,-1377,,,-2,,,,,
,94,,-532,,54,-170,-527,,17,-13,,,-203,-120,-222,,,11,,,,,
,-466,-11,1061,,525,839,763,,710,721,,,923,808,617,,,-1,,,,,
,853,9,3988,,2922,3753,4747,,2618,2991,,,3882,3695,3952,,,-3,,,,,
,-295,2,1851,,1016,1358,2247,,698,733,,,1558,1325,1700,,,2,,,,,
,18,-12,490,,347,268,339,,266,81,,,7,29,-32,,,2,,,,,
,819,12,-751,,-703,-914,-928,,-708,-808,,,-841,-791,-786,,,8,,,,,
,-422,-10,-4081,,-3167,-3783,-4754,,-2714,-3081,,,-3754,-3577,-3815,,,4,,,,,
,-209,-22,-1990,,-1205,-1467,-2303,,-835,-757,,,-1561,-1328,-1369,,,-8,,,,,
,-282,21,-519,,-122,-293,-381,,-40,3,,,-149,-160,-246,,,-4,,,,,
,1639,4,503,,847,703,661,,738,771,,,945,755,566,,,-6,,,,,
,1394,-5,4144,,3169,3812,4789,,2631,3021,,,3714,3574,3917,,,-4,,,,,
,706,5,2150,,1260,1690,2553,,442,808,,,1092,1226,1641,,,12,,,,,
,-3689,-23,195,,-93,237,358,,-203,22,,,80,168,340,,,-1,,,,,
,836,19,-570,,-359,-684,-668,,-228,-748,,,-595,-785,-848,,,1,,,,,
,-854,-15,-4394,,-2917,-3947,-4804,,-2047,-3054,,,-3535,-3603,-3899,,,,,,,,
,237,-6,-2129,,-1351,-1580,-2533,,-1485,-773,,,-1673,-1282,-1344,,,-11,,,,,
,660,-12,-287,,-204,-59,-175,,-35,28,,,-27,-78,-235,,,4,,,,,
,-545,,605,,353,755,1101,,541,729,,,821,841,814,,,6,,,,,
,339,2,4138,,3291,3732,4598,,2681,3010,,,3883,3583,3777,,,3,,,,,
,1417,1,1830,,1349,1523,2235,,851,784,,,1385,1238,1474,,,-4,,,,,
,-1075,-1,525,,286,224,496,,-33,57,,,158,119,125,,,-1,,,,,
,-709,-1,-225,,-789,-686,-846,,-757,-747,,,-944,-786,-888,,,,,,,,
,-141,12,-4132,,-3447,-3997,-5009,,-2556,-3106,,,-3688,-3509,-3754,,,7,,,,,
,-241,-11,-2274,,-1160,-1601,-2554,,-704,-808,,,-1458,-1257,-1311,,,-14,,,,,
,-203,12,-707,,-98,-274,-556,,-26,-34,,,60,-156,-321,,,-1,,,,,
,-49,-12,346,,578,590,622,,643,712,,,994,786,712,,,14,,,,,
,11,11,4295,,3187,3998,4615,,2600,3046,,,3426,3576,4001,,,-4,,,,,
,276,-10,2152,,1227,1683,3045,,836,796,,,1102,1218,1610,,,-13,,,,,
,561,,249,,-74,86,510,,-120,-14,,,205,163,378,,,11,,,,,
,879,-21,-576,,-619,-872,-927,,-689,-781,,,-568,-746,-851,,,3,,,,,
,-1598,-2,-4125,,-3026,-3791,-4964,,-2693,-3015,,,-3944,-3671,-4045,,,-13,,,,,
,-127,23,-1937,,-1083,-1420,-2512,,-761,-757,,,-1550,-1347,-1712,,,-4,,,,,
,126,,-258,,-245,-184,-524,,-87,-42,,,-106,-128,-230,,,10,,,,,
,1193,1,279,,536,625,692,,641,759,,,958,900,924,,,4,,,,,
,-481,-1,3846,,3134,3741,4893,,2854,3040,,,3917,3663,3954,,,3,,,,,
,-695,-34,2049,,1192,1499,2335,,833,758,,,1478,1253,1413,,,3,,,,,
,2601,2,611,,287,389,344,,76,41,,,53,48,22,,,-10,,,,,
,-1726,11,-753,,-313,-609,-675,,-650,-738,,,-1009,-885,-755,,,-1,,,,,
,97,1,-4226,,-2939,-3924,-4763,,-2481,-3020,,,-3628,-3673,-3952,,,-4,,,,,
,-891,-11,-2346,,-1345,-1690,-2624,,-721,-788,,,-1212,-1223,-1569,,,-2,,,,,
,113,11,-339,,-243,-141,-260,,-125,3,,,-323,-157,-281,,,-3,,,,,
,1044,-11,795,,416,795,399,,479,747,,,770,835,907,,,14,,,,,
,-456,1,4391,,3090,3940,5389,,2511,3028,,,3802,3625,3968,,,3,,,,,
,-776,-1,2020,,1005,1290,2327,,659,664,,,1397,1362,1682,,,-7,,,,,
,1317,-1,152,,-134,-7,-130,,116,-12,,,411,185,118,,,7,,,,,
,-433,1,-914,,-505,-606,-417,,-654,-714,,,-1071,-916,-844,,,-13,,,,,
,131,8,-3748,,-2801,-3645,-4476,,-2725,-3003,,,-4087,-3684,-3896,,,1,,,,,
,-207,2,-1578,,-870,-1503,-2827,,-626,-754,,,-1355,-1277,-1489,,,8,,,,,
,453,-10,-862,,-744,-435,-156,,-156,-108,,,25,-22,41,,,1,,,,,
,-209,,200,,482,568,346,,672,725,,,965,802,804,,,-10,,,,,
,342,,3914,,3638,4042,4582,,2724,3077,,,3640,3536,3676,,,12,,,,,
,-1211,-23,2065,,1276,1808,3032,,872,810,,,1564,1281,1348,,,6,,,,,
,555,,1146,,-79,408,717,,-9,50,,,-44,97,300,,,,,,,,
,-112,3,-736,,-877,-925,-836,,-804,-768,,,-1020,-828,-519,,,-3,,,,,
,293,,-4233,,-2881,-3855,-4757,,-2509,-2997,,,-3793,-3689,-4123,,,-2,,,,,
,-9,,-1620,,-875,-1693,-2673,,-525,-815,,,-1271,-1264,-1730,,,-2,,,,,
,1140,,-114,,-603,-202,-850,,-305,-116,,,-120,-33,-141,,,,,,,,
,-1552,-5,422,,413,857,758,,537,756,,,762,773,811,,,-3,,,,,
,258,-7,3660,,3463,3801,5125,,2650,3076,,,3884,3597,3792,,,2,,,,,
,-225,-2,1764,,984,1383,2861,,677,786,,,1291,1256,1438,,,3,,,,,
,304,13,625,,210,203,12,,180,12,,,279,127,185,,,-6,,,,,
,-392,-1,1223,,183,143,127,,-625,-634,,,-1065,-860,-721,,,4,,,,,
,908,-9,-4268,,-3087,-3754,-4686,,-2612,-2971,,,-3885,-3662,-4073,,,-10,,,,,
,-303,11,-2606,,-1260,-1903,-2717,,-614,-822,,,-1314,-1286,-1387,,,-6,,,,,
,-147,-12,-284,,107,-306,-890,,169,-105,,,100,-63,-87,,,6,,,,,
,8707,,787,,975,981,877,,752,773,,,852,831,718,,,-3,,,,,
,-3484,16,4313,,2702,4347,4925,,2661,3061,,,3832,3626,3794,,,5,,,,,
,-3249,-15,2284,,1250,1527,2255,,581,723,,,1419,1308,1509,,,12,,,,,
,-2240,13,1640,,700,115,949,,172,72,,,6,100,245,,,-9,,,,,
,2,-2,-6,,-631,-896,-644,,-673,-762,,,-792,-786,-838,,,-10,,,,,
,68,,-3693,,-3266,-4257,-5439,,-2760,-3099,,,-3753,-3591,-3766,,,17,,,,,
,531,-11,-1443,,-1170,-1307,-2714,,-595,-717,,,-1340,-1331,-1525,,,-7,,,,,
,-243,-1,-870,,62,165,-271,,75,97,,,-368,-194,-213,,,1,,,,,
,-188,-1,-100,,339,583,970,,515,769,,,638,827,991,,,-4,,,,,
,-38,3,3579,,2568,3695,4650,,2409,3016,,,3700,3624,4038,,,-5,,,,,
,285,-1,2543,,1766,1708,2803,,859,881,,,1445,1243,1206,,,2,,,,,
,-650,1,880,,541,351,784,,235,114,,,181,54,104,,,11,,,,,
,762,,-1075,,-777,-851,-1018,,-774,-809,,,-861,-747,-570,,,5,,,,,
,3575,-32,-4406,,-3120,-3941,-4927,,-2674,-3094,,,-3762,-3603,-3982,,,,,,,,
,-3557,11,-1976,,-1299,-1782,-2750,,-666,-832,,,-1246,-1245,-1684,,,1,,,,,
,-668,-12,-462,,-426,-407,-738,,-22,-126,,,59,-63,-343,,,-2,,,,,
,-101,12,624,,648,1020,715,,702,748,,,743,820,736,,,3,,,,,
,-37,-2,4102,,3150,4022,4528,,2636,3025,,,3735,3640,3985,,,-13,,,,,
,1742,-8,1623,,1055,1358,2730,,603,759,,,1367,1283,1605,,,3,,,,,
,-1725,,258,,220,72,518,,-1,28,,,103,71,185,,,13,,,,,
,-561,-1,-1000,,-970,-859,-1283,,-634,-819,,,-894,-796,-773,,,-8,,,,,
,1051,,-4292,,-3317,-3848,-4741,,-2718,-3041,,,-3834,-3583,-3864,,,4,,,,,
,535,9,-1941,,-933,-1543,-2321,,-733,-770,,,-1503,-1295,-1531,,,-7,,,,,
,1768,-9,-760,,-419,-441,-648,,-224,-56,,,-122,-92,-73,,,-5,,,,,
,-2714,11,373,,587,596,498,,706,721,,,922,830,788,,,2,,,,,
,1812,-10,3777,,3286,3801,4611,,2837,3020,,,3847,3612,3872,,,-12,,,,,
,-1643,15,1940,,914,1480,2384,,406,708,,,1268,1307,1646,,,8,,,,,
,881,-36,554,,532,422,322,,-73,67,,,243,108,229,,,9,,,,,
,-322,20,-746,,-669,-644,38,,-519,-720,,,-725,-782,-774,,,-5,,,,,
,-495,-22,-3810,,-3722,-3999,-5219,,-2396,-3040,,,-3847,-3553,-3873,,,-4,,,,,
,-387,23,-2040,,-1571,-1668,-2311,,-1014,-840,,,-1422,-1204,-1351,,,6,,,,,
,-651,-21,-623,,493,113,-286,,195,74,,,-141,-214,-496,,,7,,,,,
,1036,22,822,,1412,1062,831,,940,844,,,869,688,549,,,-1,,,,,
,2212,-20,3969,,2682,3530,4910,,2247,2998,,,3774,3658,4117,,,6,,,,,
,-2047,17,1696,,809,1285,1999,,486,725,,,1379,1289,1666,,,-1,,,,,
,75,-20,681,,346,237,437,,121,9,,,228,96,42,,,-4,,,,,
,-494,1,-858,,-1135,-896,-912,,-1001,-855,,,-870,-777,-787,,,-15,,,,,
,378,,-4297,,-3178,-3730,-4870,,-2730,-3042,,,-3757,-3522,-3797,,,12,,,,,
,413,-10,-2463,,-975,-1720,-2517,,-547,-813,,,-1429,-1282,-1385,,,-3,,,,,
,-621,,-274,,-140,-343,-655,,153,-65,,,-85,-137,-151,,,-2,,,,,
,286,10,1222,,578,848,1116,,816,800,,,734,770,860,,,7,,,,,
,-303,1,4077,,3170,4130,4837,,2740,3105,,,3744,3553,3852,,,-17,,,,,
,725,-11,1968,,1081,1645,2330,,541,817,,,1363,1184,1391,,,,,,,,
,-220,10,293,,412,180,493,,42,46,,,69,71,30,,,3,,,,,
,152,-1,-1085,,-810,-1071,-1298,,-659,-850,,,-762,-783,-778,,,-1,,,,,
,-500,-12,-4168,,-3320,-3884,-4505,,-2494,-3073,,,-3842,-3640,-3927,,,-5,,,,,
,117,3,-2078,,-1274,-1348,-2433,,-648,-771,,,-1368,-1328,-1681,,,4,,,,,
,624,,-467,,220,-208,-410,,78,-21,,,208,-86,-393,,,4,,,,,
,-683,10,762,,684,793,796,,630,800,,,619,862,983,,,10,,,,,
,228,-31,4093,,3185,3723,4569,,2475,3021,,,3622,3610,4056,,,-3,,,,,
,-262,21,1884,,1123,1594,2991,,629,777,,,1366,1240,1439,,,1,,,,,
,-474,-1,-597,,-292,365,436,,-100,2,,,9,69,143,,,-7,,,,,
,644,,-1145,,-783,-912,-954,,-539,-793,,,-734,-795,-864,,,6,,,,,
,-25,,-3103,,-3196,-4227,-5207,,-2607,-3107,,,-3583,-3607,-3903,,,1,,,,,
,59,-19,-1737,,-1165,-1873,-2805,,-787,-822,,,-1393,-1288,-1517,,,-6,,,,,
,37,,-607,,-494,-119,-419,,-50,-6,,,-424,-155,-128,,,3,,,,,
,-714,18,744,,1100,938,926,,397,741,,,355,750,926,,,5,,,,,
,663,-29,4828,,3284,3953,4768,,2518,3006,,,3808,3605,3999,,,-3,,,,,
,-327,12,2627,,1281,1706,2234,,894,843,,,1670,1296,1331,,,1,,,,,
,-487,-1,-198,,50,10,102,,85,41,,,274,139,61,,,-3,,,,,
,205,-11,-632,,-873,-712,-246,,-703,-746,,,-1041,-852,-834,,,-7,,,,,
,500,,-4084,,-3113,-3788,-4668,,-2685,-3085,,,-3781,-3630,-3819,,,14,,,,,
,-208,,-2140,,-957,-1459,-2315,,-435,-754,,,-1062,-1307,-1843,,,-4,,,,,
,322,11,-678,,-50,-231,-552,,-18,25,,,-427,-176,-166,,,-5,,,,,
,-546,,-869,,337,548,915,,370,720,,,685,809,854,,,3,,,,,
,311,-11,3227,,2941,3777,4729,,2523,3007,,,3700,3644,3916,,,5,,,,,
,-475,-1,1865,,1238,1539,2091,,632,758,,,1270,1263,1550,,,,,,,,
,1059,,112,,270,351,546,,-37,27,,,64,91,115,,,-2,,,,,
,154,12,-997,,-1064,-773,-768,,-616,-748,,,-782,-744,-655,,,-6,,,,,
,-402,-17,-3625,,-2792,-4013,-5086,,-2464,-3055,,,-3536,-3532,-3772,,,-7,,,,,
,-1196,17,-1312,,-907,-1472,-2616,,-613,-777,,,-1289,-1243,-1454,,,1,,,,,
,1255,-11,-186,,-177,-22,-182,,-12,-17,,,26,-121,-339,,,-2,,,,,
,-1419,8,373,,416,865,1127,,508,800,,,859,803,760,,,13,,,,,
,2289,-8,3596,,3019,3720,4503,,2657,3012,,,3839,3615,3969,,,3,,,,,
,-647,6,1958,,1099,1415,2356,,796,772,,,1410,1278,1503,,,13,,,,,
,-1062,-28,221,,249,48,358,,19,-14,,,-120,38,239,,,-8,,,,,
,590,25,-926,,-376,-654,-927,,-616,-781,,,-779,-870,-1025,,,-4,,,,,
,1421,-14,-3541,,-2966,-3692,-4479,,-2586,-2982,,,-3885,-3668,-4118,,,-5,,,,,
,-563,-7,-1421,,-1082,-1490,-2428,,-680,-758,,,-1312,-1265,-1567,,,14,,,,,
,-1340,8,-863,,-483,-250,-330,,-306,-25,,,-379,-136,37,,,-7,,,,,
,136,-14,155,,246,566,569,,546,754,,,745,814,1007,,,-9,,,,,
,1589,3,4280,,3383,3899,4891,,2590,3042,,,3705,3562,3964,,,2,,,,,
,-878,21,1836,,1224,1565,2758,,706,765,,,1447,1302,1503,,,3,,,,,
,1168,-12,334,,168,354,292,,126,20,,,106,186,359,,,-4,,,,,
,-1475,-1,-205,,-641,-780,-1105,,-572,-780,,,-852,-792,-728,,,-8,,,,,
,574,,-3951,,-3172,-3963,-4808,,-2661,-3039,,,-3597,-3598,-4022,,,4,,,,,
,-1106,-16,-2133,,-1245,-1588,-2211,,-770,-751,,,-1444,-1331,-1593,,,6,,,,,
,333,,-469,,-304,-93,-139,,55,59,,,-187,-127,-296,,,1,,,,,
,909,-1,504,,786,823,787,,679,781,,,952,855,803,,,-1,,,,,
,-1147,1,4053,,3373,3747,4331,,2671,3023,,,3913,3599,3935,,,5,,,,,
,411,,2174,,1137,1577,2295,,717,743,,,1325,1298,1395,,,-3,,,,,
,-872,-10,13,,40,161,722,,48,-24,,,125,106,-20,,,-3,,,,,
,592,25,-952,,-837,-783,-899,,-637,-803,,,-728,-755,-800,,,-12,,,,,
,706,2,-3792,,-2882,-3893,-4991,,-2711,-3058,,,-3676,-3560,-3820,,,-4,,,,,
,-511,-18,-1533,,-932,-1525,-2322,,-634,-714,,,-1411,-1300,-1362,,,3,,,,,
,-381,,-471,,-26,-141,-318,,193,8,,,-43,-125,-137,,,9,,,,,
,2,-10,-70,,440,695,625,,591,682,,,735,810,845,,,-1,,,,,
,90,-16,3633,,2848,3831,4731,,2402,3018,,,3661,3616,3939,,,-7,,,,,
,68,26,2139,,1368,1659,2732,,663,823,,,1457,1292,1499,,,-1,,,,,
,-337,1,723,,-15,-49,569,,-63,-10,,,92,97,308,,,3,,,,,
,182,,-430,,-959,-946,-1177,,-578,-814,,,-820,-791,-665,,,6,,,,,
,93,-35,-3936,,-2786,-3753,-4931,,-2515,-3007,,,-3970,-3732,-4109,,,-3,,,,,
,542,35,-2299,,-1318,-1613,-2448,,-1028,-828,,,-1507,-1275,-1474,,,5,,,,,
,473,-1,-357,,-248,-267,-483,,-97,-72,,,-17,-87,-189,,,-8,,,,,
,3512,-9,665,,628,725,447,,710,757,,,829,789,737,,,8,,,,,
,-3544,10,3737,,2846,3750,4472,,2468,2995,,,3529,3561,3944,,,1,,,,,
,-677,-11,1612,,866,1474,2736,,557,776,,,1305,1205,1393,,,3,,,,,
,201,,275,,110,290,671,,-119,74,,,-14,99,257,,,3,,,,,
,-880,-35,-525,,-619,-562,-306,,-547,-689,,,-875,-835,-941,,,3,,,,,
,307,31,-3784,,-2594,-3778,-4994,,-2331,-2965,,,-3570,-3595,-4038,,,-6,,,,,
,1356,-12,-1592,,-950,-1485,-2461,,-479,-748,,,-1276,-1303,-1455,,,-9,,,,,
,-1547,,-163,,82,-50,-595,,98,36,,,-282,-130,-73,,,7,,,,,
,809,-1,723,,643,926,1016,,424,758,,,816,841,749,,,7,,,,,
,1203,-17,3892,,3019,3875,4958,,2555,3054,,,3940,3651,3826,,,-3,,,,,
,-1947,-2,1809,,1008,1330,2334,,704,780,,,1366,1276,1616,,,-12,,,,,
,30,-13,441,,-14,64,237,,,-15,,,95,90,282,,,6,,,,,
,344,12,-740,,-608,-715,-1283,,-548,-770,,,-796,-874,-1172,,,-9,,,,,
,2122,-11,-4128,,-2999,-3724,-4517,,-2616,-3088,,,-3758,-3583,-4011,,,6,,,,,
,-2211,14,-1776,,-1085,-1583,-2243,,-733,-878,,,-1274,-1155,-1393,,,2,,,,,
,-229,-17,256,,67,-252,-529,,114,-41,,,10,-43,-74,,,6,,,,,
,583,16,1021,,683,747,860,,849,776,,,1045,830,873,,,10,,,,,
,-361,-14,4442,,3317,4179,5087,,2654,3118,,,3624,3535,3929,,,-2,,,,,
,506,15,2197,,1317,2016,2965,,784,895,,,1068,1146,1439,,,-8,,,,,
,-384,-13,386,,88,281,1027,,-39,100,,,65,29,57,,,3,,,,,
,-422,13,-32,,-420,-830,-937,,-853,-765,,,-893,-807,-718,,,-3,,,,,
,165,-11,-3499,,-3036,-3989,-5184,,-2688,-3077,,,-3841,-3598,-3900,,,-3,,,,,
,1479,5,-1332,,-918,-1375,-2373,,-639,-728,,,-1547,-1412,-1726,,,3,,,,,
,-819,-4,279,,23,65,-327,,37,28,,,-146,-136,-210,,,-1,,,,,
,-1202,-20,1528,,913,1048,1010,,705,792,,,964,859,859,,,-8,,,,,
,439,19,4771,,3237,4016,5009,,2786,3056,,,3849,3577,3971,,,-9,,,,,
,241,-23,2459,,1292,1639,1976,,721,824,,,1161,1235,1415,,,7,,,,,
,-276,,373,,-82,240,276,,-166,-13,,,73,147,209,,,-5,,,,,
,149,4,318,,-489,-322,825,,-775,-710,,,-862,-767,-703,,,-1,,,,,
,-133,19,-2739,,-2614,-3630,-4520,,-2573,-2980,,,-3801,-3618,-3891,,,14,,,,,
,342,-3,-1652,,-1136,-1596,-2495,,-676,-802,,,-1400,-1307,-1460,,,2,,,,,
,105,-7,-520,,-142,-294,-755,,93,-63,,,-169,-120,-140,,,5,,,,,
,-292,7,689,,711,919,753,,700,777,,,974,812,580,,,-2,,,,,
,123,-16,4229,,2971,3971,4550,,2432,3057,,,3528,3527,3750,,,3,,,,,
,-92,-11,1962,,1012,1617,2775,,584,800,,,1167,1216,1457,,,3,,,,,
,433,13,389,,560,378,838,,111,77,,,302,112,232,,,,,,,,
,42,-19,-276,,-828,-938,-918,,-584,-787,,,-812,-789,-762,,,-11,,,,,
,7494,1,-5033,,-3409,-4186,-4740,,-2890,-3130,,,-3904,-3568,-3933,,,-5,,,,,
,-3051,3,-2399,,-1368,-1594,-2218,,-780,-828,,,-1287,-1239,-1592,,,3,,,,,
,-3241,,-248,,-54,-112,-644,,144,-4,,,-74,-92,-10,,,-8,,,,,
