Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,-137,2,-425,-1313,-2152,-5271,,,,,,,,,,,,-7,,,,,
,458,11,-22,-106,335,-4842,,,,,,,,,,,,9,,,,,
,-585,-11,406,962,1768,2044,,,,,,,,,,,,2,,,,,
,163,11,1801,5932,9534,22062,,,,,,,,,,,,-12,,,,,
,-12,-31,503,780,547,4052,,,,,,,,,,,,-2,,,,,
,-141,18,7,277,506,-96,,,,,,,,,,,,-6,,,,,
,376,2,-480,-1289,-1613,-8100,,,,,,,,,,,,14,,,,,
,-262,-20,-1835,-5289,-8392,-15754,,,,,,,,,,,,3,,,,,
,-25,-13,-441,-1425,-2523,-813,,,,,,,,,,,,-7,,,,,
,90,3,51,87,-243,2258,,,,,,,,,,,,1,,,,,
,1466,10,465,1275,2163,2511,,,,,,,,,,,,-10,,,,,
,-1423,-4,1764,5161,8803,10656,,,,,,,,,,,,11,,,,,
,154,-6,408,1353,2213,4163,,,,,,,,,,,,,,,,,
,69,-21,12,5,-215,3893,,,,,,,,,,,,-6,,,,,
,-376,1,-423,-1161,-2282,-1206,,,,,,,,,,,,-1,,,,,
,406,,-1770,-5231,-8427,-16688,,,,,,,,,,,,-6,,,,,
,544,4,-461,-1394,-1752,-9210,,,,,,,,,,,,16,,,,,
,-1041,2,-54,13,224,381,,,,,,,,,,,,8,,,,,
,165,-17,457,1036,1429,6505,,,,,,,,,,,,-9,,,,,
,-44,,1839,5390,8346,18014,,,,,,,,,,,,-3,,,,,
,-76,-1,463,1473,2296,3268,,,,,,,,,,,,4,,,,,
,208,1,-31,-71,417,-4741,,,,,,,,,,,,-4,,,,,
,-312,,-492,-1304,-1987,-3401,,,,,,,,,,,,-6,,,,,
,201,1,-1799,-5257,-8767,-11756,,,,,,,,,,,,-9,,,,,
,1,-1,-382,-1276,-2493,-2303,,,,,,,,,,,,14,,,,,
,-259,-31,20,34,91,-1326,,,,,,,,,,,,-1,,,,,
,671,2,409,1142,2469,-1226,,,,,,,,,,,,-4,,,,,
,-513,11,1758,4909,8012,14608,,,,,,,,,,,,6,,,,,
,585,-13,474,2153,3288,10693,,,,,,,,,,,,2,,,,,
,-326,1,33,-488,-1405,203,,,,,,,,,,,,3,,,,,
,7,-3,-453,-1112,-1744,-4518,,,,,,,,,,,,2,,,,,
,-268,-18,-1812,-5262,-7924,-19929,,,,,,,,,,,,-7,,,,,
,-25,-1,-475,-1455,-2265,-4368,,,,,,,,,,,,,,,,,
,256,22,7,,-265,3726,,,,,,,,,,,,5,,,,,
,-179,-31,488,1333,1843,5718,,,,,,,,,,,,-5,,,,,
,17,-4,1810,5231,8520,13992,,,,,,,,,,,,-3,,,,,
,-112,32,429,1335,2611,-292,,,,,,,,,,,,,,,,,
,-67,-28,-50,-40,2,235,,,,,,,,,,,,3,,,,,
,139,7,-431,-1233,-2298,397,,,,,,,,,,,,7,,,,,
,659,-7,-1755,-5149,-8673,-13322,,,,,,,,,,,,-11,,,,,
,1202,-21,-437,-1355,-2135,-6032,,,,,,,,,,,,-2,,,,,
,21,19,-43,-70,391,-4656,,,,,,,,,,,,-4,,,,,
,-1606,2,427,1160,2067,3815,,,,,,,,,,,,9,,,,,
,2759,-2,1809,5241,8185,19170,,,,,,,,,,,,-5,,,,,
,576,-31,501,1516,1947,6536,,,,,,,,,,,,11,,,,,
,-3172,29,5,38,160,-1527,,,,,,,,,,,,-1,,,,,
,919,-3,-500,-1325,-1640,-8088,,,,,,,,,,,,-12,,,,,
,-1334,-2,-1825,-5300,-8447,-14980,,,,,,,,,,,,-2,,,,,
,-118,-23,-422,-1382,-2518,-765,,,,,,,,,,,,,,,,,
,35,10,38,89,-273,2001,,,,,,,,,,,,12,,,,,
,31,-9,462,1257,2204,1837,,,,,,,,,,,,2,,,,,
,93,1,1762,5137,8807,10764,,,,,,,,,,,,-4,,,,,
,117,-1,424,1373,2228,5030,,,,,,,,,,,,4,,,,,
,-301,-31,10,-268,-802,2495,,,,,,,,,,,,-7,,,,,
,-62,-2,-432,-324,-700,1822,,,,,,,,,,,,,,,,,
,124,13,-1772,-5976,-9780,-20011,,,,,,,,,,,,2,,,,,
,-30,3,-484,-1258,-1478,-8345,,,,,,,,,,,,13,,,,,
,104,-2,-36,-34,34,779,,,,,,,,,,,,-4,,,,,
,-204,-2,470,1190,1775,7087,,,,,,,,,,,,-15,,,,,
,-88,-31,1832,5373,8248,17560,,,,,,,,,,,,6,,,,,
,366,2,452,1453,2354,2667,,,,,,,,,,,,10,,,,,
,2533,10,-24,-80,367,-4665,,,,,,,,,,,,-4,,,,,
,-2325,-22,-486,-1306,-2073,-2658,,,,,,,,,,,,,,,,,
,-525,2,-1779,-5244,-8719,-11804,,,,,,,,,,,,1,,,,,
,170,9,-392,-1276,-2442,-2460,,,,,,,,,,,,-2,,,,,
,412,,3,9,120,-1945,,,,,,,,,,,,-3,,,,,
,-432,1,413,1153,2477,-1088,,,,,,,,,,,,-2,,,,,
,-204,-1,1753,5166,8423,16299,,,,,,,,,,,,5,,,,,
,268,-10,467,1405,1873,8026,,,,,,,,,,,,2,,,,,
,-174,-23,52,143,-184,2169,,,,,,,,,,,,-13,,,,,
,233,24,-437,-1220,-1859,-5415,,,,,,,,,,,,-6,,,,,
,-194,-4,-1820,-5328,-8037,-20070,,,,,,,,,,,,7,,,,,
,237,-17,-471,-1452,-2331,-3667,,,,,,,,,,,,-10,,,,,
,-258,-11,20,2,-293,3709,,,,,,,,,,,,8,,,,,
,23,11,473,1334,1870,5539,,,,,,,,,,,,3,,,,,
,-129,-11,1800,5265,8627,13320,,,,,,,,,,,,9,,,,,
,129,1,414,1310,2564,-144,,,,,,,,,,,,5,,,,,
,-15,-21,-38,-47,-64,1111,,,,,,,,,,,,-9,,,,,
,534,21,-444,-1299,-2411,29,,,,,,,,,,,,-6,,,,,
,2400,,-1759,-5200,-8857,-14171,,,,,,,,,,,,-8,,,,,
,-2349,-20,-423,-774,-907,-4169,,,,,,,,,,,,14,,,,,
,-481,-15,-25,-848,-1089,-7397,,,,,,,,,,,,2,,,,,
,-264,4,419,1600,2844,6336,,,,,,,,,,,,-4,,,,,
,181,11,1810,5064,7826,18381,,,,,,,,,,,,6,,,,,
,-45,-11,489,1595,2132,6541,,,,,,,,,,,,-3,,,,,
,78,10,1,,209,-2215,,,,,,,,,,,,1,,,,,
,-97,-8,-490,-1324,-1715,-7931,,,,,,,,,,,,-4,,,,,
,877,-15,-1826,-5243,-8477,-14069,,,,,,,,,,,,-4,,,,,
,-1026,1,-423,-1422,-2541,-935,,,,,,,,,,,,-8,,,,,
,299,-9,40,97,-206,1756,,,,,,,,,,,,6,,,,,
,-107,-1,457,1242,2254,1090,,,,,,,,,,,,8,,,,,
,71,22,1754,5163,8783,11134,,,,,,,,,,,,,,,,,
,-249,-12,419,1360,2120,5864,,,,,,,,,,,,-9,,,,,
,48,11,15,-1,-281,3545,,,,,,,,,,,,7,,,,,
,-134,-11,-420,-1140,-2184,-1661,,,,,,,,,,,,9,,,,,
,222,-18,-1778,-5204,-8190,-17806,,,,,,,,,,,,-8,,,,,
,13315,17,-472,-1485,-1973,-8949,,,,,,,,,,,,,,,,,
,-3874,-29,-39,-69,-125,1435,,,,,,,,,,,,3,,,,,
,-3908,23,461,1202,1722,6791,,,,,,,,,,,,7,,,,,
,-3882,-9,1841,5502,8584,17786,,,,,,,,,,,,5,,,,,
,-1669,-13,455,1240,2030,1085,,,,,,,,,,,,-8,,,,,
,89,1,-45,279,1057,-2696,,,,,,,,,,,,-2,,,,,
,-54,11,-465,-1746,-2994,-3465,,,,,,,,,,,,,,,,,
,358,-37,-1776,-5080,-8464,-11431,,,,,,,,,,,,-9,,,,,
,-331,-15,-409,-1522,-2848,-3789,,,,,,,,,,,,4,,,,,
,1857,6,2,785,1644,91,,,,,,,,,,,,6,,,,,
,-1929,12,414,413,1061,-3116,,,,,,,,,,,,-1,,,,,
,505,-6,1777,5423,8770,17858,,,,,,,,,,,,3,,,,,
,-666,-7,458,1434,1923,8053,,,,,,,,,,,,-10,,,,,
,124,-13,50,76,-218,1544,,,,,,,,,,,,-10,,,,,
,316,15,-462,-1222,-1750,-6009,,,,,,,,,,,,8,,,,,
,-369,-9,-1822,-5335,-8129,-19748,,,,,,,,,,,,,,,,,
,858,-6,-458,-1420,-2322,-2640,,,,,,,,,,,,,,,,,
,-814,-13,22,21,-316,3463,,,,,,,,,,,,7,,,,,
,186,-5,477,1339,1905,5074,,,,,,,,,,,,12,,,,,
,-298,11,1793,5227,8683,12678,,,,,,,,,,,,4,,,,,
,301,-6,406,1315,2520,300,,,,,,,,,,,,-9,,,,,
,-169,-4,-36,-49,-118,1903,,,,,,,,,,,,-6,,,,,
,8,,-431,-1228,-2300,74,,,,,,,,,,,,,,,,,
,-176,-10,-1745,-5106,-8585,-13834,,,,,,,,,,,,-3,,,,,
,153,10,-438,-1389,-2016,-7412,,,,,,,,,,,,2,,,,,
,1154,-3,-36,-85,310,-4168,,,,,,,,,,,,-2,,,,,
,-1411,-2,425,1196,1943,5461,,,,,,,,,,,,-3,,,,,
,165,-26,1819,5216,8106,18868,,,,,,,,,,,,-7,,,,,
,24,19,488,1543,2110,6063,,,,,,,,,,,,5,,,,,
,-126,-19,-2,-8,250,-2932,,,,,,,,,,,,7,,,,,
,153,-14,-495,-1316,-1710,-7478,,,,,,,,,,,,7,,,,,
,36,15,-1824,-5271,-8544,-13289,,,,,,,,,,,,-3,,,,,
,-63,-11,-420,-1376,-2566,-1136,,,,,,,,,,,,-5,,,,,
,540,-5,40,76,-196,1326,,,,,,,,,,,,-11,,,,,
,4104,-13,449,1021,1947,-531,,,,,,,,,,,,18,,,,,
,-3897,18,1759,5858,10116,14358,,,,,,,,,,,,-1,,,,,
,-836,-22,427,586,561,3767,,,,,,,,,,,,-12,,,,,
,138,18,11,420,478,4854,,,,,,,,,,,,,,,,,
,129,-16,-432,-1286,-2464,-2588,,,,,,,,,,,,3,,,,,
,-193,,-1774,-5201,-8097,-18386,,,,,,,,,,,,-2,,,,,
,177,-5,-473,-1467,-1937,-8410,,,,,,,,,,,,4,,,,,
,-219,5,-26,-8,-93,2398,,,,,,,,,,,,7,,,,,
,2007,-3,480,1210,1749,6719,,,,,,,,,,,,-6,,,,,
,-2028,6,1832,5347,8283,16724,,,,,,,,,,,,4,,,,,
,-100,-6,431,1387,2448,1313,,,,,,,,,,,,-5,,,,,
,65,-16,-33,-66,359,-3701,,,,,,,,,,,,-3,,,,,
,95,-1,-477,-1270,-2192,-1076,,,,,,,,,,,,10,,,,,
,134,,-1777,-5223,-8715,-12129,,,,,,,,,,,,-6,,,,,
,-209,2,-393,-1293,-2418,-3314,,,,,,,,,,,,-6,,,,,
,1688,-9,-8,-1,287,-3211,,,,,,,,,,,,5,,,,,
,-1505,17,410,1101,2313,-383,,,,,,,,,,,,2,,,,,
,-177,-34,1766,5283,8449,18143,,,,,,,,,,,,,,,,,
,-38,24,472,1428,1899,7819,,,,,,,,,,,,-3,,,,,
,29,-42,54,44,-273,917,,,,,,,,,,,,4,,,,,
,84,35,-467,-1237,-1679,-6543,,,,,,,,,,,,5,,,,,
,-111,-35,-1825,-5331,-8164,-19200,,,,,,,,,,,,-4,,,,,
,967,,-473,-1411,-2374,-1985,,,,,,,,,,,,-9,,,,,
,-1037,-12,24,22,-287,3305,,,,,,,,,,,,7,,,,,
,120,13,497,1348,1940,4654,,,,,,,,,,,,3,,,,,
,283,-20,1806,5171,8638,11902,,,,,,,,,,,,-9,,,,,
,-40,19,399,1228,2276,203,,,,,,,,,,,,4,,,,,
,-285,,-32,576,1023,5174,,,,,,,,,,,,-3,,,,,
,189,-2,-418,-1909,-3642,-2824,,,,,,,,,,,,2,,,,,
,221,-9,-1755,-4925,-8185,-13536,,,,,,,,,,,,-5,,,,,
,-296,2,-455,-1392,-1948,-7866,,,,,,,,,,,,,,,,,
,-133,-4,-45,-100,297,-3519,,,,,,,,,,,,-2,,,,,
,-66,-14,433,1182,1916,6129,,,,,,,,,,,,12,,,,,
,125,-18,1814,5260,8149,18588,,,,,,,,,,,,-1,,,,,
,1164,1,493,1559,2130,5628,,,,,,,,,,,,-4,,,,,
,-1155,-1,-1,-46,260,-3514,,,,,,,,,,,,-2,,,,,
,-199,16,-497,-1325,-1752,-6859,,,,,,,,,,,,-13,,,,,
,88,-31,-1813,-5255,-8582,-12705,,,,,,,,,,,,9,,,,,
,-140,-3,-411,-1380,-2556,-1440,,,,,,,,,,,,5,,,,,
,138,22,41,121,-96,1058,,,,,,,,,,,,-12,,,,,
,116,-1,442,1215,2374,12,,,,,,,,,,,,6,,,,,
,21,-31,1751,5134,8682,12080,,,,,,,,,,,,8,,,,,
,-126,-1,408,1379,2045,7184,,,,,,,,,,,,2,,,,,
,188,15,38,55,-260,3175,,,,,,,,,,,,-4,,,,,
,-327,-16,-417,-1166,-2149,-2470,,,,,,,,,,,,3,,,,,
,130,11,-1806,-5265,-8148,-19062,,,,,,,,,,,,,,,,,
,-60,-15,-472,-1462,-1991,-7739,,,,,,,,,,,,1,,,,,
,4432,10,-25,-31,-190,2765,,,,,,,,,,,,9,,,,,
,-3598,-1,481,1274,1789,6570,,,,,,,,,,,,-11,,,,,
,-845,15,1827,5313,8317,16355,,,,,,,,,,,,9,,,,,
,261,-32,451,1403,2560,888,,,,,,,,,,,,1,,,,,
,-141,13,-30,-370,-287,-4359,,,,,,,,,,,,-13,,,,,
,196,,-485,-438,-640,2564,,,,,,,,,,,,5,,,,,
,-377,-16,-1762,-5982,-10215,-15268,,,,,,,,,,,,-4,,,,,
,414,17,-408,-1039,-1896,-2799,,,,,,,,,,,,7,,,,,
,59,-2,-17,-44,303,-3716,,,,,,,,,,,,-10,,,,,
,-197,2,413,1124,2337,458,,,,,,,,,,,,5,,,,,
,204,-15,1778,5218,8229,18385,,,,,,,,,,,,12,,,,,
,5,-6,483,1460,1911,7451,,,,,,,,,,,,-6,,,,,
,-192,3,38,106,-50,847,,,,,,,,,,,,-2,,,,,
,-203,-1,-473,-1289,-1736,-7211,,,,,,,,,,,,-2,,,,,
,-30,-1,-1829,-5315,-8172,-18429,,,,,,,,,,,,-5,,,,,
,218,1,-449,-1416,-2473,-1558,,,,,,,,,,,,-2,,,,,
,-99,-28,18,4,-339,2879,,,,,,,,,,,,,,,,,
,-12,26,481,1415,2118,4493,,,,,,,,,,,,4,,,,,
,-168,-32,1784,5180,8784,11661,,,,,,,,,,,,-2,,,,,
,211,32,415,1268,2317,1286,,,,,,,,,,,,-2,,,,,
,-107,-26,-25,1,-136,3176,,,,,,,,,,,,-2,,,,,
,638,-20,-414,-1203,-2328,-501,,,,,,,,,,,,,,,,,
,-693,20,-1750,-5112,-8501,-14627,,,,,,,,,,,,11,,,,,
,19,-15,-462,-1450,-1929,-8515,,,,,,,,,,,,-9,,,,,
,254,15,-50,-72,266,-2793,,,,,,,,,,,,2,,,,,
,-254,-17,445,1170,1812,6491,,,,,,,,,,,,-3,,,,,
,-51,2,1831,5283,8168,18425,,,,,,,,,,,,-10,,,,,
,8,-2,476,1506,2125,5176,,,,,,,,,,,,22,,,,,
,139,2,-21,-21,346,-3972,,,,,,,,,,,,-2,,,,,
,695,-23,-493,-1380,-1898,-6307,,,,,,,,,,,,-1,,,,,
,3266,3,-1798,-5329,-8801,-12896,,,,,,,,,,,,-16,,,,,
,-3889,,-418,-800,-1462,755,,,,,,,,,,,,1,,,,,
,1206,6,35,-630,-1461,-2109,,,,,,,,,,,,6,,,,,
,-1247,-22,442,1568,3112,783,,,,,,,,,,,,10,,,,,
,582,18,1759,5104,8571,12555,,,,,,,,,,,,-2,,,,,
,-759,-32,421,1364,1963,7740,,,,,,,,,,,,3,,,,,
,205,-5,36,12,-360,2746,,,,,,,,,,,,-6,,,,,
,-304,5,-418,-1101,-2029,-2688,,,,,,,,,,,,-7,,,,,
,1252,-12,-1800,-5267,-8053,-19585,,,,,,,,,,,,-2,,,,,
,-1111,8,-479,-1478,-2062,-7069,,,,,,,,,,,,11,,,,,
,7,1,-24,-32,-217,3198,,,,,,,,,,,,-5,,,,,
,107,-10,483,1295,1856,6395,,,,,,,,,,,,1,,,,,
,-179,,1841,5314,8349,15931,,,,,,,,,,,,4,,,,,
,-18,,430,1366,2546,279,,,,,,,,,,,,4,,,,,
,-94,-13,-47,-90,167,-2388,,,,,,,,,,,,-5,,,,,
,275,,-474,-1275,-2248,-178,,,,,,,,,,,,,,,,,
,-177,-4,-1765,-5174,-8670,-12610,,,,,,,,,,,,9,,,,,
,-14,18,-410,-1280,-2311,-3970,,,,,,,,,,,,-7,,,,,
,983,-32,-24,-65,321,-4366,,,,,,,,,,,,-2,,,,,
,-844,11,427,1155,2271,1208,,,,,,,,,,,,,,,,,
,-56,,1789,5197,8192,18716,,,,,,,,,,,,5,,,,,
,66,-10,468,1497,1948,7333,,,,,,,,,,,,-3,,,,,
,909,18,43,90,-35,435,,,,,,,,,,,,7,,,,,
,-994,-13,-468,-1438,-1936,-8356,,,,,,,,,,,,-7,,,,,
,1907,4,-1839,-4897,-7460,-16114,,,,,,,,,,,,,,,,,
,-1813,9,-454,-2122,-3822,-3711,,,,,,,,,,,,-6,,,,,
,1799,-17,34,1026,1553,6094,,,,,,,,,,,,1,,,,,
,-2035,-20,477,582,643,1452,,,,,,,,,,,,4,,,,,
,239,1,1791,5317,9036,11406,,,,,,,,,,,,-1,,,,,
,244,-1,388,1494,2665,2956,,,,,,,,,,,,-3,,,,,
,-108,9,,-118,-410,3133,,,,,,,,,,,,-10,,,,,
,-235,-8,-412,-1197,-2302,-740,,,,,,,,,,,,8,,,,,
,18,,-1773,-5118,-8408,-15093,,,,,,,,,,,,15,,,,,
,708,-11,-459,-1466,-1917,-8974,,,,,,,,,,,,-6,,,,,
,-751,-19,-38,-100,126,-2018,,,,,,,,,,,,-2,,,,,
,82,19,435,1237,1900,7045,,,,,,,,,,,,2,,,,,
,-105,-21,1834,5290,8161,18132,,,,,,,,,,,,-2,,,,,
,-196,1,478,1500,2161,4628,,,,,,,,,,,,,,,,,
,-6,1,-21,-43,387,-4454,,,,,,,,,,,,-7,,,,,
,98,,-495,-1347,-1900,-5356,,,,,,,,,,,,8,,,,,
,151,-2,-1818,-5239,-8635,-11848,,,,,,,,,,,,-3,,,,,
,-113,1,-384,-1331,-2516,-1834,,,,,,,,,,,,-3,,,,,
,2484,-34,43,83,-46,11,,,,,,,,,,,,-8,,,,,
,-1147,,424,1178,2473,-943,,,,,,,,,,,,5,,,,,
,378,40,1756,5147,8566,13627,,,,,,,,,,,,8,,,,,
,-1558,-13,442,1420,1991,8068,,,,,,,,,,,,2,,,,,
,10144,-23,29,67,-257,2680,,,,,,,,,,,,1,,,,,
,-3908,16,-434,-1218,-2160,-3609,,,,,,,,,,,,-8,,,,,
,-3880,-20,-1805,-5335,-8149,-20323,,,,,,,,,,,,-5,,,,,
,-1969,29,-462,-1263,-1692,-5309,,,,,,,,,,,,1,,,,,
,-5,-51,-29,-38,-284,3477,,,,,,,,,,,,-1,,,,,
,-226,13,493,861,987,4541,,,,,,,,,,,,-1,,,,,
,-380,,1823,6155,10008,18486,,,,,,,,,,,,5,,,,,
,77,-22,430,599,1145,-2820,,,,,,,,,,,,10,,,,,
,-54,22,-53,150,585,-730,,,,,,,,,,,,1,,,,,
,45,-23,-465,-1253,-2224,275,,,,,,,,,,,,-5,,,,,
,29,-7,-1750,-5140,-8665,-12750,,,,,,,,,,,,-2,,,,,
,-79,,-409,-1331,-2326,-4759,,,,,,,,,,,,-6,,,,,
,7,12,-16,-47,367,-4610,,,,,,,,,,,,5,,,,,
,2343,1,400,1152,2240,2061,,,,,,,,,,,,-2,,,,,
,-1931,-4,1790,5210,8209,19128,,,,,,,,,,,,2,,,,,
,-663,-31,486,1487,1907,6963,,,,,,,,,,,,1,,,,,
,222,20,32,82,36,-100,,,,,,,,,,,,-5,,,,,
,89,-16,-479,-1314,-1652,-8110,,,,,,,,,,,,-2,,,,,
,-64,-1,-1845,-5301,-8305,-16788,,,,,,,,,,,,-3,,,,,
,23,,-439,-1414,-2520,-887,,,,,,,,,,,,18,,,,,
,-15,1,42,70,-304,2448,,,,,,,,,,,,-1,,,,,
,-112,-14,475,1325,2145,3318,,,,,,,,,,,,-1,,,,,
,3099,13,1782,5163,8824,10812,,,,,,,,,,,,-4,,,,,
,-2257,,411,1315,2255,3138,,,,,,,,,,,,-9,,,,,
,-924,-12,-13,-21,-263,3553,,,,,,,,,,,,5,,,,,
,171,,-411,-996,-1942,-184,,,,,,,,,,,,1,,,,,
,257,,-1777,-5399,-8866,-16667,,,,,,,,,,,,5,,,,,
,-194,-57,-468,-1377,-1734,-8873,,,,,,,,,,,,-6,,,,,
,-149,,-49,-86,95,-1202,,,,,,,,,,,,-6,,,,,
,115,4,453,1221,1853,7179,,,,,,,,,,,,6,,,,,
,361,,1830,5243,8041,17735,,,,,,,,,,,,2,,,,,
,2388,-1,481,1447,2136,3615,,,,,,,,,,,,-3,,,,,
,-2052,1,-5,463,1420,-2329,,,,,,,,,,,,2,,,,,
,-618,-20,-497,-2023,-3296,-7256,,,,,,,,,,,,10,,,,,
,-107,-5,-1813,-4857,-7911,-10284,,,,,,,,,,,,-4,,,,,
,-48,6,-401,-1464,-2826,-2647,,,,,,,,,,,,-18,,,,,
,-24,-1,24,139,147,-218,,,,,,,,,,,,2,,,,,
,125,,437,1165,2456,-1164,,,,,,,,,,,,5,,,,,
,58,5,1760,5139,8532,14433,,,,,,,,,,,,6,,,,,
,543,-3,442,1420,1944,8121,,,,,,,,,,,,9,,,,,
,-660,,39,80,-241,2506,,,,,,,,,,,,1,,,,,
,-82,-1,-426,-1196,-1992,-3944,,,,,,,,,,,,,,,,,
,231,-33,-1828,-5307,-8083,-20174,,,,,,,,,,,,-6,,,,,
,-344,20,-471,-1457,-2158,-5390,,,,,,,,,,,,-7,,,,,
,312,-18,-11,10,-273,3646,,,,,,,,,,,,-5,,,,,
,-179,,488,1301,1851,5954,,,,,,,,,,,,1,,,,,
,2657,-2,1817,5285,8458,14883,,,,,,,,,,,,-1,,,,,
,-69,-3,429,1350,2606,-295,,,,,,,,,,,,2,,,,,
,-2421,-8,-43,-35,131,-687,,,,,,,,,,,,7,,,,,
,1,1,-440,-1293,-2348,152,,,,,,,,,,,,1,,,,,
,-76,1,-1762,-5156,-8705,-12956,,,,,,,,,,,,-2,,,,,
,-227,-1,-420,-1334,-2195,-5181,,,,,,,,,,,,-4,,,,,
,143,-20,-26,-62,388,-4788,,,,,,,,,,,,3,,,,,
,-118,17,395,1183,2177,2848,,,,,,,,,,,,11,,,,,
,322,3,1809,5189,8158,19092,,,,,,,,,,,,-6,,,,,
,172,-1,481,1514,1953,6926,,,,,,,,,,,,-7,,,,,
,-534,-17,25,-227,-479,-1907,,,,,,,,,,,,-3,,,,,
,1843,,-487,-506,-102,-5292,,,,,,,,,,,,10,,,,,
,-1722,7,-1822,-6056,-9798,-18560,,,,,,,,,,,,-6,,,,,
,-99,-17,-440,-1165,-2095,-153,,,,,,,,,,,,6,,,,,
,-24,9,42,98,-205,2635,,,,,,,,,,,,-1,,,,,
,41,-32,475,1247,2061,2429,,,,,,,,,,,,2,,,,,
,78,1,1771,5186,8919,10783,,,,,,,,,,,,-10,,,,,
,-152,20,402,1339,2203,3993,,,,,,,,,,,,-6,,,,,
,175,-20,-6,-5,-254,3770,,,,,,,,,,,,1,,,,,
,-18,-13,-420,-1175,-2303,-1082,,,,,,,,,,,,7,,,,,
,95,2,-1773,-5167,-8354,-16376,,,,,,,,,,,,-10,,,,,
,-227,-1,-467,-1459,-1826,-9273,,,,,,,,,,,,10,,,,,
,66,9,-34,-63,29,-384,,,,,,,,,,,,1,,,,,
,-41,4,474,1219,1816,7165,,,,,,,,,,,,2,,,,,
,-27,-12,1831,5329,8174,17892,,,,,,,,,,,,-1,,,,,
,2906,,459,1461,2297,3450,,,,,,,,,,,,-2,,,,,
,-2565,1,-36,-69,390,-4821,,,,,,,,,,,,4,,,,,
,1065,-20,-505,-1337,-2008,-3679,,,,,,,,,,,,-4,,,,,
,-1317,-8,-1779,-5223,-8688,-11691,,,,,,,,,,,,9,,,,,
,50,-7,-400,-1305,-2524,-2192,,,,,,,,,,,,-1,,,,,
,-190,2,28,75,106,-1119,,,,,,,,,,,,2,,,,,
,9,12,417,1146,2468,-1311,,,,,,,,,,,,-14,,,,,
,160,1,1767,5172,8494,15387,,,,,,,,,,,,-4,,,,,
,94,-1,453,1411,1916,8194,,,,,,,,,,,,6,,,,,
,-137,-31,31,98,-236,2278,,,,,,,,,,,,15,,,,,
,298,2,-437,-1238,-1995,-4782,,,,,,,,,,,,4,,,,,
,4270,-1,-1831,-5511,-8404,-21074,,,,,,,,,,,,-1,,,,,
,-3870,-8,-474,-713,-867,-1620,,,,,,,,,,,,-8,,,,,
,-316,28,12,-813,-1839,672,,,,,,,,,,,,4,,,,,
,-339,-31,483,1719,2630,7222,,,,,,,,,,,,-12,,,,,
,-38,10,1830,5126,8267,13632,,,,,,,,,,,,-3,,,,,
,-50,-1,424,1397,2671,-126,,,,,,,,,,,,5,,,,,
,-53,-11,-53,-57,50,209,,,,,,,,,,,,1,,,,,
,5,-19,-461,-1260,-2298,284,,,,,,,,,,,,-3,,,,,
,1664,18,-1746,-5141,-8700,-13322,,,,,,,,,,,,-2,,,,,
,-1840,-18,-425,-1345,-2136,-5872,,,,,,,,,,,,12,,,,,
,307,2,-31,-68,380,-4730,,,,,,,,,,,,-5,,,,,
,-6,-13,420,1170,2083,3695,,,,,,,,,,,,-2,,,,,
,-116,1,1813,5210,8158,19162,,,,,,,,,,,,-5,,,,,
,-67,,487,1524,1969,6703,,,,,,,,,,,,1,,,,,
,31,9,12,38,128,-1469,,,,,,,,,,,,5,,,,,
,-95,2,-496,-1330,-1627,-8124,,,,,,,,,,,,3,,,,,
,122,-10,-1818,-5293,-8442,-15142,,,,,,,,,,,,-15,,,,,
,118,-2,-423,-1382,-2545,-816,,,,,,,,,,,,-4,,,,,
,-100,2,28,87,-257,2186,,,,,,,,,,,,9,,,,,
,-93,-21,461,1263,2225,1940,,,,,,,,,,,,15,,,,,
,244,-12,1760,5167,8849,10664,,,,,,,,,,,,-7,,,,,
,-325,2,416,1353,2200,4946,,,,,,,,,,,,-12,,,,,
,492,10,17,-10,-299,3775,,,,,,,,,,,,11,,,,,
,-445,,-419,-1144,-2270,-1365,,,,,,,,,,,,8,,,,,
,566,-7,-1779,-5211,-8298,-17116,,,,,,,,,,,,9,,,,,
,-477,-24,-465,-1718,-2348,-10242,,,,,,,,,,,,-10,,,,,
,2222,21,-37,698,1406,3220,,,,,,,,,,,,-7,,,,,
,-1500,-19,451,544,513,4989,,,,,,,,,,,,-2,,,,,
,-621,18,1837,5477,8489,17823,,,,,,,,,,,,1,,,,,
,-221,-20,465,1570,2572,3322,,,,,,,,,,,,2,,,,,
,89,,-25,-210,144,-5136,,,,,,,,,,,,-10,,,,,
,-60,,-502,-1269,-1962,-2589,,,,,,,,,,,,4,,,,,
,-134,-10,-1792,-5199,-8687,-11699,,,,,,,,,,,,10,,,,,
,318,,-400,-1294,-2507,-2518,,,,,,,,,,,,-4,,,,,
,-115,,27,43,180,-1783,,,,,,,,,,,,-2,,,,,
,225,,409,1112,2427,-1230,,,,,,,,,,,,-3,,,,,
,-399,1,1766,5177,8405,16296,,,,,,,,,,,,7,,,,,
