Packet Number (n), App Timestamp (us),Sensor Timestamp (us),1 (uV),2 (uV),3 (uV),4 (uV),5 (uV),6 (uV),7 (uV),8 (uV),9 (uV),10 (uV),11 (uV),12 (uV),13 (uV),14 (uV),15 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,4,-21,-1749,-5116,-8852,78922,,,,,,,,,,,,12,,,,,
,-268,3,-413,-1344,-2146,-105553,,,,,,,,,,,,,,,,,
,224,-3,-15,-157,546,-254637,,,,,,,,,,,,,,,,,
,1340,22,408,1201,2248,-333032,,,,,,,,,,,,-6,,,,,
,-1200,-22,1792,5046,7662,-24025,,,,,,,,,,,,4,,,,,
,98,-8,471,2170,3045,302727,,,,,,,,,,,,4,,,,,
,435,-18,27,-589,-1103,334556,,,,,,,,,,,,-6,,,,,
,-315,-27,-468,-1223,-1170,157909,,,,,,,,,,,,-3,,,,,
,214,45,-1836,-5230,-8262,-146658,,,,,,,,,,,,-6,,,,,
,-225,-55,-438,-1381,-2676,-239484,,,,,,,,,,,,2,,,,,
,-172,,46,103,-377,-134369,,,,,,,,,,,,1,,,,,
,149,35,455,1278,2131,-87669,,,,,,,,,,,,-6,,,,,
,-306,7,1770,5128,9088,-1917,,,,,,,,,,,,6,,,,,
,-91,-1,406,1357,2385,85681,,,,,,,,,,,,4,,,,,
,562,-40,6,15,-407,192008,,,,,,,,,,,,-3,,,,,
,-324,1,-417,-1180,-2461,275772,,,,,,,,,,,,4,,,,,
,2326,-21,-1772,-5188,-8466,81265,,,,,,,,,,,,-7,,,,,
,-2301,21,-468,-1486,-1650,-235082,,,,,,,,,,,,4,,,,,
,42,-21,-37,-36,217,-351340,,,,,,,,,,,,2,,,,,
,-100,-13,474,1243,1693,-222514,,,,,,,,,,,,7,,,,,
,67,3,1826,5325,8078,108085,,,,,,,,,,,,-7,,,,,
,254,-1,447,1463,2229,322087,,,,,,,,,,,,4,,,,,
,-196,10,-6,-108,566,205730,,,,,,,,,,,,-8,,,,,
,1022,-10,-485,-1303,-1848,55661,,,,,,,,,,,,2,,,,,
,-962,,-1813,-5228,-8900,-59786,,,,,,,,,,,,2,,,,,
,1501,-22,-415,-1305,-2629,-128937,,,,,,,,,,,,5,,,,,
,-1620,3,33,51,-16,-111820,,,,,,,,,,,,-7,,,,,
,684,12,432,1134,2691,-201528,,,,,,,,,,,,-7,,,,,
,-214,-11,1772,5224,8754,-118129,,,,,,,,,,,,9,,,,,
,98,-1,438,1336,1643,163819,,,,,,,,,,,,-2,,,,,
,-505,1,26,66,-431,283493,,,,,,,,,,,,5,,,,,
,-543,-2,-418,-827,-1344,327353,,,,,,,,,,,,-3,,,,,
,-22,-10,-1798,-5813,-8841,-24313,,,,,,,,,,,,1,,,,,
,1859,,-490,-1282,-1690,-348738,,,,,,,,,,,,1,,,,,
,-1918,-10,-11,56,-309,-268415,,,,,,,,,,,,-10,,,,,
,914,10,480,1278,1681,-107353,,,,,,,,,,,,2,,,,,
,-657,-20,1820,5298,8426,134580,,,,,,,,,,,,2,,,,,
,-315,-1,425,1320,2746,213861,,,,,,,,,,,,-4,,,,,
,183,-10,-28,-49,278,86145,,,,,,,,,,,,7,,,,,
,252,1,-469,-1245,-2446,135573,,,,,,,,,,,,9,,,,,
,543,8,-1773,-5184,-8921,52729,,,,,,,,,,,,-4,,,,,
,778,2,-404,-1269,-2260,-104352,,,,,,,,,,,,3,,,,,
,-1311,-31,-17,-112,543,-212846,,,,,,,,,,,,4,,,,,
,1193,20,423,1168,2425,-321248,,,,,,,,,,,,1,,,,,
,-1442,3,1791,5247,8115,-40332,,,,,,,,,,,,-12,,,,,
,447,-23,482,1475,1762,284271,,,,,,,,,,,,-13,,,,,
,119,-12,26,90,-56,329859,,,,,,,,,,,,16,,,,,
,-271,11,-484,-1387,-1583,200369,,,,,,,,,,,,-6,,,,,
,-442,-9,-1812,-5299,-8151,-150843,,,,,,,,,,,,1,,,,,
,1202,9,-454,-1327,-2522,-275439,,,,,,,,,,,,3,,,,,
,-1065,2,27,42,-420,-147626,,,,,,,,,,,,,,,,,
,613,-12,470,1324,2013,-74028,,,,,,,,,,,,5,,,,,
,10,13,1777,5131,8999,39198,,,,,,,,,,,,-3,,,,,
,-897,-12,408,1336,2527,88539,,,,,,,,,,,,13,,,,,
,430,-12,-6,37,-329,153994,,,,,,,,,,,,-20,,,,,
,364,-7,-437,-1453,-2942,245401,,,,,,,,,,,,-3,,,,,
,-90,-1,-1754,-4511,-7365,97037,,,,,,,,,,,,2,,,,,
,-229,-12,-465,-2058,-2838,-180485,,,,,,,,,,,,-3,,,,,
,667,-1,-27,69,628,-355555,,,,,,,,,,,,-6,,,,,
,88,13,449,1310,1869,-261071,,,,,,,,,,,,-2,,,,,
,-579,-31,1811,5277,8036,88133,,,,,,,,,,,,-3,,,,,
,-285,19,483,1504,2065,327985,,,,,,,,,,,,2,,,,,
,1224,2,-4,-101,477,244479,,,,,,,,,,,,7,,,,,
,-285,-32,-492,-1328,-1693,65433,,,,,,,,,,,,1,,,,,
,-668,1,-1801,-5207,-8755,-96168,,,,,,,,,,,,-1,,,,,
,2049,10,-409,-1338,-2682,-152087,,,,,,,,,,,,11,,,,,
,-2036,-12,17,95,-147,-108553,,,,,,,,,,,,1,,,,,
,208,,438,1138,2567,-162377,,,,,,,,,,,,6,,,,,
,-160,10,1750,5160,8890,-104183,,,,,,,,,,,,,,,,,
,300,-9,444,1444,1936,128785,,,,,,,,,,,,-12,,,,,
,-774,-2,25,20,-453,275103,,,,,,,,,,,,-10,,,,,
,152,2,-431,-1154,-2225,304187,,,,,,,,,,,,15,,,,,
,-175,-31,-1784,-5317,-8032,21240,,,,,,,,,,,,5,,,,,
,914,11,-481,-1449,-1796,-329498,,,,,,,,,,,,-9,,,,,
,-838,-11,-13,13,-283,-306635,,,,,,,,,,,,3,,,,,
,760,1,462,1274,1663,-143204,,,,,,,,,,,,3,,,,,
,-550,-1,1837,5358,8339,122649,,,,,,,,,,,,-7,,,,,
,528,12,438,1319,2606,248630,,,,,,,,,,,,9,,,,,
,-581,-34,-33,-101,433,101660,,,,,,,,,,,,,,,,,
,-554,2,-471,-1243,-2301,102400,,,,,,,,,,,,4,,,,,
,590,20,-1778,-5235,-8972,34235,,,,,,,,,,,,1,,,,,
,-605,-31,-406,-1402,-2692,-111585,,,,,,,,,,,,-12,,,,,
,1536,1,-5,485,1487,-155856,,,,,,,,,,,,,,,,,
,-1501,-1,414,563,1415,-309538,,,,,,,,,,,,-1,,,,,
,105,1,1774,5451,8632,-83298,,,,,,,,,,,,6,,,,,
,58,,482,1426,1741,256832,,,,,,,,,,,,2,,,,,
,29,,21,97,-203,329813,,,,,,,,,,,,-7,,,,,
,376,-1,-460,-1322,-1650,239402,,,,,,,,,,,,3,,,,,
,-462,-19,-1810,-5300,-7998,-126181,,,,,,,,,,,,1,,,,,
,-44,2,-466,-1356,-2457,-307224,,,,,,,,,,,,2,,,,,
,494,-2,16,19,-420,-176860,,,,,,,,,,,,-1,,,,,
,-64,-10,483,1347,1884,-82621,,,,,,,,,,,,-2,,,,,
,-353,,1794,5137,8834,67372,,,,,,,,,,,,,,,,,
,13,,408,1328,2684,102495,,,,,,,,,,,,-3,,,,,
,62,10,-22,35,-179,120289,,,,,,,,,,,,5,,,,,
,416,-10,-435,-1225,-2510,234140,,,,,,,,,,,,-6,,,,,
,-333,-2,-1763,-5137,-8720,94003,,,,,,,,,,,,-3,,,,,
,-264,2,-450,-1438,-1856,-151776,,,,,,,,,,,,-1,,,,,
,44,-21,-33,-133,482,-323629,,,,,,,,,,,,13,,,,,
,442,-12,442,1268,1927,-297257,,,,,,,,,,,,-6,,,,,
,61,2,1820,5289,8044,49676,,,,,,,,,,,,3,,,,,
,383,,468,1506,1921,316732,,,,,,,,,,,,-5,,,,,
,2339,-6,8,-47,391,280090,,,,,,,,,,,,3,,,,,
,-3337,16,-483,-1365,-1560,94814,,,,,,,,,,,,-1,,,,,
,653,-2,-1817,-5193,-8614,-120983,,,,,,,,,,,,6,,,,,
,-23,-9,-431,-1388,-2726,-176297,,,,,,,,,,,,-10,,,,,
,1017,2,35,60,-320,-112505,,,,,,,,,,,,-1,,,,,
,-733,-3,450,1146,2308,-146353,,,,,,,,,,,,9,,,,,
,-492,-18,1749,5542,9820,-58845,,,,,,,,,,,,6,,,,,
,128,-11,444,925,1118,90460,,,,,,,,,,,,-2,,,,,
,818,,30,198,-130,242973,,,,,,,,,,,,-7,,,,,
,-519,16,-428,-1124,-2311,300633,,,,,,,,,,,,4,,,,,
,-526,-17,-1804,-5296,-8159,54163,,,,,,,,,,,,-15,,,,,
,423,7,-463,-1496,-1721,-300662,,,,,,,,,,,,14,,,,,
,-524,-6,-39,19,-130,-333034,,,,,,,,,,,,-1,,,,,
,34,-21,476,1259,1666,-169490,,,,,,,,,,,,6,,,,,
,341,-4,1838,5355,8249,122317,,,,,,,,,,,,-9,,,,,
,-298,3,451,1345,2426,282541,,,,,,,,,,,,,,,,,
,25,22,-26,-84,555,131229,,,,,,,,,,,,5,,,,,
,1744,-11,-477,-1239,-2126,77398,,,,,,,,,,,,,,,,,
,-1180,11,-1780,-5250,-8986,7864,,,,,,,,,,,,-3,,,,,
,-306,-29,-411,-1256,-2509,-104357,,,,,,,,,,,,-1,,,,,
,160,-1,5,-29,322,-145471,,,,,,,,,,,,7,,,,,
,1399,,421,1123,2601,-275429,,,,,,,,,,,,13,,,,,
,-1975,,1769,5252,8395,-102446,,,,,,,,,,,,-13,,,,,
,340,-26,457,1438,1791,227227,,,,,,,,,,,,-11,,,,,
,-9,25,23,91,-308,324314,,,,,,,,,,,,3,,,,,
,212,-23,-448,-1309,-1830,271476,,,,,,,,,,,,2,,,,,
,-434,-15,-1825,-5341,-7936,-91910,,,,,,,,,,,,-7,,,,,
,-169,29,-461,-1349,-2242,-329445,,,,,,,,,,,,10,,,,,
,158,-34,10,3,-481,-205822,,,,,,,,,,,,2,,,,,
,287,-1,499,1349,1800,-89704,,,,,,,,,,,,-1,,,,,
,-397,4,1793,4994,8311,87315,,,,,,,,,,,,-5,,,,,
,-141,16,414,1945,3981,140581,,,,,,,,,,,,,,,,,
,142,-13,-26,-576,-1140,111169,,,,,,,,,,,,7,,,,,
,265,-5,-445,-1122,-2292,193963,,,,,,,,,,,,-2,,,,,
,-214,-12,-1760,-5104,-8739,87084,,,,,,,,,,,,-15,,,,,
,391,9,-429,-1405,-2017,-127431,,,,,,,,,,,,2,,,,,
,121,2,-21,-104,570,-290338,,,,,,,,,,,,2,,,,,
,-984,-2,414,1290,2138,-321060,,,,,,,,,,,,18,,,,,
,783,-26,1800,5223,8012,15746,,,,,,,,,,,,-12,,,,,
,-750,12,486,1507,1892,307126,,,,,,,,,,,,2,,,,,
,2,-13,18,,197,306630,,,,,,,,,,,,-2,,,,,
,33,-3,-478,-1395,-1509,131012,,,,,,,,,,,,-4,,,,,
,1007,,-1810,-5227,-8466,-139585,,,,,,,,,,,,3,,,,,
,309,3,-451,-1371,-2691,-207375,,,,,,,,,,,,3,,,,,
,914,-16,41,92,-321,-122654,,,,,,,,,,,,5,,,,,
,-1116,13,472,1252,2285,-107003,,,,,,,,,,,,-7,,,,,
,-98,-28,1775,5129,9052,-48382,,,,,,,,,,,,1,,,,,
,-677,-2,409,1398,2241,79468,,,,,,,,,,,,1,,,,,
,-114,-3,-15,-13,-486,216733,,,,,,,,,,,,-4,,,,,
,208,23,-416,-1143,-2375,292561,,,,,,,,,,,,-4,,,,,
,-59,-26,-1773,-5222,-8313,82015,,,,,,,,,,,,5,,,,,
,351,-8,-484,-1517,-1692,-262817,,,,,,,,,,,,4,,,,,
,250,14,-34,14,59,-353457,,,,,,,,,,,,4,,,,,
,-897,-11,470,1263,1702,-206506,,,,,,,,,,,,-3,,,,,
,2176,10,1834,5301,8112,105166,,,,,,,,,,,,2,,,,,
,-1780,-17,470,1397,2284,300310,,,,,,,,,,,,3,,,,,
,-444,7,-31,-232,302,155734,,,,,,,,,,,,-7,,,,,
,127,-17,-483,-716,-908,85178,,,,,,,,,,,,-3,,,,,
,457,-3,-1792,-5817,-10021,-24508,,,,,,,,,,,,-8,,,,,
,-446,-1,-424,-1107,-2245,-119964,,,,,,,,,,,,8,,,,,
,125,,28,38,134,-124253,,,,,,,,,,,,8,,,,,
,-107,-1,429,1116,2666,-240363,,,,,,,,,,,,-6,,,,,
,117,1,1764,5210,8586,-120137,,,,,,,,,,,,,,,,,
,-184,4,449,1430,1767,190940,,,,,,,,,,,,-2,,,,,
,802,-3,29,83,-370,309987,,,,,,,,,,,,12,,,,,
,812,-19,-438,-1222,-1922,294091,,,,,,,,,,,,-4,,,,,
,-1045,,-1823,-5350,-7912,-49816,,,,,,,,,,,,-7,,,,,
,-154,,-467,-1383,-2145,-341152,,,,,,,,,,,,-8,,,,,
,-234,-8,-2,9,-401,-241122,,,,,,,,,,,,8,,,,,
,-125,7,476,1289,1690,-107685,,,,,,,,,,,,1,,,,,
,131,,1816,5299,8649,110249,,,,,,,,,,,,-6,,,,,
,-59,-23,443,1313,2759,174750,,,,,,,,,,,,-6,,,,,
,-231,24,-40,-36,108,85998,,,,,,,,,,,,6,,,,,
,-32,-8,-460,-1273,-2472,170400,,,,,,,,,,,,10,,,,,
,-42,-35,-1765,-5153,-8866,76605,,,,,,,,,,,,-6,,,,,
,1614,3,-423,-1331,-2207,-105028,,,,,,,,,,,,-5,,,,,
,-1321,32,-14,-116,576,-249359,,,,,,,,,,,,,,,,,
,272,-29,417,1226,2286,-332893,,,,,,,,,,,,8,,,,,
,-74,-20,1807,5240,8082,-21424,,,,,,,,,,,,-6,,,,,
,-168,14,486,1498,1802,290300,,,,,,,,,,,,-7,,,,,
,705,6,14,46,70,323985,,,,,,,,,,,,-10,,,,,
,-522,-21,-479,-1624,-1943,165144,,,,,,,,,,,,15,,,,,
,108,15,-1830,-4639,-7125,-144414,,,,,,,,,,,,7,,,,,
,-168,-31,-451,-1887,-3644,-223422,,,,,,,,,,,,-8,,,,,
,189,-1,37,176,-207,-148924,,,,,,,,,,,,4,,,,,
,739,2,477,1305,2178,-92087,,,,,,,,,,,,15,,,,,
,-1064,-11,1771,5141,9104,-8717,,,,,,,,,,,,-5,,,,,
,2569,13,418,1360,2367,70246,,,,,,,,,,,,-5,,,,,
,-2287,2,-5,37,-360,179234,,,,,,,,,,,,-1,,,,,
,-686,-15,-430,-1188,-2482,277064,,,,,,,,,,,,3,,,,,
,701,12,-1759,-5179,-8476,99958,,,,,,,,,,,,-7,,,,,
,-17,-1,-459,-1505,-1705,-219092,,,,,,,,,,,,-7,,,,,
,-543,-14,-50,-26,239,-357358,,,,,,,,,,,,5,,,,,
,-64,1,444,1263,1758,-244050,,,,,,,,,,,,5,,,,,
,95,-18,1831,5302,8102,88206,,,,,,,,,,,,-5,,,,,
,197,-13,478,1463,2153,314665,,,,,,,,,,,,-7,,,,,
,-114,10,-13,-110,526,212651,,,,,,,,,,,,3,,,,,
,-21,,-491,-1322,-1825,62255,,,,,,,,,,,,-2,,,,,
,-92,,-1793,-5199,-8819,-58982,,,,,,,,,,,,15,,,,,
,271,1,-403,-1308,-2641,-130170,,,,,,,,,,,,3,,,,,
,-133,1,25,66,-47,-113377,,,,,,,,,,,,-7,,,,,
,-207,-2,432,1136,2673,-201522,,,,,,,,,,,,-1,,,,,
,999,-3,1746,5201,8733,-122030,,,,,,,,,,,,5,,,,,
,-680,16,443,1411,1813,154802,,,,,,,,,,,,-6,,,,,
,-386,-17,22,40,-408,293207,,,,,,,,,,,,6,,,,,
,1053,-10,-435,-1197,-2084,305047,,,,,,,,,,,,-2,,,,,
,-906,8,-1802,-5348,-7977,-7165,,,,,,,,,,,,9,,,,,
,814,11,-464,-1612,-2330,-350964,,,,,,,,,,,,-11,,,,,
,-710,-3,-25,654,840,-258977,,,,,,,,,,,,3,,,,,
,475,-11,488,680,540,-125798,,,,,,,,,,,,1,,,,,
,-79,-19,1821,5475,8757,113424,,,,,,,,,,,,-3,,,,,
,-417,2,441,1322,2741,212843,,,,,,,,,,,,-12,,,,,
,-230,-2,-46,-37,307,89869,,,,,,,,,,,,8,,,,,
,227,-1,-477,-1212,-2404,135592,,,,,,,,,,,,4,,,,,
,19,2,-1751,-5206,-8877,60529,,,,,,,,,,,,-12,,,,,
,423,-1,-413,-1328,-2342,-95436,,,,,,,,,,,,7,,,,,
,-210,-1,-10,-98,504,-207339,,,,,,,,,,,,6,,,,,
,-166,3,425,1196,2439,-327070,,,,,,,,,,,,-1,,,,,
,947,-32,1776,5258,8158,-56441,,,,,,,,,,,,,,,,,
,-1045,29,487,1453,1763,272278,,,,,,,,,,,,-1,,,,,
,71,-33,11,78,-113,330687,,,,,,,,,,,,4,,,,,
,-12,33,-466,-1357,-1571,214407,,,,,,,,,,,,-7,,,,,
,590,-26,-1825,-5288,-8091,-137746,,,,,,,,,,,,-2,,,,,
,-477,-7,-444,-1350,-2554,-276869,,,,,,,,,,,,5,,,,,
,160,7,16,26,-442,-158377,,,,,,,,,,,,-3,,,,,
,457,-3,488,1324,1991,-87661,,,,,,,,,,,,5,,,,,
,-515,3,1789,5132,8991,31079,,,,,,,,,,,,-7,,,,,
,1336,-16,410,1357,2522,80397,,,,,,,,,,,,-3,,,,,
,-1560,-2,-24,29,-265,144635,,,,,,,,,,,,10,,,,,
,940,-20,-416,-1231,-2506,257180,,,,,,,,,,,,7,,,,,
,-973,,-1770,-5113,-8592,102456,,,,,,,,,,,,-12,,,,,
,626,-10,-445,-1503,-1815,-178928,,,,,,,,,,,,8,,,,,
,675,1,-47,-103,336,-344536,,,,,,,,,,,,7,,,,,
,-317,,437,1246,1770,-290534,,,,,,,,,,,,-15,,,,,
,-730,13,1823,5662,8821,89875,,,,,,,,,,,,,,,,,
,-276,-14,477,1004,1076,309813,,,,,,,,,,,,-3,,,,,
,1541,1,-3,68,778,246095,,,,,,,,,,,,9,,,,,
,-1102,5,-489,-1306,-1629,76857,,,,,,,,,,,,3,,,,,
,-557,-22,-1815,-5213,-8736,-90995,,,,,,,,,,,,-9,,,,,
,-258,,-413,-1324,-2655,-151188,,,,,,,,,,,,-9,,,,,
,555,-15,53,70,-193,-108822,,,,,,,,,,,,16,,,,,
,107,13,437,1139,2528,-161751,,,,,,,,,,,,7,,,,,
,-162,1,1749,5166,8903,-110167,,,,,,,,,,,,-10,,,,,
,97,1,421,1439,1927,118296,,,,,,,,,,,,6,,,,,
,-108,-14,23,13,-452,269909,,,,,,,,,,,,-1,,,,,
,53,1,-402,-1137,-2202,308550,,,,,,,,,,,,-6,,,,,
,-205,-23,-1815,-5321,-8055,33001,,,,,,,,,,,,12,,,,,
,501,1,-464,-1474,-1815,-322403,,,,,,,,,,,,-11,,,,,
,-593,,-25,47,-228,-310743,,,,,,,,,,,,-2,,,,,
,409,,465,1260,1660,-149449,,,,,,,,,,,,2,,,,,
,-573,4,1824,5344,8323,119489,,,,,,,,,,,,-9,,,,,
,428,-1,448,1314,2591,250704,,,,,,,,,,,,11,,,,,
,191,-13,-43,-78,444,108159,,,,,,,,,,,,1,,,,,
,1493,14,-475,-1233,-2281,103690,,,,,,,,,,,,-6,,,,,
,-1967,-13,-1766,-5214,-8903,36339,,,,,,,,,,,,7,,,,,
,-28,-22,-402,-1280,-2456,-96231,,,,,,,,,,,,4,,,,,
,106,2,-5,-71,364,-170860,,,,,,,,,,,,-14,,,,,
,17,16,402,1160,2615,-305245,,,,,,,,,,,,-6,,,,,
,-64,-16,1770,5025,7831,-96437,,,,,,,,,,,,5,,,,,
,134,2,480,2098,2961,253517,,,,,,,,,,,,13,,,,,
,3401,-3,43,-484,-1340,344150,,,,,,,,,,,,-4,,,,,
,-3848,1,-458,-1180,-1419,244104,,,,,,,,,,,,-5,,,,,
,664,-8,-1827,-5308,-7888,-115722,,,,,,,,,,,,11,,,,,
,-55,,-469,-1355,-2456,-310763,,,,,,,,,,,,-12,,,,,
,125,-25,20,10,-454,-183016,,,,,,,,,,,,-7,,,,,
,218,24,480,1357,1894,-88026,,,,,,,,,,,,8,,,,,
,221,-21,1804,5192,8846,69445,,,,,,,,,,,,-9,,,,,
,-700,1,417,1291,2654,104918,,,,,,,,,,,,5,,,,,
,,-17,-23,19,-131,113627,,,,,,,,,,,,10,,,,,
,411,16,-432,-1257,-2535,230268,,,,,,,,,,,,-4,,,,,
,-436,,-1765,-5100,-8693,99897,,,,,,,,,,,,5,,,,,
,57,1,-443,-1447,-1928,-143725,,,,,,,,,,,,-13,,,,,
,-137,-4,-40,-91,536,-318551,,,,,,,,,,,,9,,,,,
,-142,-9,438,1264,1956,-305974,,,,,,,,,,,,15,,,,,
,437,-15,1814,5249,8036,39970,,,,,,,,,,,,-15,,,,,
,-11,-3,477,1484,1909,313389,,,,,,,,,,,,-7,,,,,
,303,-14,3,-44,319,285238,,,,,,,,,,,,7,,,,,
,-776,17,-483,-1331,-1520,103776,,,,,,,,,,,,-5,,,,,
,633,-15,-1815,-5224,-8595,-119595,,,,,,,,,,,,6,,,,,
,34,12,-425,-1371,-2708,-179190,,,,,,,,,,,,8,,,,,
,-101,-1,37,122,-230,-113857,,,,,,,,,,,,-6,,,,,
,902,-11,450,1183,2404,-129301,,,,,,,,,,,,-9,,,,,
,-1428,-22,1757,5146,9011,-77918,,,,,,,,,,,,-5,,,,,
,1031,22,428,1388,1980,93704,,,,,,,,,,,,6,,,,,
,12,,8,-116,-684,229414,,,,,,,,,,,,9,,,,,
,6467,5,-399,-610,-1279,324032,,,,,,,,,,,,1,,,,,
,-3710,-14,-1799,-5842,-9302,60861,,,,,,,,,,,,-4,,,,,
,-3386,-8,-485,-1322,-1374,-297256,,,,,,,,,,,,-13,,,,,
,-331,-14,-30,30,-74,-336745,,,,,,,,,,,,8,,,,,
,607,13,478,1280,1663,-177183,,,,,,,,,,,,-12,,,,,
,3020,10,1841,5351,8234,115270,,,,,,,,,,,,11,,,,,
,-2561,-28,444,1363,2456,283024,,,,,,,,,,,,6,,,,,
,928,17,-26,-124,544,140895,,,,,,,,,,,,,,,,,
,-2040,19,-485,-1245,-2146,77322,,,,,,,,,,,,-8,,,,,
,2152,-26,-1790,-5234,-8954,6370,,,,,,,,,,,,-4,,,,,
,15,2,-400,-1254,-2496,-103935,,,,,,,,,,,,4,,,,,
,-2480,-42,11,-31,240,-142103,,,,,,,,,,,,2,,,,,
,389,13,432,1128,2663,-274690,,,,,,,,,,,,1,,,,,
,50,-8,1757,5264,8459,-111213,,,,,,,,,,,,-3,,,,,
,1036,,456,1410,1726,219113,,,,,,,,,,,,4,,,,,
,-1208,-20,34,89,-300,321785,,,,,,,,,,,,-6,,,,,
,110,20,-441,-1275,-1835,277369,,,,,,,,,,,,-5,,,,,
,345,-20,-1825,-5345,-7938,-81614,,,,,,,,,,,,8,,,,,
,-380,,-474,-1356,-2255,-329081,,,,,,,,,,,,9,,,,,
,41,-35,21,12,-444,-210919,,,,,,,,,,,,1,,,,,
,202,35,481,1329,1790,-96603,,,,,,,,,,,,-11,,,,,
,-80,7,1803,5210,8711,94873,,,,,,,,,,,,-7,,,,,
,,-42,417,1292,2745,139871,,,,,,,,,,,,8,,,,,
,159,35,-29,23,-17,95150,,,,,,,,,,,,2,,,,,
,-219,-49,-447,-1295,-2575,201396,,,,,,,,,,,,1,,,,,
,4,1,-1737,-5193,-8933,75961,,,,,,,,,,,,,,,,,
,-81,-4,-444,-949,-1192,-93892,,,,,,,,,,,,-10,,,,,
,-249,16,-42,-627,-473,-287911,,,,,,,,,,,,-1,,,,,
,1535,-26,419,1441,2491,-329225,,,,,,,,,,,,14,,,,,
,-1120,-1,1811,5239,8080,12134,,,,,,,,,,,,5,,,,,
,3415,9,493,1472,1832,304571,,,,,,,,,,,,-1,,,,,
,-3138,-1,21,34,188,309967,,,,,,,,,,,,-11,,,,,
,-219,3,-494,-1380,-1492,139933,,,,,,,,,,,,14,,,,,
,-256,-13,-1837,-5254,-8468,-139035,,,,,,,,,,,,-8,,,,,
,1861,,-431,-1372,-2658,-211418,,,,,,,,,,,,-10,,,,,
,-2155,-19,32,107,-350,-124331,,,,,,,,,,,,4,,,,,
,115,18,468,1244,2255,-103404,,,,,,,,,,,,-3,,,,,
,-153,-19,1769,5126,9101,-42606,,,,,,,,,,,,,,,,,
,-53,-12,410,1394,2216,77765,,,,,,,,,,,,-3,,,,,
,-144,12,11,17,-418,211403,,,,,,,,,,,,11,,,,,
,148,-10,-402,-1159,-2429,290819,,,,,,,,,,,,6,,,,,
,902,11,-1793,-5232,-8360,87597,,,,,,,,,,,,-13,,,,,
,-589,-11,-469,-1488,-1648,-255051,,,,,,,,,,,,,,,,,
,777,-21,-30,-15,98,-353259,,,,,,,,,,,,4,,,,,
,-1015,1,459,1250,1671,-212996,,,,,,,,,,,,-5,,,,,
,191,19,1827,5333,8124,101842,,,,,,,,,,,,6,,,,,
,284,-31,462,1430,2312,306004,,,,,,,,,,,,2,,,,,
,-205,12,-26,-142,550,177422,,,,,,,,,,,,-6,,,,,
,-14,-12,-487,-1248,-1942,63398,,,,,,,,,,,,9,,,,,
,-128,29,-1794,-5239,-8895,-26744,,,,,,,,,,,,3,,,,,
,38,-29,-393,-1507,-3027,-125026,,,,,,,,,,,,-8,,,,,
,538,1,12,688,1285,-115542,,,,,,,,,,,,7,,,,,
,-609,-20,439,538,1597,-220339,,,,,,,,,,,,,,,,,
,241,17,1761,5352,8875,-135051,,,,,,,,,,,,4,,,,,
,-62,3,445,1452,1837,184224,,,,,,,,,,,,4,,,,,
,-270,-31,30,78,-391,308659,,,,,,,,,,,,-12,,,,,
,144,12,-433,-1226,-1989,299392,,,,,,,,,,,,-6,,,,,
,238,-11,-1815,-5367,-7930,-40684,,,,,,,,,,,,2,,,,,
,17,11,-473,-1364,-2074,-341409,,,,,,,,,,,,4,,,,,
,1998,-17,-2,-18,-412,-247030,,,,,,,,,,,,-2,,,,,
,537,3,485,1341,1754,-110399,,,,,,,,,,,,-8,,,,,
,-1931,3,1805,5275,8523,117072,,,,,,,,,,,,4,,,,,
,-653,-16,417,1277,2760,182005,,,,,,,,,,,,1,,,,,
,-65,-5,-22,-25,161,83257,,,,,,,,,,,,1,,,,,
,-558,-10,-450,-1235,-2424,163441,,,,,,,,,,,,4,,,,,
,418,-2,-1755,-5153,-8885,76150,,,,,,,,,,,,2,,,,,
,183,17,-428,-1349,-2232,-97880,,,,,,,,,,,,2,,,,,
,2294,-13,-24,-132,555,-239937,,,,,,,,,,,,-5,,,,,
,-2427,-3,415,1239,2347,-333786,,,,,,,,,,,,5,,,,,
,-36,13,1805,5245,8115,-23871,,,,,,,,,,,,-7,,,,,
,298,-33,482,1457,1733,291096,,,,,,,,,,,,10,,,,,
,-407,19,21,86,60,328915,,,,,,,,,,,,-1,,,,,
,-226,3,-481,-1381,-1504,182108,,,,,,,,,,,,-6,,,,,
,-170,-30,-1830,-5268,-8284,-143673,,,,,,,,,,,,1,,,,,
,573,9,-444,-1352,-2600,-247132,,,,,,,,,,,,3,,,,,
,660,-11,31,30,-460,-139438,,,,,,,,,,,,-10,,,,,
,-1026,-1,461,1145,1842,-100802,,,,,,,,,,,,3,,,,,
,54,12,1782,5685,10100,22145,,,,,,,,,,,,-2,,,,,
,169,-10,416,783,1274,68371,,,,,,,,,,,,5,,,,,
,1639,10,-13,188,-34,167794,,,,,,,,,,,,4,,,,,
,-1512,-1,-408,-1169,-2398,274224,,,,,,,,,,,,1,,,,,
,-63,-9,-1766,-5166,-8491,99485,,,,,,,,,,,,-3,,,,,
,-138,,-452,-1453,-1668,-210369,,,,,,,,,,,,2,,,,,
,78,-20,-35,-87,190,-353422,,,,,,,,,,,,-15,,,,,
