Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,-924,-12,-5,-9,-2,-3,-15,3,3,9,9,-3,-9,7,2,-1,-3,8,,,,,
,-111,-18,5,5,10,7,16,-10,-9,8,-5,-5,-2,-10,-2,-2,2,6,,,,,
,-14,-1,12,-11,-8,9,-1,6,1,-3,-6,5,-2,-2,-8,-5,-7,-6,,,,,
,178,,5,-1,2,-8,-7,-17,7,-3,4,9,,14,-4,4,-2,12,,,,,
,2010,1,,,-2,-6,9,2,4,15,5,8,1,-19,2,1,14,-5,,,,,
,-1726,16,-11,18,5,3,-6,13,-4,5,6,-2,2,3,9,10,-7,-3,,,,,
,-304,-18,-9,-2,3,12,-1,-12,9,-2,8,-11,-6,5,3,-6,3,-12,,,,,
,125,18,,-11,2,-9,13,1,-6,-2,-1,-7,6,-4,-4,-12,2,-2,,,,,
,79,-30,,8,,-2,-1,16,9,-3,-2,2,11,11,-7,12,-7,10,,,,,
,-247,8,1,6,-8,-9,-4,-2,-9,10,-3,9,-1,1,-5,1,-5,2,,,,,
,-64,-10,7,-9,-11,11,-3,-4,-2,-13,-8,2,,9,11,9,15,3,,,,,
,2455,-1,-9,-3,2,6,-9,-9,12,-13,,7,-3,-8,1,-7,,3,,,,,
,-1931,17,-3,-8,,-15,-1,3,-7,4,8,-8,-2,-7,-1,-1,-2,7,,,,,
,-168,-8,3,12,4,6,-1,,,2,-1,-1,-2,-2,-7,-2,-1,-9,,,,,
,-185,4,5,-1,6,-3,10,1,8,12,11,5,-1,,2,1,2,14,,,,,
,50,-2,16,2,-8,-3,-6,14,-5,3,-10,-6,-2,-2,19,-11,-5,-12,,,,,
,-32,,-4,-3,-2,5,-18,-12,-12,-8,-10,-15,-3,-1,-13,-2,-6,-3,,,,,
,-5,5,-21,-3,-1,-6,7,-20,9,-12,-1,6,9,4,-3,10,2,5,,,,,
,-113,3,10,,10,,11,19,5,12,18,7,-1,-5,5,-2,-1,-7,,,,,
,-33,-29,7,4,5,9,,,-9,-2,-9,1,-9,,-8,10,1,-8,,,,,
,438,-2,-7,7,-6,7,-13,-9,11,-4,1,-6,1,1,-5,-10,4,2,,,,,
,-411,-1,7,5,6,-2,12,5,-6,3,3,2,2,10,11,4,-3,4,,,,,
,68,21,1,9,,-2,3,1,-7,5,-3,9,6,,1,1,13,2,,,,,
,1702,1,-6,-12,,5,-8,8,-1,2,-7,3,-2,-3,3,9,1,-5,,,,,
,-1783,-2,6,9,-1,-5,13,6,8,7,-5,-8,-8,-10,-5,-16,-10,,,,,,
,113,-19,-5,-13,-10,-11,,-8,-3,-9,17,6,10,15,,1,8,11,,,,,
,-123,-1,-6,-16,11,-7,-8,,-7,-7,-10,-13,-8,2,-5,-5,11,6,,,,,
,326,-1,-6,9,-3,6,4,-7,-4,-4,11,-7,2,,,6,-12,,,,,,
,1836,16,10,3,-2,9,-3,4,6,-1,-5,12,1,-7,8,12,-5,-5,,,,,
,-1576,-25,6,2,12,3,-6,-6,13,12,-11,7,-10,2,-2,-7,5,-7,,,,,
,-523,9,-26,-14,-6,-5,-14,-6,-19,-7,,-6,12,11,2,,-11,1,,,,,
,-53,,4,11,-5,-3,17,11,18,-5,5,2,3,-13,7,2,11,7,,,,,
,-22,,15,1,-3,5,2,13,-5,11,10,3,5,5,-1,6,-3,2,,,,,
,95,-32,5,-8,,2,-6,-19,-12,2,-14,-1,,,-3,-9,1,-2,,,,,
,32,-4,-1,-1,-5,-5,-1,7,1,11,,-2,-6,,-6,-4,-8,-4,,,,,
,-52,10,-1,1,2,-2,8,1,-6,-12,3,2,-4,-12,-1,-5,-5,-7,,,,,
,-78,-6,-9,-5,-4,13,6,5,10,-7,4,8,8,4,8,-2,13,-2,,,,,
,31,,-2,-2,5,-4,-7,-5,13,-5,5,-2,-9,,-10,10,4,1,,,,,
,-59,6,13,5,2,-7,6,,-8,-2,1,-5,-4,5,1,-3,-1,11,,,,,
,350,2,1,-5,-3,-12,-6,-3,-17,-2,-14,-5,4,-4,1,6,-14,,,,,,
,-299,-2,-3,12,-4,12,7,1,4,14,7,11,7,-1,1,11,8,-3,,,,,
,-32,-3,-10,-2,6,-4,10,6,14,-2,4,4,,5,1,-10,3,1,,,,,
,1885,-17,-9,3,6,5,-12,-17,6,-10,2,-1,2,,-7,-8,-8,-9,,,,,
,91,14,3,4,-8,,-8,-2,-9,-7,-3,-4,9,-1,9,-1,,,,,,,
,-1117,32,15,1,7,-3,1,7,-1,10,-9,-4,-5,-16,5,-2,2,-11,,,,,
,-932,-64,-4,-5,-2,2,9,2,5,3,7,-12,-7,6,-8,,-2,3,,,,,
,476,18,-12,2,-2,5,1,13,13,2,-6,-5,-15,-3,-11,5,-15,7,,,,,
,-23,-18,17,-7,-3,-1,-15,1,-10,-5,6,5,12,,-9,-8,17,-3,,,,,
,-422,3,9,10,14,8,6,-12,5,19,1,15,14,11,7,6,8,15,,,,,
,109,-3,-13,-6,-12,-2,-8,,-15,-14,-11,-7,-16,12,8,,,-3,,,,,
,-51,3,-1,-6,-11,-14,15,1,-7,-2,-1,-10,-1,1,11,,1,2,,,,,
,1874,-3,14,7,14,-2,,7,10,3,-11,,-7,-15,,-4,-14,-6,,,,,
,-1812,29,-4,6,-5,7,-8,-2,8,1,12,12,4,-5,-1,5,5,1,,,,,
,-2,-37,-4,-6,11,4,5,4,-4,1,12,-7,14,6,-7,-9,-9,-17,,,,,
,-121,8,-13,6,-7,-7,5,1,-9,-4,-14,-4,-3,-6,-5,1,9,11,,,,,
,2730,,12,5,-9,-1,8,-3,2,4,5,-1,-15,8,8,5,9,2,,,,,
,-2193,-30,10,-13,-4,4,-13,-8,-3,,2,,7,-2,3,-3,-1,-3,,,,,
,-457,,-10,-4,11,5,-2,13,9,-6,7,10,5,-1,-7,4,-9,-12,,,,,
,-111,22,-7,-3,8,-6,5,-2,-4,6,13,-3,-4,-4,-2,6,1,7,,,,,
,165,-6,4,4,9,10,-1,-3,6,-3,-12,,2,5,1,-4,-4,10,,,,,
,-82,-26,-5,-2,-4,-7,6,-5,-11,10,-8,-2,1,2,1,3,9,6,,,,,
,-110,13,-10,7,-9,-20,,-3,-10,-11,8,10,7,-4,-3,13,3,-3,,,,,
,71,4,16,15,-3,23,-3,8,27,5,-10,,4,-1,-1,-2,-12,-11,,,,,
,-1,-17,-5,-13,2,3,-7,1,-4,-4,7,-10,-5,2,3,-12,5,2,,,,,
,287,-8,-3,2,6,-1,18,7,-3,9,12,8,-6,-2,3,1,2,16,,,,,
,-90,9,7,-3,10,-3,4,-10,10,-7,-5,,3,-2,1,2,5,-4,,,,,
,-67,-1,-1,-2,-6,10,-1,-2,-14,2,-12,-7,-9,10,-5,-6,-7,-1,,,,,
,-1,1,2,,-24,-7,-12,,-6,4,-7,-4,,-2,3,1,-3,-10,,,,,
,18,-21,,11,10,,-10,-1,4,-7,,7,7,8,-8,,-4,-1,,,,,
,-36,-2,-11,2,-1,-4,,9,-1,-5,3,,7,-4,18,2,8,-1,,,,,
,589,6,10,-17,-9,-7,-6,-7,-2,-8,4,-1,-10,-9,,,5,10,,,,,
,-709,-2,-2,-5,1,,10,1,9,8,-5,-6,5,1,-15,5,-6,3,,,,,
,458,5,-7,18,19,7,-1,,-2,2,3,-1,-11,-7,8,,2,-3,,,,,
,-464,-4,10,6,,6,2,-12,2,9,1,2,12,8,2,-8,-5,-2,,,,,
,9914,-3,-2,-15,-4,-2,-4,11,-22,-3,3,10,-2,-10,-10,-2,13,4,,,,,
,-3903,4,-1,5,-6,-6,5,8,7,2,3,5,9,5,3,2,-3,5,,,,,
,-3943,14,-5,1,2,-4,-1,-9,-4,3,-8,-5,-17,-5,-2,,-3,-17,,,,,
,-1790,17,7,-1,3,1,-10,-3,2,-12,-9,3,-3,17,-1,3,-2,2,,,,,
,-135,-32,13,-4,5,4,3,,10,6,17,-11,6,-7,-3,-4,-2,16,,,,,
,-155,-12,-15,,8,-12,-11,-7,-3,-12,12,5,9,5,17,10,,-10,,,,,
,102,-14,,-3,-3,7,6,-1,11,8,,-4,2,,-3,7,-10,-5,,,,,
,24,12,12,-11,-30,4,10,2,-11,3,-8,-6,-12,2,-9,-18,15,-5,,,,,
,-28,-17,5,13,2,-2,4,10,3,-3,-10,2,,-3,13,5,4,6,,,,,
,123,-1,-10,3,14,5,4,3,3,13,3,-1,-1,-14,-3,8,3,-6,,,,,
,-124,,-14,-13,-3,-15,-2,,-10,-11,5,-3,11,12,1,,-13,3,,,,,
,-73,-9,55425,55448,55488,55517,55415,55458,55484,55503,55497,55546,55557,55592,55480,55513,55579,55553,,,,,
,-38,10,222800,222922,223156,223288,222831,223018,223186,223216,223164,223343,223448,223387,223037,223221,223473,223343,,,,,
,-59,1,55988,56016,56086,56126,55997,56073,56106,56094,56112,56141,56175,56128,56044,56109,56164,56121,,,,,
,84,5,7,6,13,11,5,-3,10,,4,-1,7,9,-7,8,-1,3,,,,,
,1097,-7,-5,-7,-1,-6,-2,6,-7,-3,-6,-8,7,-2,5,-12,-1,3,,,,,
,-952,-2,,-7,-4,-9,-3,3,-10,9,-11,7,,8,1,-11,8,10,,,,,
,-28,-7,1,1,-12,6,-2,-4,11,-5,,3,-4,-19,3,3,4,-12,,,,,
,-204,-25,1,8,-6,1,5,-9,5,-9,7,5,4,-2,,6,-4,-2,,,,,
,415,26,2,2,12,,-7,-3,-9,2,6,12,-13,19,1,10,-1,-1,,,,,
,-389,-1,-10,-5,-2,-1,-7,6,-7,-8,-6,2,3,1,-6,14,-4,2,,,,,
,138,-33,5,4,-4,4,9,-1,-3,,3,-9,-2,-17,-13,-22,2,-14,,,,,
,5554,29,-14,4,2,-3,-4,-3,13,5,-10,-18,-11,7,8,-18,4,15,,,,,
,-717,-7,8,-3,2,-9,-2,3,4,-4,12,13,4,3,18,15,-8,4,,,,,
,-2510,20,-2,-5,-4,4,-3,1,10,-1,-4,2,12,-6,-1,10,-1,-5,,,,,
,-2009,-3,7,-2,9,-4,6,,1,12,12,-5,-5,-2,-1,-8,-3,10,,,,,
,-434,-26,10,2,-12,12,8,4,7,7,4,-5,-2,8,-8,3,2,,,,,,
,-22,-13,,-12,-3,-4,-8,-14,-16,-9,-10,-4,5,7,8,14,11,-2,,,,,
,-1,12,-12,7,5,6,6,-3,-16,-7,-9,12,2,2,-10,-14,,-5,,,,,
,412,-31,,11,12,,10,15,12,5,15,8,2,-1,3,,-7,4,,,,,
,-410,-3,-3,-10,1,-18,-14,-2,-6,-6,-16,-13,-5,-16,-14,-7,9,-5,,,,,
,-26,22,14,5,7,14,1,9,-5,7,-1,9,8,,9,15,-7,-3,,,,,
,-90,-22,-3,7,,10,-8,-5,5,-3,1,-9,-6,6,2,-3,2,1,,,,,
,194,-13,-2,-8,-5,-13,11,-6,1,5,-2,-1,-9,-3,-6,6,6,3,,,,,
,-129,16,4,6,-1,-9,1,-4,-1,,12,12,3,7,3,-3,-1,6,,,,,
,18,-4,-5,-5,-5,6,-7,2,9,,-6,-5,-3,-5,7,-7,-15,-8,,,,,
,-80,8,,-1,7,3,2,1,5,2,-7,-6,13,-12,2,-7,,,,,,,
,141,-16,8,11,14,-1,11,-8,-3,-7,3,3,-2,5,1,7,-4,4,,,,,
,-72,13,-5,4,-12,4,,14,-2,7,4,1,1,8,-5,2,2,1,,,,,
,-51,-1,4,1,-8,13,-5,7,-2,-4,-6,3,-3,-6,-3,4,13,-16,,,,,
,42,-3,,-13,1,-4,2,-8,8,-3,,-4,-8,-8,,-9,-3,-4,,,,,
,954,16,-1,-10,7,-15,-3,-1,-9,-3,-7,,7,-1,-1,-11,-23,5,,,,,
,-785,-25,-13,15,-12,6,-9,-5,-11,-11,3,10,-2,12,6,1,19,,,,,,
,-107,-19,-1,,,-1,5,-4,3,8,8,-4,8,3,5,15,8,5,,,,,
,-60,2,-4,-2,,6,,3,16,8,15,3,-7,-6,4,-7,-1,2,,,,,
,461,-1,,-7,6,-6,-3,3,-5,-1,-4,-2,8,5,-1,1,-4,11,,,,,
,-285,,15,6,7,-6,-4,-4,,10,-11,-10,-4,-1,-10,-5,-12,-11,,,,,
,-145,-1,4,-2,-1,-1,7,5,4,-9,3,-12,-6,,-8,10,3,-2,,,,,
,-70,-11,4,,-8,-10,7,7,7,,-7,10,3,-3,,10,13,4,,,,,
,6952,16,-6,5,9,20,-4,8,-4,-10,11,12,18,11,12,-5,10,11,,,,,
,-3890,-6,-5,,-5,2,-8,-10,-12,,11,-10,3,5,-8,-2,,6,,,,,
,-2717,-10,3,,-13,-1,-1,-4,5,,-24,-5,-10,-16,-1,-21,-26,-23,,,,,
,-312,,-6,3,8,-12,10,-2,-1,12,5,,-6,11,8,16,-5,5,,,,,
,41,-2,-2,-3,-11,-3,-7,-4,-14,7,,6,-8,-1,7,3,13,4,,,,,
,-105,2,-3,-8,5,6,12,-7,5,-10,1,-14,-8,-6,-22,-16,-2,-8,,,,,
,188,,-2,6,2,,,3,,-15,1,5,8,1,4,1,-2,10,,,,,
,-88,-22,6,6,2,11,-10,6,13,14,10,15,-1,-8,7,9,-6,-12,,,,,
,-138,4,4,-4,-1,14,5,5,-7,6,-8,-7,-8,-9,18,,1,-3,,,,,
,-140,-4,1,-1,-10,-19,7,9,-4,-12,-3,-1,7,10,-14,-2,5,8,,,,,
,292,4,-2,-3,2,-7,-14,-13,3,-14,4,14,20,11,,11,2,7,,,,,
,70,-6,-9,13,3,3,7,-2,1,12,-8,-10,-6,-2,5,-3,-4,-12,,,,,
,1352,2,-6,-17,6,3,-2,-3,-9,11,-4,-6,-4,-3,-6,-1,5,7,,,,,
,-1357,-9,5,-2,12,-2,-3,2,8,4,9,7,-5,,-1,-7,7,9,,,,,
,-55,-1,-3,11,-5,-10,-7,-5,-1,2,-3,-7,-3,-10,1,-9,-3,-11,,,,,
,-32,-18,4,-1,-3,15,1,12,-9,-3,3,-4,-1,,-2,3,6,7,,,,,
,1438,-25,,2,3,,2,2,11,-2,-3,,-1,1,,3,-4,-5,,,,,
,-1443,57,-3,-5,-7,-1,,-3,6,-14,5,5,5,7,8,3,-9,-11,,,,,
,107,-65,13,-5,-3,6,14,2,-8,2,7,7,-6,1,-8,4,21,11,,,,,
,-113,-3,-3,6,9,-2,3,,5,11,,-5,-1,-3,1,-6,-11,1,,,,,
,-98,35,5,-7,-9,6,-15,5,-4,-2,-9,-2,5,-6,-1,-5,-13,-9,,,,,
,61,1,3,15,4,-7,-3,,-1,,-2,12,8,3,9,9,6,10,,,,,
,876,,-8,-1,1,-15,-1,-17,-6,-8,-1,5,-1,2,-8,6,8,1,,,,,
,-931,-35,10,3,1,,6,18,11,4,-9,-13,-3,13,2,2,-4,2,,,,,
,32,38,-8,4,-2,14,1,-6,12,8,-3,6,5,-12,7,-13,-2,,,,,,
,-29,-38,-4,-18,-22,2,,-12,-1,3,8,-8,-10,6,-13,1,5,1,,,,,
,-136,1,-2,-4,-1,-6,-11,5,-9,2,3,8,15,-1,-2,7,-7,-5,,,,,
,1328,-21,6,3,20,-9,2,2,-2,2,5,5,-7,9,13,-1,7,6,,,,,
,837,23,6,6,6,12,12,-2,1,-2,-4,-5,,-2,-1,3,4,-3,,,,,
,-1972,-2,-1,3,-2,2,4,-1,,-3,-2,-6,-8,-12,-12,1,-2,-6,,,,,
,-110,-33,-9,,-3,6,-3,13,5,-19,,-4,12,-8,11,-3,-3,-1,,,,,
,-6,18,3,-2,3,-8,1,-3,-9,,10,10,-8,2,5,-4,-12,8,,,,,
,-22,-19,7,2,-3,-7,3,-4,8,13,8,14,-4,6,-10,-8,10,-4,,,,,
,134,14,2,,9,3,,5,12,-2,-1,-14,,4,-6,9,,4,,,,,
,-196,,-7,6,-6,2,7,-10,-12,5,-21,-3,,-8,10,-5,-10,-11,,,,,
,40,-9,-13,-9,-3,-8,-8,-1,-17,-8,1,,7,12,7,4,11,-5,,,,,
,-7,-8,8,-11,-5,-7,4,-5,,-2,-4,8,2,3,-7,6,-1,4,,,,,
,120,-15,10,14,9,20,1,15,10,4,5,-17,-10,-3,-8,,-2,6,,,,,
,-33,20,-6,-1,1,-20,-11,-7,-3,4,5,2,3,-16,,5,12,-6,,,,,
,-58,-21,-4,-5,,13,-6,,-1,-3,-2,7,3,10,-9,-7,-12,8,,,,,
,22,23,7,-6,-8,-2,7,10,-6,3,9,1,-10,-5,4,-12,-7,-3,,,,,
,78,-21,-2,,8,-7,-8,2,15,-9,2,-4,7,,5,9,2,5,,,,,
,65,-1,-7,-8,9,6,5,-7,7,5,-13,,-10,-1,-1,-2,-6,3,,,,,
,217,-11,2,10,-8,-5,3,-7,-7,-3,11,-7,-5,2,,11,9,-4,,,,,
,-136,13,3,7,-15,-4,9,7,-7,9,-13,7,8,9,2,-15,4,4,,,,,
,-271,-1,-9,-11,8,8,-6,-5,4,4,1,1,11,-1,1,4,-5,4,,,,,
,78,-11,8,4,16,1,-8,-8,-12,3,12,2,-8,-6,-9,10,2,-4,,,,,
,5196,8,3,2,2,8,3,-1,2,,,2,11,-1,5,-8,5,2,,,,,
,-3865,-12,8,15,-10,-5,4,,10,-8,-15,-8,-1,3,8,-6,6,-5,,,,,
,-1420,4,-8,-4,1,6,-10,7,6,-5,-4,-3,-15,-7,5,7,-20,-5,,,,,
,156,,1,-18,-9,-2,-4,14,-4,5,10,-3,12,8,-16,3,9,3,,,,,
,-83,,-1,15,-3,-3,15,-5,-4,,-1,4,-4,3,6,2,3,2,,,,,
,-58,-19,-5,-2,6,-7,1,-10,-4,-7,9,5,4,-2,-1,-20,-3,-12,,,,,
,1500,20,-2,,22,11,-1,10,-1,1,-2,-14,13,-10,2,-2,11,-3,,,,,
,-1474,-3,,10,-13,-3,-3,1,-2,3,-7,11,-12,11,1,14,-8,12,,,,,
,-34,-30,9,-8,-11,-3,-10,-15,3,-2,-1,7,-7,-3,4,4,2,5,,,,,
,-26,2,9,4,5,6,14,14,11,5,-2,3,1,-5,-2,6,11,-13,,,,,
,3456,,-16,-6,-16,-6,-2,-3,-7,-5,7,-11,-1,14,-4,-13,-6,19,,,,,
,-3472,10,4,,6,-2,-4,-16,3,-3,-2,2,4,6,,-3,-2,-6,,,,,
,41,-10,14,-1,20,5,13,12,2,7,-10,3,6,-9,5,14,-3,-7,,,,,
,-5,12,-7,-6,-6,15,-4,3,3,4,3,1,-19,-13,-6,2,-6,7,,,,,
,83,-2,-9,9,-5,-17,-7,-11,2,-11,7,-8,-3,6,-7,-5,7,-7,,,,,
,-140,-31,,5,1,2,11,15,3,15,3,4,10,3,6,-1,-7,11,,,,,
,360,-1,6,-12,-10,-5,-4,3,-9,-7,2,8,-2,-3,-3,-4,11,1,,,,,
,-226,23,2,-7,7,-1,-7,-2,-2,-3,-5,1,,-1,,5,,-11,,,,,
,64,-2,-4,5,5,-5,2,-16,-6,-2,13,-15,9,-1,-1,,-8,,,,,,
,-155,-20,-13,2,-3,16,3,-1,10,-3,-2,-7,-6,6,9,2,16,-1,,,,,
,1851,-11,8,-3,,5,-6,8,-1,2,-7,9,-4,4,-6,-4,-6,7,,,,,
,-1616,33,-4,2,,-5,-7,8,-3,8,5,5,17,3,-5,,-2,8,,,,,
,982,-22,5,-4,1,-8,3,-9,1,,-9,6,-5,-17,,-13,2,-5,,,,,
,-1225,1,5,-1,1,-15,15,-5,-9,-1,-7,-10,-13,-6,4,-2,-20,-11,,,,,
,87,-2,8,7,-4,8,-10,2,-1,-7,18,11,15,17,1,14,16,15,,,,,
,-30,-9,-5,4,,2,3,4,5,11,-13,,-1,8,1,1,7,-4,,,,,
,1642,,-6,3,7,11,-1,-2,-1,-2,,-1,13,-5,7,6,-11,1,,,,,
,105,14,,-4,-6,6,-2,13,3,-14,7,-4,-5,,,-8,-6,-7,,,,,
,-1787,-15,-4,-4,-6,-4,,-4,2,-1,5,5,-15,2,5,8,10,1,,,,,
,-0,2,9,,-3,-6,6,4,-3,6,-6,-14,-2,-2,,1,-3,-3,,,,,
,-55,-20,7,-5,,-3,9,-8,,1,-11,14,-1,-5,-6,-5,-13,-8,,,,,
,642,-1,-3,6,8,3,-15,-6,3,12,4,-2,5,-1,3,-2,16,16,,,,,
,2456,-12,-6,2,,-5,-5,3,-5,-10,4,,-4,,-2,-18,-1,-22,,,,,
,-2233,3,-8,-7,-15,13,-1,-5,,-6,-6,-11,2,-3,3,22,3,10,,,,,
,579,16,4,2,9,-5,13,1,2,-1,2,15,10,12,16,,-11,10,,,,,
,26954,4,,14,15,2,1,13,10,12,-1,-11,-9,-7,-17,-25,-3,-7,,,,,
,-3874,-6,-1,-9,-9,1,2,-1,4,-3,2,-7,-2,-3,-6,16,7,8,,,,,
,-3915,-15,-4,-10,8,-6,,,-13,-5,8,,11,,-11,5,3,-8,,,,,
,-3871,1,12,9,7,5,3,-10,10,18,-5,-3,-7,,9,-11,2,4,,,,,
,-3892,-14,-9,1,-18,,-15,1,-7,-8,-5,12,,-7,8,-4,-7,-3,,,,,
,-3852,10,7,5,7,,-3,10,5,8,2,-6,-1,7,-15,8,-9,2,,,,,
,-3870,-14,9,-3,15,3,3,-6,-17,-7,3,10,-4,7,2,8,3,-7,,,,,
,-3902,26,-4,1,-14,-12,,,2,-8,13,4,-1,5,,-2,7,5,,,,,
,-1228,-12,-55430,-55443,-55499,-55524,-55425,-55468,-55480,-55509,-55498,-55536,-55551,-55588,-55476,-55514,-55580,-55539,,,,,
,-149,-30,-222800,-222912,-223135,-223272,-222830,-223029,-223178,-223196,-223183,-223353,-223453,-223404,-223042,-223228,-223471,-223340,,,,,
,1053,13,-55980,-56035,-56100,-56123,-55991,-56043,-56112,-56096,-56087,-56130,-56169,-56132,-56037,-56093,-56161,-56129,,,,,
,695,1,-2,17,-3,4,14,-7,10,2,2,-4,-3,11,5,-6,-10,-3,,,,,
,-851,2,-2,6,-3,-5,-5,,-7,15,-15,-12,-16,-1,5,6,10,5,,,,,
,2698,-13,5,-23,-11,-10,-6,5,-4,-10,-1,3,3,-7,-13,,-8,-2,,,,,
,-2965,10,-1,5,6,1,-2,-2,-4,-10,5,-4,2,5,,-18,-8,-7,,,,,
,307,-11,,10,11,5,-5,1,7,-2,-5,8,-1,3,,5,12,8,,,,,
,414,-21,-10,2,12,12,-6,10,12,-6,5,3,1,-15,-2,-1,14,2,,,,,
,-831,-2,10,-4,-15,-10,16,,-5,7,4,3,11,3,-6,-4,-1,-13,,,,,
,614,23,-18,-4,-5,1,,-4,-6,9,-10,9,-7,2,5,6,-8,-10,,,,,
,-233,,15,13,8,17,1,-2,7,5,-3,-14,-15,-6,9,-2,-8,9,,,,,
,-854,-31,-6,-6,2,-10,-8,-6,-4,-9,9,-1,19,5,,2,14,6,,,,,
,-3,11,8,-3,2,4,-12,-5,-5,-11,5,5,5,5,-9,8,4,9,,,,,
,-15,,-3,-1,1,-1,11,17,17,8,-20,-7,-27,-5,,-15,-9,-5,,,,,
,2488,-11,-5,1,-22,-8,4,-13,,-3,6,5,7,3,-2,2,-8,-5,,,,,
,-2256,18,5,-3,10,-5,-7,-3,2,3,3,-5,11,,-6,-6,-8,-1,,,,,
,-164,-8,2,-3,2,7,7,-3,-7,-6,-1,-1,5,-3,3,11,14,6,,,,,
,227,-10,-4,-1,-1,-5,-1,11,-3,-3,-6,-7,-10,-10,13,-4,2,-8,,,,,
,-443,,-5,2,11,,-2,5,6,,2,3,-5,-1,-5,11,4,-6,,,,,
,138,-20,,-9,-2,4,-4,-18,-12,1,1,2,2,-3,4,-2,-9,-6,,,,,
,202,19,2,-2,1,1,3,-2,2,2,-3,4,8,17,-15,-7,-4,17,,,,,
,-251,3,12,6,-3,,5,13,2,-1,7,-1,-6,-5,3,4,11,4,,,,,
,130,-21,-7,13,2,-2,16,7,7,9,8,10,1,,5,,,-1,,,,,
,17,-11,-1,-6,3,1,-18,-13,1,-8,-8,-6,12,7,-9,,-5,-8,,,,,
,-37,-3,-2,5,-1,6,-17,-4,-19,-1,16,-6,3,6,4,2,18,24,,,,,
,218,1,1,,6,-12,7,11,5,13,-3,-3,-4,-5,10,14,-3,-6,,,,,
,-376,1,9,-22,-8,3,14,-9,2,,5,6,-9,-8,2,-9,-2,-5,,,,,
,165,-1,2,5,-1,-6,-4,4,8,-10,-12,-8,-13,8,-4,-8,-12,-1,,,,,
,60,2,12,13,1,5,2,16,9,6,-1,4,18,9,5,9,,-10,,,,,
,20,-1,-24,,-5,13,-6,-15,-6,1,-14,-7,-5,-11,-8,-12,,9,,,,,
,610,2,-7,-2,4,-5,-11,-2,-13,-1,2,14,2,-4,5,10,1,1,,,,,
,-748,-21,4,11,-8,-5,6,-6,3,-12,31,,16,-10,-15,-3,,-16,,,,,
,756,-1,3,-7,6,2,15,4,-10,-6,-6,13,-5,16,3,1,-2,11,,,,,
,-841,1,,5,3,-10,-1,-6,6,4,-17,-6,-1,-3,-1,,5,-11,,,,,
,143,-1,5,-8,,5,-4,12,2,8,-3,-17,-9,1,8,2,-5,3,,,,,
,-51,,-12,-17,-3,3,-1,-6,7,7,6,,-3,1,4,-7,-5,-6,,,,,
,18,,5,1,-3,7,-2,-1,-7,-16,7,12,-6,-3,2,5,20,7,,,,,
,-116,-10,2,3,6,-13,-5,3,-2,7,-6,-5,-13,-6,,-1,-9,10,,,,,
,144,,-3,6,-8,3,,-3,5,3,-5,6,6,-3,-6,-1,-7,-7,,,,,
,-38,,-15,-3,10,-1,-3,3,-10,7,8,2,6,12,3,5,5,-5,,,,,
,179,,1,13,,-8,12,6,3,-1,7,-7,7,8,4,4,4,11,,,,,
,-60,11,7,-7,4,7,-12,-11,1,1,-13,5,2,-10,-5,-7,,-6,,,,,
,-84,-11,7,1,-12,6,11,14,-2,-3,13,9,11,-8,16,,-3,9,,,,,
,-86,-21,3,-10,-12,3,-11,-16,-2,-5,-15,-18,1,-5,-8,,,-6,,,,,
,-47,1,-2,18,8,-5,11,3,2,3,-10,-10,-17,13,-10,-18,-7,3,,,,,
,-91,20,-5,,10,14,8,14,8,15,3,16,6,2,-2,8,-7,-4,,,,,
,187,-16,7,-10,-6,-16,-22,-5,-1,-15,5,1,-1,-7,5,8,1,-4,,,,,
,74,-5,5,3,3,-9,-10,6,5,-7,5,-5,1,7,-8,4,3,5,,,,,
,1,-10,-12,-5,1,17,12,-9,-2,11,-3,15,-8,-3,17,-12,3,-7,,,,,
,-167,,6,9,-5,-11,-1,-5,1,-5,4,-1,7,-9,1,14,1,6,,,,,
,229,,-5,6,2,5,14,5,-3,5,,-14,13,10,-4,-10,4,-1,,,,,
,1,9,9,-2,3,5,-16,5,-8,-3,-4,-3,11,-12,-11,-4,-1,-1,,,,,
,-263,5,3,-5,4,16,19,-4,7,-9,-6,6,-11,2,5,5,,3,,,,,
,1870,-14,-3,4,-5,-14,1,5,,-2,-8,-1,-12,7,-3,-6,1,15,,,,,
,-1768,-14,9,2,2,-11,-8,-4,-1,7,12,-8,-1,1,3,11,1,-16,,,,,
,157,-5,,-12,2,-3,-3,-5,7,5,2,-6,11,-1,1,2,-2,-12,,,,,
,710,-1,-2,-4,-4,3,-2,-9,-3,-1,1,9,-17,-4,-3,-4,3,8,,,,,
,-973,,-9,5,2,10,10,21,3,-1,5,,7,-2,-3,-8,4,-3,,,,,
,208,,-4,-8,6,-7,,-5,-10,-5,-20,-8,-11,4,-2,-9,-7,-2,,,,,
,-25,,7,13,-1,2,-5,-2,-4,,-6,11,-2,-5,7,2,-8,2,,,,,
,-120,-10,-12,4,-2,9,3,8,5,12,17,,3,-1,-9,10,14,9,,,,,
