Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,1030,,-4,-8,-5,-14,-6,-13,-8,-12,11,12,-6,-1,-7,-14,-3,-8,,,,,
,-839,,2,5,8,12,10,-6,10,8,20,6,9,3,5,4,8,12,,,,,
,-262,,18,9,13,15,14,11,-7,15,1,-4,-4,-8,9,2,-3,1,,,,,
,-264,,-5,9,8,8,,19,3,15,2,16,18,4,16,5,3,3,,,,,
,108,2,-13,-8,-11,1,10,-8,,-6,2,-9,-4,27,-15,14,14,-3,,,,,
,330,-2,4,3,-2,,-15,-6,5,-7,-13,7,-15,-11,-1,4,6,3,,,,,
,325,-19,19,-10,7,11,-2,-2,12,2,4,-8,8,-6,16,,-8,-8,,,,,
,1056,-3,-24,-15,-7,-22,-3,-8,-18,-17,-15,-7,-8,-3,-17,-22,-22,5,,,,,
,-2235,2,14,27,8,12,11,8,-5,18,14,15,16,21,20,6,22,-2,,,,,
,563,,-4,5,1,-2,2,7,13,-3,5,10,-2,-11,1,12,22,-5,,,,,
,-339,,-18,-10,-2,-12,,-9,-13,-2,-11,-15,1,-11,-32,-8,-22,,,,,,
,1272,-10,3,-4,1,7,-5,-4,-1,7,12,-3,7,10,9,5,-13,10,,,,,
,-1295,-1,10,-6,-19,-8,-25,13,6,-19,-4,5,-17,-6,7,-2,-7,,,,,,
,1455,,30,16,13,10,20,5,13,27,-11,,3,6,10,-8,9,4,,,,,
,-843,-14,-3,17,18,11,13,-3,20,2,13,5,20,5,6,26,31,-2,,,,,
,1338,26,-20,-28,-22,-18,-23,-15,-30,-23,-6,-8,-21,-13,-16,-9,-26,-12,,,,,
,-1123,-12,-7,-19,7,7,-6,-10,-15,2,-4,-14,-5,-2,,-19,-9,8,,,,,
,665,-20,-3,4,-19,-7,-12,-15,,-12,-8,-24,-19,-20,-21,-7,-17,-10,,,,,
,-643,20,15,31,31,16,22,30,16,27,19,44,29,28,31,22,41,5,,,,,
,-182,-22,-19,-16,-20,-10,,2,-11,-23,-25,-19,-10,-6,-16,-13,-19,10,,,,,
,76,23,11,-6,-7,-1,-10,1,-1,4,9,-1,6,-5,12,-4,,-10,,,,,
,-718,-21,-10,-4,-2,-20,-4,-18,-4,-12,-4,,-3,-8,-16,-6,-15,4,,,,,
,616,17,6,-5,2,16,14,7,8,30,6,18,6,14,3,18,6,2,,,,,
,192,-17,27,36,21,25,9,11,17,2,22,14,19,16,8,9,21,-7,,,,,
,4166,,-4,-15,-7,-6,-6,12,-7,-14,-7,-17,-7,-2,-2,-17,7,7,,,,,
,-3175,3,-2,-11,,-5,9,-15,-2,6,4,-3,-3,,4,-2,-11,-12,,,,,
,-1375,-13,-7,3,-11,-18,-5,2,-17,-18,-20,-18,-21,-18,-7,-3,-15,3,,,,,
,541,,-16,4,5,9,-2,11,20,-4,-5,19,1,9,8,15,28,7,,,,,
,-764,10,13,1,26,11,22,-1,10,35,24,14,8,11,7,-5,4,-2,,,,,
,57,-10,3,1,-6,-12,-7,,-12,-10,-1,-2,4,-10,-5,9,-11,-12,,,,,
,1663,,10,2,-8,-4,-16,-2,,3,3,-6,7,5,-3,4,-11,6,,,,,
,-1013,8,-12,-21,-7,-2,-18,-10,5,-8,-7,-11,-5,-5,-16,-5,-6,9,,,,,
,-354,-10,-9,6,,3,4,-8,3,3,-5,6,-3,-7,-2,-5,1,-9,,,,,
,4,-17,14,15,4,16,13,-4,-5,5,,4,1,1,5,-8,-10,7,,,,,
,415,-2,18,15,27,14,17,24,7,10,19,20,24,9,27,17,29,4,,,,,
,-630,22,-15,-16,-24,-28,-10,-6,-4,-18,-12,-13,-25,-3,-13,-9,-14,-2,,,,,
,571,-33,-5,-3,2,-1,-6,4,-11,-10,4,-7,,-21,-7,-1,-2,4,,,,,
,-511,-1,-14,-16,-3,-9,-7,2,-5,,-15,-16,2,12,-7,-2,-1,-3,,,,,
,88,,15,27,16,13,19,,32,18,13,8,14,14,12,5,5,-4,,,,,
,-139,12,-12,-28,-28,-14,-17,-15,-20,-15,-20,-12,-16,-24,-14,-22,-21,-7,,,,,
,968,2,-24,1,-8,-10,-5,1,-5,-10,3,2,5,5,-10,,-1,9,,,,,
,-543,-12,19,13,10,11,5,12,6,11,12,7,8,14,10,15,22,-10,,,,,
,-830,-1,6,-2,6,14,11,-2,-11,1,2,11,-18,-10,-1,5,3,6,,,,,
,598,12,10,14,4,3,-4,-11,3,7,-5,12,13,-12,15,-2,-3,-1,,,,,
,2106,-12,1,8,6,4,5,5,15,4,5,6,9,27,11,2,10,-2,,,,,
,-2221,,-19,-23,-16,-19,-9,-9,-24,-24,-16,-29,-13,-4,-26,-15,-18,9,,,,,
,-206,-20,6,-16,-7,4,-7,4,3,-2,6,8,3,-20,3,,-4,-7,,,,,
,666,20,-3,21,4,12,13,11,14,17,14,5,7,8,2,22,5,-2,,,,,
,-372,-22,8,-4,3,-7,-10,-5,2,,-22,-19,-15,-8,-17,-2,-1,3,,,,,
,56,3,7,-2,3,-7,-5,-5,-2,7,4,17,5,7,17,-11,4,1,,,,,
,835,20,-6,7,-6,6,11,12,9,-7,14,4,,19,2,,3,6,,,,,
,-634,-21,1,-6,-2,-3,6,-2,3,-4,-12,1,-5,-16,-1,-5,-5,-5,,,,,
,209,-11,-17,-13,-11,-18,-3,-18,-32,-6,-14,-10,-18,-5,-10,-15,4,-3,,,,,
,394,,12,3,12,2,-1,3,-3,1,10,-13,-3,-9,,-2,-5,3,,,,,
,-291,,10,16,3,12,1,12,12,10,12,2,21,7,26,20,6,4,,,,,
,-555,1,-16,-6,1,7,-4,2,-2,-2,-13,5,,6,-22,8,-12,-2,,,,,
,-399,,16,12,5,11,15,4,22,,18,12,7,19,5,4,11,-7,,,,,
,1979,10,7,7,3,-7,-9,6,-11,-1,2,9,-7,-4,3,5,,2,,,,,
,214,2,-12,-14,-12,-5,-9,-10,-9,-7,-24,-17,-3,-20,-5,-15,4,5,,,,,
,-2178,-13,-16,-3,-12,8,-5,-9,8,-5,8,1,1,9,7,11,-10,4,,,,,
,221,10,11,5,5,-3,-2,-1,7,-8,-10,-9,-8,-6,-7,4,7,-8,,,,,
,-42,-9,,-1,-2,-11,10,-8,-9,2,-7,-10,-9,-12,-2,-18,-14,-6,,,,,
,685,,9,6,24,6,27,6,11,23,15,8,18,31,22,19,18,9,,,,,
,-573,-21,-3,3,15,14,-9,17,9,5,21,12,,4,14,-1,-1,6,,,,,
,-19,1,1,-7,-9,3,-8,4,-1,,6,13,21,-6,-15,-7,-5,-7,,,,,
,371,29,-14,-10,-20,-29,-20,-23,-22,-4,-16,-3,-14,-2,-9,-5,-9,-10,,,,,
,228,-12,-11,6,-1,7,-5,6,8,-3,-13,-17,-6,-4,-3,5,2,15,,,,,
,-262,-30,29,20,10,17,20,14,20,17,18,9,11,2,3,11,17,-1,,,,,
,-481,,3,-2,1,,,2,-3,,,15,-11,-1,22,-2,28,1,,,,,
,-416,3,-17,-20,-4,-9,,-15,-17,-25,-10,-6,3,-11,-25,-32,-25,-3,,,,,
,1388,,4,-1,-2,2,5,-8,2,3,9,-16,3,12,1,1,-5,-1,,,,,
,-1309,-1,-1,2,-5,-5,-17,-2,-5,-7,-13,-5,-8,-13,2,15,-14,-1,,,,,
,987,,12,2,2,16,24,13,12,12,8,11,10,5,-8,9,11,9,,,,,
,-192,12,8,5,17,-2,-2,5,6,5,7,1,9,,2,-8,8,,,,,,
,-683,-1,-30,-14,-18,-16,-16,-2,-16,-6,-2,-12,-15,-4,3,-9,-11,,,,,,
,699,-2,12,-1,-9,-5,,-1,-15,6,-5,9,-6,16,5,-2,-4,-7,,,,,
,-43,-8,9,9,11,12,14,6,1,-1,-4,10,3,-10,-7,8,17,-8,,,,,
,-383,-2,-4,-7,,7,-12,-8,13,-4,-10,-14,-8,-5,-9,-4,-14,-1,,,,,
,275,-19,-4,7,-2,-6,-5,2,6,,16,-8,4,6,6,-7,-1,6,,,,,
,697,4,,-5,-8,-18,1,-15,-20,2,-9,6,-6,5,6,3,-10,4,,,,,
,5516,-4,-6,5,2,11,-4,-5,1,1,-4,1,3,-4,-5,-3,1,-7,,,,,
,-3327,-11,-6,-14,5,-7,-1,7,1,-1,-1,5,12,-11,,-1,6,5,,,,,
,-3525,-2,3,-2,-13,-7,,6,10,-17,-3,10,-6,13,-3,5,-1,-8,,,,,
,562,3,8,9,15,15,7,5,4,17,7,-4,-3,-9,1,13,,-5,,,,,
,124,,13,4,-1,2,-7,3,-13,,-2,,4,-10,2,-2,9,7,,,,,
,1064,-1,-4,1,2,10,-3,-4,7,2,13,-15,-3,15,12,11,1,2,,,,,
,-2196,1,-8,11,26,,8,4,18,5,10,12,13,13,-18,,5,5,,,,,
,1546,10,-6,-13,-28,-15,-10,-11,-15,-7,-22,,-10,-13,-7,-13,-10,-4,,,,,
,110,-2,,,1,8,10,10,8,7,6,14,-9,-4,20,-1,-4,-3,,,,,
,-620,-8,1,17,1,2,6,-2,-4,-14,6,-10,5,15,13,9,-1,,,,,,
,-347,,-13,-16,-8,-11,-11,-8,-11,-8,-6,-9,1,-10,-13,-12,-10,15,,,,,
,771,-6,29,22,20,21,11,17,13,7,13,10,20,10,29,18,13,-13,,,,,
,-719,18,-1,-4,-11,-5,,-14,-3,7,5,,-8,3,-19,-2,-1,-4,,,,,
,220,-35,-13,-27,-4,-21,-3,2,-8,-6,-10,-22,-15,-18,-12,-13,2,,,,,,
,-90,-2,-3,,12,-14,-6,2,8,-7,-2,6,4,3,-3,22,3,13,,,,,
,-92,15,-2,,-2,9,5,,-8,-7,-5,2,-6,5,-2,-16,-17,-8,,,,,
,5666,-8,,2,-14,5,-1,-2,-20,3,-19,-4,-8,-11,-7,-10,-8,-3,,,,,
,-3216,6,13,10,22,10,24,7,29,27,17,16,15,8,9,14,30,-4,,,,,
,-2122,-19,3,11,6,13,-1,26,13,9,10,14,14,18,17,-4,12,11,,,,,
,430,19,-3,-6,-13,-16,-8,-6,-12,-27,-21,-7,-10,-11,-9,-6,-15,8,,,,,
,-716,1,1,3,19,9,5,-12,3,1,11,-8,12,7,,,,1,,,,,
,7530,-1,-13,1,-32,,-11,-15,-10,-6,-15,,-19,-2,-18,,-9,-20,,,,,
,-3763,,9,9,-1,-2,,2,9,9,14,-1,10,-7,6,6,6,4,,,,,
,-1298,-17,-1,-11,15,12,10,3,-2,15,5,-8,3,-5,7,-6,-6,2,,,,,
,-45,15,-9,-14,-13,-18,-15,-10,-16,-17,-11,-10,-14,-16,1,-2,-3,4,,,,,
,-1860,-20,10,13,1,-5,-8,15,21,-1,13,15,,11,3,11,-7,4,,,,,
,-130,4,-8,-10,-1,-5,-9,-9,-17,,-7,-3,5,-3,-15,-7,9,-3,,,,,
,31,1,6,6,-13,7,10,-1,2,3,-14,-8,-4,-18,-5,-6,-4,-10,,,,,
,9435,,26,,21,23,11,10,15,11,24,13,10,20,13,6,14,,,,,,
,-3204,-1,-18,-9,,-37,-9,-5,-8,1,-10,-12,-15,2,-3,3,-11,1,,,,,
,-3588,,-3,12,13,15,8,-5,10,-3,14,15,15,3,4,2,14,,,,,,
,337,-12,2,,3,10,2,-5,10,3,1,-1,-2,11,7,8,6,-1,,,,,
,14387,13,7,2,-4,4,4,5,-8,-5,,1,-2,7,,1,-6,8,,,,,
,-3361,-23,-5,-4,-6,-12,-4,8,-7,-6,-4,-7,-1,-13,6,-22,-4,2,,,,,
,-3576,15,-8,-18,-13,,-18,-11,-12,-5,-20,-3,,-17,-10,7,-11,-4,,,,,
,-3590,-1,-7,12,1,-2,10,-1,-7,-6,6,3,4,7,-9,-1,,1,,,,,
,-2060,8,-3,8,-4,7,15,,2,3,18,10,-10,8,3,4,20,5,,,,,
,1892,7,12,5,8,3,1,5,25,7,-3,2,7,-2,6,3,9,-1,,,,,
,-3400,-23,3,-7,15,-8,-20,3,-1,1,-6,-11,-1,-18,13,-3,-19,-3,,,,,
,-3472,-31,3,-3,-5,5,14,-1,-12,12,5,-2,11,18,1,,,1,,,,,
,916,40,-13,-14,-10,-12,-1,-11,,-10,-6,3,-5,-4,-19,,-9,12,,,,,
,-940,-37,-3,5,-15,12,-11,12,-1,-4,1,2,-1,-4,6,-10,2,-16,,,,,
,-448,-2,-2,2,9,-5,2,4,-1,-12,-7,-10,-7,-3,-5,1,-4,-8,,,,,
,1827,19,23,3,14,-4,3,13,10,31,19,4,2,6,7,24,15,14,,,,,
,2351,-17,2,6,7,13,2,,-2,7,-11,14,5,10,,3,5,-2,,,,,
,-2598,-17,1,9,2,16,10,-4,10,-9,12,13,6,11,14,-4,-1,6,,,,,
,7459,15,-13,-5,-5,-6,-10,-12,-13,-17,2,-16,-11,1,-2,-7,-3,-1,,,,,
,-3700,-10,14,-5,-2,-10,5,6,5,4,-10,-7,-1,-11,-6,,1,-8,,,,,
,-3305,12,3,13,12,4,7,18,7,9,-18,17,14,-1,7,-3,-3,3,,,,,
,8299,,-24,-11,-33,-2,-19,-27,-14,-28,-13,-22,-13,-5,-13,-22,-10,-7,,,,,
,-2862,,-3,-17,11,-5,,-6,4,26,28,,-9,2,-3,15,12,6,,,,,
,-3154,-1,-10,-15,-2,-11,-12,-19,-17,-6,-12,-6,4,-13,-2,-2,-13,,,,,,
,3972,-28,14,18,2,10,20,10,5,-13,,10,7,-17,,-8,11,-6,,,,,
,-3492,-5,5,-1,2,14,2,14,11,12,-8,-2,2,9,,-3,-3,-5,,,,,
,-3707,24,-10,13,-2,-8,-10,-6,-9,-5,10,-4,-8,9,-2,19,7,14,,,,,
,-728,,1,-18,-6,-22,1,-6,-11,3,-1,-16,-1,-6,-8,-4,-5,16,,,,,
,-648,-21,-5,12,1,5,-13,3,15,1,4,21,-1,10,8,-18,8,-11,,,,,
,328,-11,3,14,-9,9,-5,8,-3,1,-1,4,5,-1,2,15,-1,-13,,,,,
,869,8,5,-8,26,,16,9,-6,-1,-9,3,-6,-3,-7,10,3,5,,,,,
,-551,3,15,12,-6,19,8,4,13,4,4,7,-5,6,18,10,8,4,,,,,
,5915,-1,-5,-5,-5,-4,2,2,-7,-10,10,-18,8,-4,-7,-17,-2,-9,,,,,
,-2555,-11,-17,-7,-6,-7,-6,-8,1,4,3,-3,-1,7,-14,1,-5,-5,,,,,
,-3503,17,12,13,10,-3,3,-10,9,16,7,20,18,12,7,8,-8,15,,,,,
,5571,-6,1,-8,-2,-7,4,8,-3,4,-10,-10,3,-13,-4,-14,-5,5,,,,,
,-3395,-3,-12,-11,-21,-15,-15,-15,-10,-21,-20,-22,-25,-9,-13,-16,-8,-14,,,,,
,5869,1,-2,6,-1,,-9,4,6,-8,18,12,3,14,15,21,3,-7,,,,,
,-2819,-7,-7,-10,10,5,4,8,,2,-3,12,1,-9,-8,9,1,18,,,,,
,-3440,,24,2,14,14,15,-2,4,12,6,-7,16,-3,13,7,7,-4,,,,,
,7186,-1,8,11,7,-2,10,7,-5,5,2,12,-3,4,12,3,12,5,,,,,
,-3544,-11,-21,-15,-16,2,-13,-17,-8,-9,-15,-4,-6,3,-12,-25,-28,-1,,,,,
,-3758,14,,4,-1,3,4,8,5,,2,-2,-7,1,11,8,6,-19,,,,,
,-1973,-4,4,13,10,-13,-1,30,,-3,16,13,-2,,2,8,15,15,,,,,
,5123,-2,28,2,8,16,5,,12,15,16,-3,18,10,8,2,4,11,,,,,
,-3528,-2,-3,8,-3,14,1,-16,4,9,-26,-5,,7,-14,-2,-4,-1,,,,,
,5503,-31,-16,-1,,,5,5,-20,-7,-7,2,,-2,-1,12,-5,-11,,,,,
,-3223,,-5,-20,-3,-14,-11,-18,-5,-11,4,,3,8,-3,,-7,-7,,,,,
,-2198,5,4,5,-2,-7,-4,-5,3,7,10,-15,7,-9,3,-4,,3,,,,,
,7501,4,9,6,-11,4,-1,11,5,6,7,6,-10,-9,5,-16,4,7,,,,,
,-3551,7,-7,2,1,-14,5,-12,-3,-12,-16,4,-6,1,-6,4,8,-3,,,,,
,-3747,-28,-17,-11,-13,-11,-16,-7,-2,-15,-6,-17,-23,-8,-12,-15,-24,-13,,,,,
,-2096,15,,7,14,25,6,16,3,-3,7,4,11,9,9,2,18,1,,,,,
,1855,12,11,14,7,8,18,19,14,18,16,18,15,9,9,12,8,9,,,,,
,20213,-2,16,-8,-1,-3,,2,1,9,-13,,3,-10,2,10,-4,2,,,,,
,-3084,-5,-10,-7,1,-17,-12,-20,-12,-18,,-9,-14,-20,-14,,-11,-3,,,,,
,-3085,8,-8,-5,,-1,4,-5,-1,-2,-15,-4,6,-3,-7,-21,-1,,,,,,
,-3568,-9,-4,5,-10,5,-10,5,2,13,7,4,9,10,-12,4,4,4,,,,,
,-3576,-2,-4,-6,,9,-7,-10,,-14,,,-14,-4,13,-1,-5,-10,,,,,
,-3536,-20,6,-5,-2,-18,14,-18,-10,5,1,-8,-10,-9,-6,-14,-13,2,,,,,
,-1317,-1,-8,,4,-1,-14,22,-7,1,-6,-12,18,-2,-10,-3,9,1,,,,,
,2009,2,,3,-8,10,7,2,19,-4,10,13,-6,8,13,15,15,5,,,,,
,-3382,11,,-4,-4,-6,-5,-5,-11,3,1,-8,-12,-1,-5,1,-9,9,,,,,
,-2171,-7,4,15,9,14,1,4,17,2,9,,4,5,2,11,5,-6,,,,,
,1407,-5,6,1,10,7,15,8,4,10,1,8,6,11,14,3,3,2,,,,,
,-1976,,3,-3,-3,-5,-5,-16,-13,-7,-16,3,-4,-1,-1,-9,-1,10,,,,,
,1149,1,-22,-14,-16,-30,-26,-4,-10,-20,-10,-6,-6,-9,-29,-5,-9,-17,,,,,
,5853,1,-3,,4,-2,1,-6,-1,7,16,,-3,7,15,-3,-11,,,,,,
,-548,-2,31,21,38,40,33,30,27,30,14,14,18,23,30,31,23,-4,,,,,
,-3849,,7,4,7,12,16,8,5,-1,5,19,11,10,14,-5,12,1,,,,,
,-1094,-16,-7,-6,-20,-18,-17,-11,-8,-6,-15,-21,-9,-24,-28,-9,-10,4,,,,,
,209,-1,-9,-12,-20,-22,-19,-7,-11,-16,-13,-8,-8,-14,-22,-12,-17,-2,,,,,
,1753,18,7,1,-3,-2,3,,-8,-12,-1,4,,12,9,-7,8,-5,,,,,
,3157,-1,-2,2,21,13,4,-6,,10,10,7,-9,-10,-1,17,-4,5,,,,,
,-3755,-40,2,-2,2,22,8,9,10,20,-12,2,12,-2,13,-3,4,1,,,,,
,15097,33,10,12,9,-4,1,9,,3,12,-13,,8,4,-19,2,,,,,,
,-3659,,-10,-2,-8,-8,-5,-5,2,-10,14,4,-5,4,,-1,-9,-5,,,,,
,-3606,-16,-9,-5,,-4,5,-4,2,3,-10,7,16,-10,-2,9,-1,2,,,,,
,-3837,-17,13,17,9,15,24,14,15,14,16,6,7,26,25,19,39,8,,,,,
,1651,-1,-6,-15,-11,-7,-9,-9,-5,-8,-8,-2,3,-9,-3,-8,-21,-3,,,,,
,-3488,4,,15,-12,-23,-2,-18,-17,-2,-15,-13,,-10,-22,2,-4,-15,,,,,
,5776,-17,-7,-17,1,4,-13,3,-11,-13,-5,-4,-16,3,-4,-12,-3,4,,,,,
,-3017,38,15,2,-2,-4,-14,,4,,9,13,-5,-1,7,1,-8,16,,,,,
,-3682,,-1,-7,-14,15,6,7,9,13,-6,-3,9,2,-13,-1,7,10,,,,,
,-2382,-36,1,,-1,-4,1,3,-8,-16,6,-10,-3,-14,5,2,-14,-15,,,,,
,-954,14,-6,-3,12,5,8,-8,6,-6,9,6,-3,11,-3,5,4,-3,,,,,
,1250,-28,-6,6,-6,-5,3,5,6,5,-12,2,5,16,-9,6,9,6,,,,,
,-353,-1,-11,-14,-3,-17,-19,-8,-1,-15,-2,-13,-13,-25,4,-12,-8,-4,,,,,
,4901,23,12,-4,18,10,6,11,-13,7,-9,3,,-8,5,-1,1,-2,,,,,
,-3148,-5,20,7,6,7,4,12,11,22,13,7,6,14,,8,-5,-5,,,,,
,8136,-17,-11,-2,-2,2,3,-7,13,-5,12,-5,-1,-4,-6,-11,-2,4,,,,,
,-3249,6,-2,14,3,21,13,1,-1,3,2,16,1,21,13,7,19,10,,,,,
,-3532,,-21,-7,-8,-13,-23,,-2,-12,-19,-10,-10,-12,12,11,11,-3,,,,,
,-3718,-3,-8,,-18,-18,-14,-16,-14,5,4,-19,-2,-19,-10,-17,-18,,,,,,
,1425,-5,10,5,15,-2,13,9,-12,-10,,8,-1,12,-24,-11,-6,-6,,,,,
,14863,-15,17,3,-2,3,8,10,15,8,2,15,10,10,4,15,-1,4,,,,,
,5147,11,-5,-15,3,4,-9,-10,-2,-9,1,-3,-4,-15,10,-9,4,8,,,,,
,-3159,-4,1,15,9,13,15,13,15,20,19,8,15,18,17,5,15,-12,,,,,
,-1406,-14,,25,5,-9,16,9,-1,16,-2,8,9,9,10,18,9,-4,,,,,
,3686,6,12,-7,-3,17,6,1,4,-1,1,-15,,-5,5,-10,3,12,,,,,
,-3410,9,2,-2,,-2,-1,,-3,-3,3,15,-3,-4,-4,12,1,3,,,,,
,-3626,-14,-17,-10,-7,-9,-8,-10,3,-16,-17,-6,3,9,-16,-11,-7,-5,,,,,
,-3571,23,-15,-7,-5,-5,-6,-8,-22,-5,-9,-12,-7,-7,2,-14,-10,-8,,,,,
,-515,-15,15,,-4,6,6,2,4,-4,-3,8,-4,-22,-3,10,3,5,,,,,
,-3598,-12,7,,-6,-3,-10,-6,-2,7,3,-1,5,-6,-14,10,4,3,,,,,
,-2928,1,11,14,13,2,4,7,12,6,11,-5,9,21,,14,6,1,,,,,
,-3655,18,-4,14,4,-16,-3,12,5,3,13,10,-2,11,22,-3,1,2,,,,,
,-89,-29,-11,-17,-10,-2,-5,-22,-13,-11,-16,-7,-15,-27,-10,-18,-19,-6,,,,,
,4158,,-5,-19,1,-2,1,,9,-6,-6,10,-10,11,-18,-9,-11,-3,,,,,
,-773,-1,-2,11,-6,5,7,,-7,2,-5,-10,-16,2,,-1,3,-2,,,,,
,1373,1,12,9,16,5,2,20,1,5,18,3,19,8,14,-4,21,-3,,,,,
,-3282,-12,-13,-10,-1,1,-8,-5,-11,-5,-2,-4,-1,-15,-3,6,-13,-2,,,,,
,6234,-1,-2,-13,-12,-3,-6,-20,-10,-5,-23,-15,-13,1,-10,-5,-15,5,,,,,
,-3268,14,6,6,-7,,2,6,1,5,13,7,9,7,7,4,4,-7,,,,,
,-1809,-8,-7,13,25,10,-2,4,10,,12,6,-1,4,14,3,8,12,,,,,
,7754,-10,17,-5,,2,-6,,14,-3,-3,,,-6,8,12,-5,3,,,,,
,-3313,15,,-2,-18,11,-2,-7,-2,10,-8,-2,1,-3,-12,5,10,-1,,,,,
,-3375,-1,-11,-11,5,-10,7,-3,-2,-1,,-1,21,2,,-20,1,-5,,,,,
,-3697,-19,-8,4,-8,-18,-4,,-25,3,8,1,-10,-8,-8,5,-17,3,,,,,
,16,-10,13,5,9,5,9,11,14,-7,8,19,-3,8,1,10,12,-6,,,,,
,3045,10,2,-6,9,6,1,-5,7,-4,-7,-16,-4,6,4,-4,3,8,,,,,
,1918,9,-10,-2,4,6,-6,-2,1,-12,-15,10,3,-12,6,-11,2,-14,,,,,
,-1686,-6,15,2,-14,-4,6,9,-3,22,14,,17,21,-1,9,3,6,,,,,
,-3371,-15,-25,-12,-15,-30,-28,-20,-17,-15,-12,-13,-31,-18,-5,-15,-14,9,,,,,
,2126,17,5,6,9,14,12,1,12,-8,3,-5,6,-3,-9,21,-10,2,,,,,
,-2187,26,14,19,,8,9,15,3,22,,3,10,3,-3,-7,14,-7,,,,,
,163,-33,8,,-5,7,-3,1,-2,-2,5,7,2,8,7,7,11,,,,,,
,4817,1,-2,-8,14,8,13,10,17,-5,19,4,12,-9,21,-4,,5,,,,,
,-3129,29,-20,-6,-8,-16,-13,-11,-8,-3,-7,-14,-13,6,-2,-7,-2,-8,,,,,
,4249,-33,3,4,,4,4,-6,-4,15,-20,3,1,5,-6,8,-8,2,,,,,
,-3329,-1,4,-2,2,7,6,-1,7,8,-5,-3,-10,-8,,-7,-14,,,,,,
,1460,2,10,14,11,8,20,13,10,-3,19,13,8,26,17,7,8,4,,,,,
,4891,-13,4,-9,1,-6,-19,7,-8,-10,5,11,10,4,-13,5,9,-6,,,,,
,-3310,11,1,-2,-12,-10,-9,-9,-10,-2,-6,-18,-5,-8,-4,6,1,5,,,,,
,2339,-12,-1,5,6,-8,-8,-5,-6,2,-15,-4,-14,-18,-7,-10,-4,-10,,,,,
,2012,24,-9,-14,2,3,-3,-14,-3,-1,-8,5,-2,-29,-13,-24,1,12,,,,,
,-3444,-21,-16,-2,-12,-7,-4,-4,5,-15,-3,-7,-5,17,3,-6,-10,1,,,,,
,-729,-3,-4,8,-6,17,11,19,,6,8,,18,6,1,8,8,-1,,,,,
,-3751,32,5,1,10,-1,2,-6,-3,-4,-2,-2,5,17,1,17,2,-7,,,,,
,-1720,-26,25,11,8,18,10,29,18,7,4,18,-5,-5,20,10,3,,,,,,
,137,12,-4,3,-15,-17,-5,-16,6,15,-7,2,-12,-10,-5,-7,-3,-1,,,,,
,2298,-11,-3,-18,15,-9,-2,-15,-13,-7,16,4,1,1,2,-5,11,8,,,,,
,-571,30,8,13,10,11,6,1,6,-1,7,-7,26,5,9,6,3,-7,,,,,
,6399,-30,-18,-5,-9,-3,2,8,-6,-9,-5,-8,5,7,-19,-2,-24,9,,,,,
,-3437,-9,10,10,-3,3,15,14,12,8,,10,-23,12,18,11,20,4,,,,,
,-3584,11,10,11,-2,2,-10,-4,-14,12,-11,1,8,-31,-7,-10,6,-7,,,,,
,3918,-11,-23,-27,-13,-6,-21,-12,-1,-12,6,-11,1,-9,-3,-9,-14,-1,,,,,
,-3386,9,,18,7,-15,5,5,,-3,2,1,-8,16,,-6,-1,2,,,,,
,-594,-18,7,-15,-8,-3,9,-1,-15,-20,-5,2,-3,-5,-15,-1,-8,-8,,,,,
,6095,-1,9,-10,6,6,4,-5,-5,17,-7,2,-5,-1,-3,5,-1,-1,,,,,
,-3212,-10,15,20,12,17,4,8,24,12,7,1,15,20,14,21,15,-4,,,,,
,-1813,50,-17,,-8,-6,-12,-15,5,-17,-6,-8,-16,-7,-8,-13,-4,9,,,,,
,-502,-37,-9,8,17,11,6,10,1,10,25,3,3,7,12,16,10,5,,,,,
,-2034,-1,-6,-8,-8,-17,-14,-4,-11,-7,-15,4,-2,-10,-10,-16,-8,-10,,,,,
,6940,,21,,-5,9,14,1,-7,5,-2,6,4,-2,-8,-3,-1,7,,,,,
,-3435,-7,6,-6,9,5,6,10,12,8,8,-10,3,-5,8,6,3,1,,,,,
,-1840,5,-13,12,5,,,6,8,-11,5,-5,9,-5,7,5,1,4,,,,,
,-1668,-6,1,-4,-8,-5,,-2,-2,8,5,9,4,8,,1,1,-3,,,,,
,171,-25,9,-4,10,-5,14,-7,4,17,-4,8,,12,4,8,-6,8,,,,,
,-112,7,,,-5,-3,-20,-2,-17,-5,-16,-11,-9,-2,-6,-3,-4,2,,,,,
,-238,,-5,3,-4,8,-9,3,2,,15,11,-1,-2,-2,1,1,-7,,,,,
,1979,26,-17,-2,-6,-2,,-4,3,-12,-8,-15,2,1,10,-13,,-16,,,,,
,-1627,-6,10,-2,3,3,14,-5,5,-6,3,2,,5,7,-4,9,6,,,,,
,-240,-27,-1,-12,-5,-5,-19,-3,-3,-5,2,7,-6,-1,-20,-8,-13,9,,,,,
,-658,,-7,-2,-2,1,-5,4,-10,-7,-10,-8,-1,-8,-3,-7,-4,-6,,,,,
